,tag,제 21 기,제 20 기,제 19 기
2,매출총이익,123297185586,101121644245,131963232081
4,영업이익(손실),39869748147,4867302957,34358572667
5,기타이익,95496347200,18769149784,18135552412
9,지분법이익(손실),4457740838,3869327346,785312817
10,법인세비용차감전순이익(손실),102670045965,1561198512,24490728114
12,계속영업이익(손실),82630762974,"(293,323,669)",24619133773
13,중단영업이익(손실),,,"(5,627,314,177)"
14,당기순이익(손실),82630762974,"(293,323,669)",18991819596
15,당기순이익(손실)의 귀속,,,
16,지배기업의 소유주에게 귀속되는 당기순이익(손실),82186265902,"(281,576,825)",18476858290
17,비지배지분에 귀속되는 당기순이익(손실),444497072,"(11,746,844)",514961306
25,주당이익,,,
26,기본주당이익(손실) (단위 : 원),2497,(9),561
27,희석주당이익(손실) (단위 : 원),2497,(9),561
