,tag,제 36 기,제 35 기,제 34 기
2,매출총이익,448850517355,409340847118,301215592655
4,영업이익,190186855735,189578351922,102999052560
10,법인세비용차감전계속영업순이익,407757637947,90509572443,23520233449
12,계속영업당기순이익,265350074918,99427163104,"(16,440,264,161)"
13,법인세비용차감전중단영업순이익,,72713120403,94706096734
15,중단영업당기순이익,,54691444810,71878707622
16,법인세비용차감전순이익,407757637947,163222692846,118226330183
18,당기순이익(손실),265350074918,154118607914,55438443461
25,지분법이익잉여금,"(3,778,479,263)","(5,501,433,893)",
30,계속영업연결당기순이익의 귀속,,,
33,연결당기순이익의 귀속,,,
36,연결당기총포괄이익의 귀속,,,
39,주당이익,,,
40,기본및희석주당이익 (단위 : 원),29674,17779,6686
41,기본및희석주당계속영업이익 (단위 : 원),29674,11127,2405
