,tag,제 11 기,제 10 기,제 9 기
2,매출총이익,1036843479703,1131101362317,1123254608158
4,영업이익(손실),152441802377,172947721846,166930458563
5,기타이익,348256835220,96688921232,163997936643
11,법인세비용차감전순이익(손실),309235779274,83435013944,129903769617
13,계속영업이익(손실),201933323585,59358738412,83777811708
14,중단영업이익(손실),3578869257,"(37,236,929,949)","(40,852,702,811)"
15,당기순이익(손실),205512192842,22121808463,42925108897
26,당기순이익(손실)의 귀속,,,
27,지배기업의 소유주에게 귀속되는 당기순이익(손실),203430468331,32486405898,65029358027
28,비지배지분에 귀속되는 당기순이익(손실),2081724511,"(10,364,597,435)","(22,104,249,130)"
32,주당이익,,,
33,보통주기본주당이익(손실) (단위 : 원),6834,1087,2252
34,계속영업기본주당이익(손실) (단위 : 원),6739,2051,3197
35,중단영업기본주당이익(손실) (단위 : 원),95,(964),(945)
36,보통주희석주당이익(손실) (단위 : 원),6661,1087,2236
37,계속영업희석주당이익(손실) (단위 : 원),6568,2051,3175
38,중단영업희석주당이익(손실) (단위 : 원),93,(964),(939)
39,우선주기본주당이익(손실) (단위 : 원),6884,1137,2232
40,계속영업기본주당이익(손실) (단위 : 원),6789,2101,3147
41,중단영업기본주당이익(손실) (단위 : 원),95,(964),(915)
42,우선주희석주당이익(손실) (단위 : 원),6711,1137,2232
43,계속영업희석주당이익(손실) (단위 : 원),6618,2101,3147
44,중단영업희석주당이익(손실) (단위 : 원),93,(964),(915)
