,tag,제 54 기,제 53 기,제 52 기
2,매출총이익,322609119050,313497204298,369081120820
5,영업이익(손실),54315676779,51171062520,41544954339
6,기타이익,2007664230,2553795726,3121390571
13,법인세비용차감전순이익(손실),34810384427,3466411721,17274715412
15,계속영업이익(손실),25683923041,"(10,769,372,573)",
16,중단영업이익(손실),14655700132,"(11,739,825,364)",
17,당기순이익(손실),40339623173,"(22,509,197,937)",10819579466
25,당기순이익(손실)의 귀속,,,
26,지배기업의 소유주에게 귀속되는 당기순이익(손실),22941128818,"(20,731,222,422)",4701501086
27,계속영업이익,13291346441,"(13,001,345,385)",
28,중단영업이익,9649782377,"(7,729,877,037)",
29,비지배지분에 귀속되는 당기순이익(손실),17398494355,"(1,777,975,515)",6118078380
30,계속영업이익,12392576600,2231972812,
31,중단영업이익,5005917755,"(4,009,948,327)",
35,주당이익,,,
36,기본주당이익(손실) (단위 : 원),1527,"(1,369)",310
37,계속영업기본및희주당이익(손실) (단위 : 원),885,(859),310
38,중단영업기본및희주당이익(손실) (단위 : 원),642,(510),
39,우선주 기본주당이익(손실) (단위 : 원),1539,"(1,364)",315
40,계속영업기본및 희석주당이익(손실) (단위 : 원),894,(854),315
41,중단영업기본및 희석주당이익(손실) (단위 : 원),645,(510),
