,tag,제 43 기,제 42 기,제 41 기
2,매출총이익,8890328296,7094644439,5450077267
4,영업이익(손실),442998783,723730773,366361934
6,관계기업투자지분처분이익,,,35435192
10,기타이익,1722237848,566264095,1265492233
12,법인세비용차감전순이익(손실),3057258290,"(42,663,557,341)","(2,866,327,742)"
14,연결당기순이익(손실),"(475,294,116)","(38,326,422,004)","(2,257,233,185)"
18,기타포괄손익-공정가치 측정 지분상품평가이익,"(96,241,104)",104558647,406046320
26,당기순이익(손실)의 귀속,,,
27,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(475,294,116)","(38,326,422,004)","(2,257,233,185)"
30,주당이익,,,
31,기본주당이익(손실) (단위 : 원),(4),(321),(19)
32,계속영업기본주당이익(손실) (단위 : 원),(4),(321),(19)
33,희석주당이익(손실) (단위 : 원),(7),(321),(19)
34,계속영업희석주당이익(손실) (단위 : 원),(7),(321),(19)
