,tag,제 39 기,제 38 기,제 37 기
2,매출총이익,71071178174,63799763471,165703126071
4,영업이익(손실),"(36,417,532,959)",12939081204,113025079302
5,금융이익,10963145011,7391222162,3740693880
7,기타영업외이익,8894781726,7609038719,5918632788
10,법인세비용차감전순이익(손실),"(44,846,174,047)",12853663721,78144559937
12,계속영업당기순이익(손실),"(53,517,036,588)",9255267361,
13,중단영업당기순이익(손실),234263468700,22270361580,
14,당기순이익(손실),180746432112,31525628941,71126973164
23,당기순이익(손실)의 귀속,,,
25,계속영업분기순이익,"(52,654,970,857)",11233385432,
26,중단영업분기순이익(손실),227438433893,8151398577,
28,계속영업분기순이익,"(862,065,731)","(1,978,118,071)",
29,중단영업분기순이익(손실),6825034807,14118963003,
33,주당이익,,,
34,기본 및 희석주당이익(손실) (단위 : 원),71992,7394,13248
