,tag,제 49 기,제 48 기,제 47 기
2,매출총이익,37100118442.0,35884368114.0,34902144620.0
4,영업이익(손실),9342248535.0,7799136991.0,6830487023.0
5,기타이익,980658040.0,855540157.0,1108934366.0
9,법인세비용차감전순이익(손실),8750909152.0,8824018066.0,7546043886.0
11,당기순이익(손실),6731223924.0,6466934672.0,6154336462.0
15,당기순이익(손실)의 귀속,,,
16,지배기업의 소유주에게 귀속되는 당기순이익(손실),6717796861.0,6439503124.0,6132832440.0
17,비지배지분에 귀속되는 당기순이익(손실),13427063.0,27431548.0,21504022.0
21,주당이익,,,
22,기본주당이익(손실) (단위 : 원),569.0,555.0,529.0
23,희석주당이익(손실) (단위 : 원),569.0,555.0,529.0
