,tag,제 19 기,제 18 기,제 17 기
2,매출총이익,136665055845,153264889126,111597717920
8,영업이익,89382362691,89214778793,58173967464
9,기타이익,828693434,4800103108,10946048050
13,법인세비용차감전순이익,74405786159,102349323369,74098600323
15,계속영업이익(손실),54441083294,78666867762,55375951931
16,중단영업이익(손실),0,"(74,968,289,433)",1849192665
17,당기순이익,54441083294,3698578329,57225144596
27,당기순이익의 귀속,,,
28,지배기업의 소유주에게 귀속되는 당기순이익,54441083294,2420834148,56267343498
29,비지배지분에 귀속되는 당기순이익,0,1277744181,957801098
33,주당이익,,,
34,기본주당이익 (단위 : 원),3952,181,4004
35,희석주당이익 (단위 : 원),3948,180,4000
