,tag,제 49 기,제 48 기,제 47 기
8,매출총이익,9886553796,6555839306,7352790094
34,영업이익(손실),2555589641,"(1,673,026,428)",1130643788
37,당기손익인식금융자산처분이익(금융수익),2114049869,0,0
39,당기손익인식금융자산평가이익(금융수익),0,694159969,0
40,기타이익,1018056723,2384568302,239040963
42,외화환산이익,0,537011,4049320
43,유형자산처분이익,822034725,2279712100,7129594
45,지분법이익,9656742,2237381,50388308
47,잡이익,57665567,47648109,76018747
63,법인세비용차감전순이익(손실),3258238363,"(1,167,694,479)","(1,664,518,405)"
65,당기순이익(손실),2506054567,"(2,154,052,672)","(820,208,221)"
73,당기순이익(손실)의 귀속,,,
74,지배기업의 소유주에게 귀속되는 당기순이익(손실),2505887323,"(2,142,324,658)","(811,372,396)"
75,비지배지분에 귀속되는 당기순이익(손실),167244,"(11,728,014)","(8,835,825)"
79,주당이익,,,
80,기본주당이익(손실) (단위 : 원),140,(120),(45)
