,tag,제 65 기,제 64 기,제 63 기
2,매출총이익,102784443840,114849834894,122068034690
5,영업이익(손실),2011566911,3103266867,"(4,518,301,498)"
6,기타이익,1201500438,922731529,2137616594
13,법인세비용차감전순이익(손실),"(50,687,578,072)",3135423144,"(5,054,944,057)"
15,계속영업이익(손실),"(51,942,100,004)",1851219946,"(5,760,915,970)"
16,중단영업이익(손실),"(346,613,961)","(4,284,331,763)",
17,당기순이익(손실),"(52,288,713,965)","(2,433,111,817)","(5,760,915,970)"
20,해외사업환산이익,127449723,225639059,"(85,524,957)"
27,당기순이익(손실)의 귀속,,,
33,주당이익,,,
34,계속영업기본주당이익(손실) (단위 : 원),"(3,168)",143,(907)
35,중단영업기본주당이익(손실) (단위 : 원),(21),(332),
36,계속영업희석주당이익(손실) (단위 : 원),"(3,168)",143,
37,중단영업희석주당이익(손실) (단위 : 원),(21),(332),
