,tag,제 47 기,제 46 기,제 45 기
8,매출총이익,235056156517,210373647089,190639143750
38,영업이익(손실),80058893972,76083792164,71010122106
39,기타이익,8700902220,2686966066,1513831652
41,외화환산이익,245309982,272497901,485427438
43,유형자산처분이익,6775392440,12715947,14580214
44,정부보조금으로 인한 이익/보조금수익,0,41269000,0
47,잡이익,876511683,296762134,653097292
67,종속기업투자지분법이익,1816376,0,0
69,관계기업투자처분이익,490000,0,0
70,법인세비용차감전순이익(손실),82665734160,72248018564,70115958765
72,당기순이익(손실),60770801119,54430695891,53350633294
73,당기순이익(손실)의 귀속,,,
74,지배기업의 소유주에게 귀속되는 당기순이익(손실),60906037064,51388133814,50240943002
75,비지배지분에 귀속되는 당기순이익(손실),"(135,235,945)",3042562077,3109690292
87,주당이익,,,
88,기본주당이익(손실) (단위 : 원),697,584,561
89,희석주당이익(손실) (단위 : 원),695,582,561
