,tag,제 22 기,제 21 기,제 20 기
2,영업이익(손실),"(388,660,290,864)",121975391246,77706738825
5,기타이익,28504596656,8188385991,41860298596
7,관계기업투자이익,343120302,5526169528,4960661188
9,법인세비용차감전계속영업순이익(손실),"(862,249,588,023)","(228,568,236,081)","(210,480,637,841)"
11,당기순이익(손실),"(751,648,434,193)","(239,075,347,803)","(188,541,087,052)"
12,당기순이익(손실)의 귀속,,,
13,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(635,415,454,273)","(152,642,285,534)","(140,652,921,745)"
14,비지배지분에 귀속되는 당기순이익(손실),"(116,232,979,920)","(86,433,062,269)","(47,888,165,307)"
27,주당이익,,,
28,기본주당이익(손실) (단위 : 원),"(22,827)","(6,875)","(6,647)"
29,희석주당이익(손실) (단위 : 원),"(22,827)","(6,875)","(6,647)"
