,tag,제 66 기,제 65 기,제 64 기
2,Ⅲ.매출총이익,129406676,99087479,124368905
4,Ⅴ.영업이익,56644901,33222451,49460575
10,Ⅶ.법인세비용차감전순이익(손실),"(4,986,120)",6271257,"(1,389,835)"
12,Ⅸ.계속영업이익(손실),2991924,"(12,353,152)","(2,318,600)"
13,Ⅹ.중단영업이익(손실) (주33),"(308,026)","(274,577)","(3,554,591)"
14,XI.당기순이익(손실),2683898,"(12,627,729)","(5,873,191)"
19,3.기타포괄손익-공정가치 측정 금융자산 평가이익(손실),0,1183,0
23,XIV.당기순이익(손실)의 귀속,,,
30,(1)기본주당계속영업이익(손실) (단위 : 원) (주34),4,(14),(1)
31,(2)희석주당계속영업이익(손실) (단위 : 원) (주34),4,(14),(1)
32,(3)기본주당순이익(손실) (단위 : 원) (주34),3,(14),(3)
33,(4)희석주당순이익(손실) (단위 : 원) (주34),3,(14),(3)
