,tag,제 48 기,제 47 기,제 46 기
2,지분법이익,3104920598,3669896122,1144092416
8,영업이익(손실),"(47,920,726,519)",21512406420,13275985121
9,기타이익,20140191029,27553255270,23859703655
13,법인세비용차감전순이익(손실),"(68,612,767,719)",21405872223,22427635393
15,당기순이익(손실),"(78,918,168,769)",14327973321,18769761561
24,당기순이익(손실)의 귀속,,,
25,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(36,987,172,751)",8170592948,12810724235
26,비지배지분에 귀속되는 당기순이익(손실),"(41,930,996,018)",6157380373,5959037326
30,주당이익,,,
31,주당순이익(손실) (단위 : 원),"(1,672)",369,579
32,희석주당순이익(손실) (단위 : 원),"(1,672)",369,579
