,tag,제 33 기,제 32 기,제 31 기
2,매출총이익,5607920619,2161024822,3386485225
4,영업이익(손실),503726175,"(2,836,834,844)","(1,537,275,784)"
5,기타이익,182998491,301445808,127191845
9,관계기업투자이익,0,102629421,0
11,종속기업처분이익,0,0,0
13,법인세비용차감전순이익(손실),"(1,041,338,900)","(2,432,269,636)","(4,208,624,189)"
15,계속영업이익(손실),"(1,143,584,296)","(3,023,716,481)","(4,113,355,172)"
16,중단영업이익(손실),"(1,838,026,634)","(1,760,619,444)","(949,705,505)"
17,당기순이익(손실),"(2,981,610,930)","(4,784,335,925)","(5,063,060,677)"
18,당기순이익(손실)의 귀속,,,
19,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(2,245,056,036)","(4,581,470,785)","(4,825,666,377)"
20,비지배지분에 귀속되는 당기순이익(손실),"(736,554,894)","(202,865,140)","(237,394,300)"
32,주당이익,,,
33,기본주당이익(손실) (단위 : 원),,,
34,계속영업기본주당이익(손실) (단위 : 원),(20),(27),(43)
35,중단영업기본주당이익(손실) (단위 : 원),(23),(18),(8)
36,희석주당이익(손실) (단위 : 원),,,
37,계속영업희석주당이익(손실) (단위 : 원),(18),(27),(43)
38,중단영업희석주당이익(손실) (단위 : 원),(22),(18),(8)
