,tag,제 49 기,제 48 기,제 47 기
2,매출총이익,109145894991,172526005702,160992779023
4,영업이익(손실),"(1,965,767,675)",43215231647,32529880454
5,기타이익,37334744057,21616131551,24663222267
10,법인세비용차감전순이익(손실),"(11,031,104,123)",15812914447,16294960050
12,당기순이익(손실),"(12,389,206,913)",11233484475,10381488234
22,해외사업장환산이익(손실),"(3,195,685,396)",871233895,971278359
24,당기순이익(손실)의 귀속,,,
25,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(12,149,126,639)",11213671117,10095212780
26,비지배지분에 귀속되는 당기순이익(손실),"(240,080,274)",19813358,286275454
30,주당이익,,,
31,기본주당이익(손실) (단위 : 원),(264),241,213
32,희석주당이익(손실) (단위 : 원),(264),241,211
