,tag,제 48 기,제 47 기,제 46 기
2,매출총이익,509227883488,398990066883,436431370613
4,영업이익(손실),190788258583,139754996010,183218564026
6,지분법이익,5203874400,9386036325,63003149403
8,기타이익,243170904388,3092735453,4215070807
12,법인세비용차감전순이익(손실),207110964460,60432113222,165220732629
14,계속영업이익(손실),119857923337,56495491953,125368358633
15,중단영업이익(손실),"(46,237,056,549)",10896795084,15673355874
16,당기순이익(손실),73620866788,67392287037,141041714507
26,당기순이익(손실)의 귀속,,,
32,주당이익,,,
33,기본주당이익(손실) (단위 : 원),1048,1686,3404
34,계속영업기본주당이익(손실) (단위 : 원),2399,1586,3268
35,중단영업기본주당이익(손실) (단위 : 원),"(1,351)",100,136
36,희석주당이익(손실) (단위 : 원),1048,1686,3404
37,계속영업희석주당이익(손실) (단위 : 원),2397,1586,3268
38,중단영업희석주당이익(손실) (단위 : 원),"(1,349)",100,136
