,tag,제 51 기,제 50 기,제 49 기
2,매출총이익,32626126147,35254609816,33859468935
4,영업이익(손실),"(1,005,143,899)",4871558708,5325278314
10,법인세비용차감전순이익(손실),9446376122,"(24,573,501,621)","(7,565,834,091)"
12,당기순이익(손실),9096422858,"(24,195,256,664)","(8,105,264,355)"
13,당기순이익의 귀속,,,
14,지배기업소유주지분 순이익(손실),9306361420,"(24,195,256,664)","(8,325,400,667)"
15,비지배지분 순이익(손실),"(209,938,562)",,220136312
23,당기총포괄이익(손실),9120320205,"(24,036,189,799)","(8,720,326,857)"
24,총 포괄이익의 귀속,,,
25,지배기업소유주지분 총포괄이익(손실),9330258767,"(24,036,189,799)","(8,940,463,169)"
26,비지배지분 총포괄이익(손실),"(209,938,562)",,220136312
28,기본 및 희석주당이익(손실) (단위 : 원),95,(266),(94)
