,tag,제 11 기,제 10 기,제 9 기
8,매출총이익,30169347565,33593081725.0,27956563458
35,영업이익(손실),6791254015,6452868937.0,742002530
38,장기금융상품평가이익,6146867,0.0,0
39,당기손익공정가치측정금융자산처분이익,2482777,0.0,0
40,당기손익공정가치측정금융자산평가이익,0,8272481.0,0
41,파생상품평가이익(금융수익),0,0.0,6629775
46,기타이익,5552170698,11360622665.0,15864488390
49,외화환산이익,78575421,657866466.0,903455147
51,유형자산처분이익,299565763,102718907.0,28903071
52,무형자산처분이익,0,78777778.0,0
53,잡이익,2263476679,2523496186.0,2393977452
54,APDP(MIDP)이익,794227022,1802937472.0,1638151785
63,법인세비용차감전순이익(손실),7877532803,11447511038.0,7738599657
65,당기순이익,4261579741,7568879089.0,3726141440
66,당기순이익(손실)의 귀속,,,
67,지배기업의 소유주에게 귀속되는 당기순이익(손실),2679806537,6834734644.0,4167322509
69,주당이익,,,
70,기본주당이익(손실) (단위 : 원),172,438.0,267
71,계속영업기본주당이익(손실) (단위 : 원),172,438.0,267
72,희석주당이익(손실) (단위 : 원),172,438.0,267
73,계속영업희석주당이익(손실) (단위 : 원),172,438.0,267
