,tag,제 43 기,제 42 기,제 41 기
2,매출총이익,34821281294,26660160785,19271154359
4,영업이익(손실),15781923138,7829102971,1228204267
5,금융이익,431597111,422061391,2436293013
10,법인세비용차감전순이익(손실),5062468165,"(5,455,051,940)","(9,905,435,239)"
12,당기순이익(손실),3802822627,"(7,552,042,785)","(12,033,428,348)"
18,당기순이익(손실)의 귀속,,,
19,지배기업의 소유주에게 귀속되는 당기순이익(손실),6825562286,"(525,103,507)","(595,827,105)"
20,비지배지분에 귀속되는 당기순이익(손실),"(3,022,739,659)","(7,026,939,278)","(11,437,601,243)"
24,주당이익,,,
25,기본주당이익(손실) (단위 : 원),1049,(79),(87)
26,희석주당이익(손실) (단위 : 원),1049,(79),(87)
