,tag,제 29 기,제 28 기,제 27 기
2,매출총이익,25680305526,32003304244,29006196919
4,영업이익(손실),"(2,160,878,810)",3080909387,1232092002
7,기타이익,1582972890,923925409,649676710
9,법인세비용차감전순이익(손실),"(1,810,788,682)",2273489797,"(44,010,968)"
11,당기순이익(손실),"(1,743,013,759)",2120412769,"(124,421,653)"
12,당기순이익(손실)의 귀속,,,
13,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(1,664,859,196)",2166000197,"(152,723,431)"
14,비지배지분에 귀속되는 당기순이익(손실),"(78,154,563)","(45,587,428)",28301778
27,주당이익,,,
28,기본주당이익(손실) (단위 : 원),(54),70,(5)
29,희석주당이익(손실) (단위 : 원),(54),70,(5)
