,tag,제 91 기,제 90 기,제 89 기
2,Ⅲ.매출총이익,32397207251,19833250317,16563084223
4,Ⅴ.영업이익(손실),8033442422,"(2,951,399,189)","(6,886,004,255)"
9,Ⅹ.법인세비용차감전순이익(손실),7478494657,"(4,072,392,800)","(7,218,599,564)"
11,XⅡ.계속영업이익(손실),7466828826,"(5,912,296,590)","(5,951,250,098)"
12,XⅢ.중단영업이익(손실),"(2,402,689,746)","(4,962,769,448)","(1,982,454,075)"
13,XIV.당기순이익(손실),5064139080,"(10,875,066,038)","(7,933,704,173)"
14,당기순이익(손실)의 귀속,,,
15,1.지배기업의 소유주에게 귀속되는 당기순이익(손실),5072700312,"(10,868,848,171)","(7,913,684,139)"
16,계속영업이익(손실),7475390058,"(5,906,078,723)","(5,931,230,064)"
17,중단영업이익(손실),"(2,402,689,746)","(4,962,769,448)","(1,982,454,075)"
18,2.비지배지분에 귀속되는 당기순이익(손실),"(8,561,232)","(6,217,867)","(20,020,034)"
19,계속영업이익(손실),"(8,561,232)","(6,217,867)","(20,020,034)"
20,중단영업이익(손실),0,0,0
25,다.자산재평가이익,0,46924700102,0
26,2.후속적으로 당기순이익으로 재분류될 수 있는 항목,"(144,676,905)",91503266,68523756
32,XVII.주당이익,,,
33,1.기본(희석)주당순이익(손실) (단위 : 원),78,(166),(119)
34,계속영업기본주당이익(손실) (단위 : 원),115,(90),(89)
35,중단영업기본주당이익(손실) (단위 : 원),(37),(76),(30)
