,tag,제 19 기,제 18 기,제 17 기
2,매출총이익,18338583753,10700274944,1271565499
4,영업이익(손실),"(1,736,272,289)",1484789114,"(3,446,475,328)"
10,지분법이익,35171311,54528405,20759971
12,법인세비용차감전순이익(손실),"(21,818,719,885)",1767193653,"(6,706,484,473)"
14,당기순이익(손실),"(22,444,302,318)",465758861,"(6,706,484,473)"
16,지배기업소유주지분순이익(손실),"(21,597,393,109)",465758861,"(6,702,632,353)"
17,비지배지분순이익(손실),"(846,909,209)",,"(3,852,120)"
25,당기총포괄이익(손실),"(24,821,854,385)","(2,649,616,784)","(10,770,952,483)"
29,주당이익(손실),,,
30,기본및희석주당이익(손실) (단위 : 원),(38),1,(36)
