,tag,제 15 기,제 14 기,제 13 기
2,Ⅲ. 매출총이익,25810127322,22739417602,32090643582
4,Ⅳ.영업이익(손실),"(2,337,589,190)","(6,954,032,912)",3340120211
5,기타이익,15841433409,20452172687,14919605826
9,Ⅴ.법인세비용차감전순이익(손실),"(44,630,422,915)","(19,726,091,295)",1752672545
11,Ⅶ. 당기순이익(손실),"(44,855,951,090)","(19,726,091,295)",1752672545
12,당기순이익(손실)의 귀속,,,
13,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(45,282,067,509)","(19,210,809,868)",1465179998
14,비지배지분에 귀속되는 당기순이익(손실),426116419,"(515,281,427)",287492547
18,기타포괄손익-공정가치측정 금융자산 평가이익,20053225,27795529,33761143
26,Ⅹ.주당이익,,,
27,기본주당이익(손실) (단위 : 원),(388),(167),13
28,희석주당이익(손실) (단위 : 원),(388),(167),13
