,tag,제 14 기,제 13 기,제 12 기
2,매출총이익,307277955752,286679385142,307723730867
6,영업이익 (주6),37328838793,6014833499,32921709716
8,지분법투자이익 (주13),1266621375,545692503,228102560
12,외화환산이익 (주5),2280489377,2988961231,4325524373
13,파생상품평가이익 (주35),124113600,,4496281652
14,파생상품거래이익,186083000,,0
15,전환우선주평가이익,,3153818750,
16,사채상환이익,,8467848,
17,매출채권매각이익,574592943,,
18,금융보증이익,428454849,,
19,비지배지분부채평가이익,79295693,,
37,법인세비용차감전순이익(손실),23597901289,"(22,753,565,913)",112871302
39,당기순이익(손실),3385179568,"(27,869,131,523)",36125062666
40,지배기업지분순이익(손실),9063718968,"(28,676,413,272)",22854880346
41,비지배지분순이익(손실),"(5,678,539,400)",807281749,13270182320
51,지배기업지분포괄이익(손실),4516155315,"(31,009,048,170)",17272292839
52,비지배지분포괄이익(손실),"(364,617,047)","(320,718,827)",10359249434
53,지배기업소유주지분주당이익(손실) (단위 : 원) (주32),,,
54,기본및희석계속영업주당순이익(손실) (단위 : 원),136,(433),(318)
