,tag,제 78 기,제 77 기,제 76 기
6,영업이익(손실),"(9,214,716,010)","(23,796,280,588)","(674,507,194)"
11,법인세비용차감전순이익(손실),"(28,407,851,992)","(43,154,484,498)","(2,943,884,355)"
13,계속영업이익(손실),"(31,271,398,454)","(37,209,745,392)","(3,831,882,574)"
14,당기순이익,"(31,271,398,454)","(37,209,745,392)","(3,831,882,574)"
21,관계기업 기타포괄이익에 대한 지분,,1221674032,"(165,603,551)"
23,당기순이익(손실)의 귀속,,,
24,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(19,185,370,393)","(22,459,311,951)","(3,719,365,094)"
25,비지배지분에 귀속되는 당기순이익(손실),"(12,086,028,061)","(14,750,433,441)","(112,517,480)"
29,주당이익,,,
30,기본및희석주당순이익 (단위 : 원),"(1,699)","(1,984)",(363)
