,tag,제 34 기,제 33 기,제 32 기
2,매출총이익,17273807694,8602512743,4990365688
4,영업이익(손실),4586128252,702896894,266947738
9,법인세비용차감전순이익(손실),141879615,2272204328,388092541
11,계속영업이익(손실),72730259,2273233726,236391113
12,중단영업이익(손실),,,"(85,404,545)"
13,당기순이익(손실),72730259,2273233726,150986568
22,당기순이익(손실)의 귀속,,,
23,지배기업의 소유주에게 귀속되는 당기순이익(손실),53154794,2693115706,150986568
24,비지배지분에 귀속되는 당기순이익(손실),19575465,"(419,881,980)",0
28,주당이익,,,
29,기본주당이익(손실) (단위 : 원),3,139,10
30,계속영업기본주당이익(손실) (단위 : 원),3,139,15
31,중단영업기본주당이익(손실) (단위 : 원),,,(5)
32,희석주당이익(손실) (단위 : 원),3,139,10
33,계속영업희석주당이익(손실) (단위 : 원),3,139,15
34,중단영업희석주당이익(손실) (단위 : 원),,,(5)
