,tag,제 69 기,제 68 기,제 67 기
2,Ⅲ.매출총이익,42394707090,40818101265,37865903734
7,"Ⅷ.관계기업 등에 대한 지분법이익 (주17,38)",15583394752,21018103395,12960697703
10,XI.법인세비용차감전순이익,20697811437,22363885503,40370713614
12,XⅢ.당기순이익,25067503622,17412513511,38842325064
13,XIV.당기순이익의 귀속,,,
14,(1)지배주주지분당기순이익,23286776627,14622795988,38624932531
15,(2)비지배주주지분당기순이익,1780726995,2789717523,217392533
25,XVII.당기총포괄이익의 귀속,,,
26,(1)지배주주지분총포괄이익,22794236892,12827613127,37204467267
27,(2)비지배주주지분총포괄이익,1774882712,2384716004,158501112
29,(1)기본(희석)주당순이익 (단위 : 원) (주32),3583,2250,5942
