,tag,제 57 기,제 56 기,제 55 기
2,매출총이익,18061161471,18895801366,19062877293
4,영업이익(손실),"(2,456,096,759)",461284793,976778178
5,기타이익,415305009,376893532,657958750
9,지분법이익(손실),"(348,618,577)",53082716,238250753
10,법인세비용차감전순이익(손실),"(10,447,240,704)","(1,533,984,033)","(2,828,546,086)"
12,당기순이익(손실),"(16,173,811,578)","(2,196,176,695)","(3,576,374,550)"
13,당기순이익(손실)의 귀속,,,
14,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(16,002,441,180)","(2,135,356,894)","(3,506,408,057)"
15,비지배지분에 귀속되는 당기순이익(손실),"(171,370,398)","(60,819,801)","(69,966,493)"
16,주당이익,,,
17,기본주당이익(손실) (단위 : 원),(526),(74),(128)
18,계속영업기본주당이익(손실) (단위 : 원),,,
19,중단영업기본주당이익(손실) (단위 : 원),,,
