종목코드,최고가,최저가,수익률(1달),수익률(3달),수익률(6달),수익률(1년),발행주식수,시가총액,업종명,액면가,자본금
133750,"3,160","1,910",+20.87,+20.63,-8.81,-18.35,"23,407,077",557,일반 교습 학원,500,11703538500
235980,"24,871","7,360",-13.40,-38.81,-61.59,-63.26,"21,080,695","2,491",자연과학 및 공학 연구개발업,500,10540347500
200580,"14,700","10,320",-9.43,-11.69,-19.90,-25.76,"3,726,079",408,의료용 기기 제조업,500,1863039500
233250,"32,800","13,500",-10.00,-20.45,-41.05,-52.96,"1,746,534",236,의료용품 및 기타 의약 관련제품 제조업,500,1083767000
236340,"6,980","4,200",-6.80,+11.37,-23.08,-19.73,"3,014,647",145,자연과학 및 공학 연구개발업,500,1507323500
138040,"58,600","21,550",-9.96,+2.58,+13.47,+124.38,"208,217,858","103,484",기타 금융업,500,113093927000
408920,"4,555","2,170",+6.01,-11.09,+7.74,+12.55,"43,232,455","1,144",기타 사업지원 서비스업,100,4323245500
140410,"53,300","12,450",-3.85,+2.70,+84.76,+211.28,"29,587,389","11,835",자연과학 및 공학 연구개발업,500,14793694500
241770,"13,470","8,770",-12.91,-27.52,-22.39,-16.48,"10,192,640",894,반도체 제조업,500,5346320000
434480,"16,140","6,390",-35.05,+4.06,-,-,"12,100,250",806,소프트웨어 개발 및 공급업,100,1208350000
417970,"28,900","13,580",-14.28,-16.32,-33.10,-32.61,"6,396,700",899,특수 목적용 기계 제조업,500,3198350000
204210,"5,000","3,130",+1.73,+23.95,+20.31,+7.29,"7,826,815",369,부동산 임대 및 공급업,5000,39134075000
101330,"4,995","2,765",-9.09,-9.23,-24.72,+8.30,"23,147,029",694,통신 및 방송 장비 제조업,500,11979094000
363260,"1,339",565,-16.91,-31.18,-32.66,-37.22,"160,818,847",909,광고업,100,16081884700
348030,"13,760","7,190",-7.48,-15.39,-29.47,-42.92,"9,603,800",713,소프트웨어 개발 및 공급업,100,960380000
250060,"7,000","1,630",-4.25,+164.83,+120.90,+206.51,"32,171,314","1,666","컴퓨터 프로그래밍, 시스템 통합 및 관리업",100,3217131400
288980,"5,570","2,030",-28.45,+4.84,-30.74,+36.07,"33,681,812",839,소프트웨어 개발 및 공급업,500,16840906000
333050,"2,190","1,253",-11.65,-11.96,-12.08,-20.62,"23,551,534",300,소프트웨어 개발 및 공급업,100,2355153400
118990,"22,500","13,550",-14.01,-17.17,-26.47,-7.86,"24,495,500","3,532",자동차 신품 부품 제조업,500,12269961500
322970,"4,600","2,455",-3.56,-7.87,-20.52,-36.50,"10,009,582",258,자연과학 및 공학 연구개발업,500,5004791000
279600,"16,370","10,300",-4.93,+2.08,-1.09,+4.16,"4,684,781",551,소프트웨어 개발 및 공급업,500,2342390500
254490,"35,000","15,050",-13.14,-26.47,-19.45,-,"14,438,000","2,558",기타 전문 도매업,100,1443800000
218150,"8,250","3,705",+12.07,-14.43,-24.77,+3.47,"20,415,802","1,004",동물용 사료 및 조제식품 제조업,100,2041580200
396690,"3,966","2,565",-14.12,-16.59,-25.17,-28.54,"29,060,000","1,374",부동산 임대 및 공급업,1000,29060000000
442900,"9,680","9,310",-0.96,-1.38,-1.59,-,"7,680,000",715,금융 지원 서비스업,500,3840000000
357250,"3,880","3,000",-4.15,-1.96,-15.25,-5.36,"20,100,000",603,부동산 임대 및 공급업,1000,20100000000
100790,"6,310","4,100",-8.72,-6.89,-17.23,+0.57,"54,167,350","2,381",기타 금융업,1000,54667350000
412930,"2,200","1,990",-0.96,-2.36,-1.20,+1.72,"6,176,000",128,금융 지원 서비스업,100,617600000
446190,"2,800","2,030",-0.72,-2.37,+0.00,-,"4,950,000",102,금융 지원 서비스업,100,495000000
448830,"2,180","2,005",-1.21,-2.63,-1.69,-,"4,920,000",100,금융 지원 서비스업,100,492000000
208890,"1,400","1,020",-6.94,+0.00,-7.14,+0.39,"4,005,520",52,교육지원 서비스업,1000,4005520000
207760,"4,790","1,347",-14.80,-23.30,-40.08,+13.68,"74,774,372","1,145",기타 정보 서비스업,100,7477437200
268280,"168,500","128,100",+0.00,+0.14,+2.00,-15.25,"5,000,000","7,140",기초 화학물질 제조업,500,2633945500
107590,"116,000","82,900",-6.49,-13.28,-16.90,-27.93,"2,320,000","1,940",기타 금융업,500,1315887000
134380,"74,700","59,200",+3.43,-2.50,+3.27,+10.13,"2,199,268","1,458",기타 화학제품 제조업,1000,2404080000
351020,"5,700","5,700",-,-,-,-,"2,075,000",118,봉제의복 제조업,100,250000000
214610,"7,551","2,744",-15.88,-0.63,-40.81,-26.68,"18,308,101","1,356",의료용 기기 제조업,500,9154050500
201490,"4,915","2,575",-1.10,-8.32,-27.32,-40.40,"31,257,770",844,소프트웨어 개발 및 공급업,500,15628885000
418470,"41,600","18,910",-53.37,-,-,-,"8,388,289","1,573","서적, 잡지 및 기타 인쇄물 출판업",500,4055194500
155900,"3,280","2,865",+4.51,+9.06,+6.83,-4.72,"15,200,004",476,운송장비 임대업,5000,76000020000
206640,"20,800","9,750",-10.30,+16.80,+41.70,+62.25,"23,486,560","3,887",의료용품 및 기타 의약 관련제품 제조업,1000,23486560000
354390,"8,010","5,400",+5.71,+11.45,+18.40,+19.94,"7,018,247",519,의약품 제조업,2500,17545617500
301300,"19,287","5,890",-23.82,-23.72,-47.11,-34.02,"12,325,294",733,소프트웨어 개발 및 공급업,500,6162647000
377740,"10,650","3,905",-18.61,-30.95,-37.36,-,"102,056,048","3,995",의료용품 및 기타 의약 관련제품 제조업,500,51028024000
314930,"74,200","17,950",-22.31,-3.19,+39.26,+161.84,"6,182,695","2,906",의료용 기기 제조업,500,3091347500
208710,"1,535",865,-7.97,-7.48,-5.49,-22.30,"47,340,925",416,전자부품 제조업,100,4734092500
251120,"19,600","11,570",-13.96,-14.96,-28.18,-29.61,"8,695,700","1,013",기초 의약물질 및 생물학적 제제 제조업,500,4347850000
199730,"29,950","11,360",-17.38,-22.25,-48.13,-,"4,796,867",545,자연과학 및 공학 연구개발업,500,2398433500
266470,"1,595",305,+0.00,-11.83,-28.70,-72.76,"14,106,847",58,자연과학 및 공학 연구개발업,500,7053423500
289170,"6,710","2,900",-,-,-,-,"3,511,509",102,기타 식품 제조업,500,1755754500
199290,"1,661",951,+3.33,+7.31,-7.00,+32.86,"16,007,732",223,의료용 기기 제조업,500,8003866000
222160,"8,960","4,290",+16.08,-11.64,+30.68,+35.62,"8,245,366",488,특수 목적용 기계 제조업,500,4200836500
308080,"8,440","4,730",-13.21,-18.45,-30.85,-40.73,"19,083,660",903,자연과학 및 공학 연구개발업,500,9541830000
323990,"65,602","24,050",-11.96,-27.57,-39.50,-29.93,"15,223,000","4,656",자연과학 및 공학 연구개발업,500,7611500000
267790,"9,190","5,220",+7.46,+0.56,+2.13,+37.40,"7,888,500",568,봉제의복 제조업,500,3944250000
331520,"1,825",870,-10.26,-27.94,-18.04,-51.17,"50,864,390",467,소프트웨어 개발 및 공급업,100,5086439000
438700,"14,320","7,570",-27.35,-30.36,-,-,"10,995,440",832,소프트웨어 개발 및 공급업,500,5497720000
382900,"31,150","18,300",-5.98,-21.19,-35.56,-33.48,"8,761,000","1,626","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",500,4380500000
206400,"5,640","2,310",-16.60,+9.82,-19.48,+19.18,"30,099,288","1,263",실내건축 및 건축마무리 공사업,500,15049644000
322190,450,75,-1.40,-8.44,+4.44,-67.95,"8,925,197",13,자동차 차체 및 트레일러 제조업,100,892519700
177350,"7,369","1,618",-11.40,-56.86,-56.91,-61.70,"13,370,919",456,특수 목적용 기계 제조업,500,6685459500
299910,"3,165","3,165",+0.00,+0.00,+0.00,+0.00,"4,719,719",260,소프트웨어 개발 및 공급업,500,4103458000
424760,"3,690","1,751",-23.54,-23.20,-37.80,-26.19,"19,420,002",340,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",100,1942000200
225530,"7,140","5,010",-8.50,-9.96,-26.56,-15.67,"36,338,727","1,839",기타 비금속 광물제품 제조업,500,18169363500
250000,"21,400","10,070",-9.28,-19.30,+0.28,-0.84,"6,750,733",720,음·식료품 및 담배 도매업,500,3375366500
310210,"74,434","16,996",-38.58,-28.46,-23.72,+97.27,"17,152,203","5,626",기초 의약물질 및 생물학적 제제 제조업,500,8576101500
226340,"2,780","1,330",-2.89,+14.32,+68.21,+73.16,"35,210,816",829,기타 화학제품 제조업,100,3521081600
206950,"4,340","2,105",+0.00,+0.00,+0.00,-58.14,"14,077,265",301,운동 및 경기용구 제조업,500,7038632500
338220,"65,500","5,820",-28.94,-23.97,+62.28,+375.99,"11,447,156","3,177",소프트웨어 개발 및 공급업,100,1144715600
100120,"37,000","28,550",-5.96,-8.46,-13.48,-16.81,"10,001,865","2,921",의료용 기기 제조업,500,5000932500
406820,"32,600","17,200",-23.95,-22.42,-,-,"3,534,040",613,기타 화학제품 제조업,500,1767020000
337930,"6,780","4,130",-8.41,-9.87,-10.82,-9.58,"29,266,589","1,242",기타 정보 서비스업,500,14786208000
288330,"12,750","3,560",-15.05,-19.02,-57.57,-61.36,"21,623,436",805,기초 의약물질 및 생물학적 제제 제조업,500,10811718000
365900,"8,590","3,895",-7.29,-15.54,-33.56,-39.57,"7,310,300",288,운동 및 경기용구 제조업,500,3655150000
251630,"16,950","6,090",-30.56,-29.95,-9.40,+27.80,"15,942,886","1,275",특수 목적용 기계 제조업,500,7971443000
191600,"19,950","9,950",+2.61,+7.57,-13.74,-15.41,"2,850,000",336,전자부품 제조업,500,1425000000
369370,"2,835","1,411",+0.48,+39.28,+1.71,+2.21,"42,492,942",886,"인형,장난감 및 오락용품 제조업",100,4249294200
126340,"82,300","39,300",-19.72,-34.88,-42.11,-4.08,"5,803,397","2,362",일차전지 및 축전지 제조업,500,2901698500
121800,"4,605","3,005",+0.00,+0.00,+0.00,-16.58,"77,201,611","2,563",통신 및 방송 장비 제조업,500,38600805500
148140,640,640,+0.00,+0.00,+0.00,+0.00,"19,645,081",277,일반 목적용 기계 제조업,500,21604333500
318410,"11,210","8,200",-12.11,-17.59,-9.99,-9.99,"5,555,243",456,그외 기타 제품 제조업,500,2777621500
100220,"6,820","4,020",-3.28,-5.28,-26.99,-32.27,"12,996,741",536,"서적, 잡지 및 기타 인쇄물 출판업",500,6498370500
419540,"3,370","2,005",-13.25,-13.80,-12.31,-32.33,"22,992,511",467,의료용 기기 제조업,100,2299251100
146320,"23,300","13,900",+4.67,-6.81,+12.66,+12.05,"12,760,303","2,373",반도체 제조업,500,6380151500
200780,"9,600","5,860",-5.74,+6.48,-4.44,-7.69,"8,892,384",555,의약품 제조업,200,1778476800
141000,"11,180","7,750",-8.45,-22.23,-22.39,-6.47,"12,114,710",945,특수 목적용 기계 제조업,500,6057355000
445360,"2,145","1,975",+0.49,-0.97,-1.21,-,"4,310,000",88,금융 지원 서비스업,100,431000000
142760,"5,050","1,564",-24.41,-39.36,-62.56,-61.30,"32,275,041",520,자연과학 및 공학 연구개발업,500,16137520500
335890,"8,660","2,050",-5.62,-5.76,+26.69,+220.29,"58,333,152","3,821",의료용 기기 제조업,100,5833315200
138580,"15,100","6,740",+6.43,+37.04,+18.38,+76.52,"22,556,163","3,138",소프트웨어 개발 및 공급업,500,11278081500
307870,"4,695","1,832",+0.00,-39.22,+12.20,+7.63,"33,686,500",712,소프트웨어 개발 및 공급업,100,3368650000
357880,"15,010","5,460",-12.78,-21.33,-34.69,-19.47,"10,443,956",570,소프트웨어 개발 및 공급업,500,5221978000
148780,"2,030",831,-14.00,-10.88,-21.82,-8.02,"31,445,725",270,소프트웨어 개발 및 공급업,500,15722862500
238200,"10,650","4,975",-19.17,-13.06,-36.03,-20.31,"8,180,000",414,기타 식품 제조업,500,4090000000
210120,"28,670","7,132",-23.95,-44.73,-0.31,+2.40,"3,144,610",405,"영화, 비디오물, 방송프로그램 제작 및 배급업",500,1572305000
266170,984,557,+4.01,-6.14,-0.13,+10.65,"5,823,036",45,"영화, 비디오물, 방송프로그램 제작 및 배급업",500,2911518000
143240,"32,950","18,330",-7.73,+3.02,-11.90,-39.53,"11,674,263","2,273","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",500,5837131500
419120,"19,500","6,970",-17.22,-25.00,-46.33,-66.33,"7,751,826",544,소프트웨어 개발 및 공급업,500,3875913000
122350,"4,455","2,005",-14.11,-16.05,-35.24,-40.00,"38,339,428",782,자동차 신품 부품 제조업,100,3833942800
419050,"6,716","2,640",-24.57,-34.24,-45.40,-,"57,196,240","1,510",자동차 신품 부품 제조업,100,5719624000
448730,"5,480","4,855",+0.20,-0.59,-5.09,-,"77,300,000","3,888",부동산 임대 및 공급업,500,38650000000
380320,"4,245","2,215",-4.11,-14.48,-27.61,-35.80,"4,810,000",107,금융 지원 서비스업,100,481000000
207940,"907,000","680,000",+6.17,-8.60,-7.07,-17.18,"71,174,000","514,588",기초 의약물질 및 생물학적 제제 제조업,2500,177935000000
377630,"6,240","2,540",-9.22,-22.56,-32.40,-55.67,"4,020,000",107,금융 지원 서비스업,100,402000000
425290,"4,060","2,255",-2.76,-14.55,-24.17,-34.94,"5,520,000",126,금융 지원 서비스업,100,552000000
439250,"13,500","9,630",-0.92,-1.02,-0.72,-31.25,"3,502,000",338,금융 지원 서비스업,500,1751000000
448740,"9,980","9,490",-1.56,-2.27,-2.87,-,"4,664,000",443,금융 지원 서비스업,500,2332000000
145990,"53,300","36,500",-7.27,+3.63,+1.47,+12.33,"10,313,449","4,362",기타 식품 제조업,5000,53417595000
225190,"11,140","9,400",-3.43,+0.00,-11.15,-10.23,"10,149,688",970,사진장비 및 광학기기 제조업,500,5074844000
272550,"19,190","15,260",-3.42,-5.21,-12.79,-5.16,"15,788,671","2,411",플라스틱제품 제조업,5000,78943355000
361670,"8,660","4,455",-23.12,-26.51,-41.46,-44.01,"5,667,658",254,전자부품 제조업,500,2833829000
101000,"2,659","1,419",+3.47,+23.52,-8.15,-16.84,"18,779,448",392,특수 목적용 기계 제조업,500,9389724000
415580,"2,365","1,960",-6.76,-6.33,-2.59,+3.24,"5,310,000",110,금융 지원 서비스업,100,531000000
452670,"1,983","1,951",-0.05,-,-,-,"5,220,000",102,금융 지원 서비스업,100,522000000
263810,"7,620","2,985",-13.67,-25.95,-18.13,+7.06,"14,244,718",486,전자부품 제조업,500,7122359000
107600,"136,500","56,300",-21.14,-35.93,-39.10,-49.82,"4,861,545","2,757",기타 화학제품 제조업,500,2721172500
411080,"24,900","6,850",-21.44,-24.56,-51.45,-,"15,095,238","1,034",소프트웨어 개발 및 공급업,100,1509523800
252990,"7,590","3,830",-11.88,-19.04,-2.55,+17.57,"50,153,846","2,400",전자부품 제조업,500,25076923000
248170,"42,300","26,000",-11.22,-4.22,-10.62,-15.26,"4,568,286","1,192",기타 식품 제조업,500,2284143000
378800,"8,650","3,500",-17.35,-9.33,-35.94,-53.27,"23,071,031",841,기초 의약물질 및 생물학적 제제 제조업,500,11535515500
294630,"12,610","1,970",-5.62,+27.63,+43.11,+94.87,"23,538,459","1,027",기타 전기장비 제조업,500,11769229500
100660,"7,790","4,530",-10.47,-7.17,-19.40,-23.61,"12,600,000",571,일반 목적용 기계 제조업,500,6300000000
200880,"27,600","7,050",-12.79,-37.77,-3.07,+108.17,"27,028,437","3,927",자동차 신품 부품 제조업,500,13514218500
189860,"7,240","4,215",-12.82,-11.82,-31.91,-29.40,"9,698,780",409,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",500,4849390000
178320,"21,000","14,250",+6.13,+0.24,+3.55,+11.61,"37,580,642","6,250",통신 및 방송 장비 제조업,500,18790321000
122690,"4,580","2,620",+3.73,-9.09,-17.95,+9.40,"21,228,131",679,자동차 신품 부품 제조업,500,10614065500
140070,"4,780","2,520",-7.59,-21.45,-22.37,+15.25,"36,988,000","1,104",기계장비 및 관련 물품 도매업,100,3698800000
357550,"73,100","22,200",-23.11,-12.78,-1.99,+110.59,"5,455,000","2,550",기초 화학물질 제조업,500,2727500000
171090,"40,800","12,950",-13.43,-26.02,-48.06,+34.57,"9,376,766","1,741",특수 목적용 기계 제조업,500,4688383000
136490,"10,150","7,110",-3.43,-4.19,-12.46,-7.12,"23,779,604","1,738",동물용 사료 및 조제식품 제조업,500,11889802000
365340,"183,000","95,200",-12.25,-27.71,-29.73,-20.24,"12,016,200","11,788",기초 화학물질 제조업,500,6008100000
148150,"20,100","11,550",-2.46,-26.34,-21.45,+8.29,"11,784,281","1,493",전자부품 제조업,500,5892140500
340440,"3,155","1,682",-11.61,-20.51,-39.08,-29.32,"28,378,364",488,플라스틱제품 제조업,100,2837836400
396300,"8,230","3,675",-13.73,-23.12,-43.11,-29.60,"26,489,500",973,기타 금속 가공제품 제조업,100,2648950000
306200,"161,300","120,500",-11.71,-19.19,-13.65,-17.22,"2,836,300","3,463",1차 철강 제조업,5000,14181500000
100700,"3,145","2,490",-5.14,-1.39,-8.62,-9.12,"43,800,000","1,091",의료용품 및 기타 의약 관련제품 제조업,100,4380000000
258830,"4,230","1,085",-5.23,-15.05,-68.72,-69.53,"55,365,742",622,의료용 기기 제조업,100,5536574200
222810,"4,280","1,015",-18.98,-23.76,-43.67,+48.92,"75,243,724","1,548",1차 철강 제조업,500,37621862000
252500,"1,490",899,+1.20,+6.64,-5.86,-5.42,"41,486,390",420,기타 화학제품 제조업,100,4148639000
321370,"6,830","3,685",-27.21,-16.93,-,-,"26,130,380",968,절연선 및 케이블 제조업,500,13065190000
347000,"5,680","2,810",-12.29,-1.53,-28.42,-0.84,"33,004,976",954,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",500,16899988000
331920,"6,910","2,980",-32.15,-27.08,-35.84,-52.84,"8,164,148",251,기초 의약물질 및 생물학적 제제 제조업,500,4082074000
299660,"15,287","3,290",-26.97,-43.76,-58.52,-76.59,"13,602,977",448,자연과학 및 공학 연구개발업,500,6801488500
268600,"15,050","6,680",+0.00,+0.00,+0.00,-44.10,"36,667,845","2,449",자연과학 및 공학 연구개발업,500,18333922500
108860,"34,013","5,015",-24.11,-17.49,-14.79,+202.20,"26,914,790","4,228",소프트웨어 개발 및 공급업,500,13457395000
208370,"12,870","1,852",-36.53,+16.48,+4.44,+260.19,"25,680,564","1,834",의료용 기기 제조업,500,12840282000
318160,"10,100","3,450",-14.66,-22.31,-57.27,-,"9,260,901",321,기타 섬유제품 제조업,500,4630450500
258250,"5,680","2,750",-3.65,-30.42,-42.02,-47.37,"4,495,003",131,소프트웨어 개발 및 공급업,500,2247501500
290690,"34,000","6,070",-18.35,-18.44,+107.34,+103.89,"9,766,050","1,434",전구 및 조명장치 제조업,100,976605000
950200,"9,090","4,810",-12.50,-14.63,-34.49,-37.18,"19,226,053",942,"그외 기타 전문, 과학 및 기술 서비스업",0,0
258790,"2,355","1,400",-5.94,-4.82,-15.98,-3.61,"24,991,284",360,소프트웨어 개발 및 공급업,100,2499128400
336370,"52,200","21,950",-21.61,-35.18,-44.06,-34.43,"35,111,195","8,612",전자부품 제조업,100,4545576400
248070,"32,100","16,650",-3.73,+7.82,+30.91,+73.39,"50,005,551","14,827",전자부품 제조업,500,25002775500
357780,"280,500","202,000",+4.36,-11.13,+9.61,+15.70,"7,778,566","18,630",기타 화학제품 제조업,500,3889283000
304100,"47,150","6,530",-26.76,-28.89,-12.05,+216.11,"11,250,419","2,340",소프트웨어 개발 및 공급업,500,5625209500
328380,"2,130","1,044",+7.32,+9.53,+43.39,-3.14,"34,262,778",528,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",100,3426277800
126720,"26,650","18,720",-6.87,-4.20,-15.29,-18.07,"14,286,000","2,674",건물설비 설치 공사업,200,2857200000
253840,"12,650","5,980",-15.90,-19.28,-26.73,-40.59,"16,595,939","1,001",의료용품 및 기타 의약 관련제품 제조업,500,8297969500
185190,"1,390",880,-0.53,-5.50,-12.42,-21.25,"9,238,625",87,산업용 농·축산물 및 동·식물 도매업,200,1847725000
298830,"13,990","4,460",-25.46,-48.03,-,-,"52,619,061","2,365",소프트웨어 개발 및 공급업,100,5345603100
236200,"28,000","19,300",-4.49,-8.08,-10.80,-19.59,"7,193,273","1,408",통신 및 방송 장비 제조업,500,3596636500
192440,"36,900","30,550",-5.09,-6.39,-1.76,-6.53,"6,216,363","1,912",그외 기타 제품 제조업,500,3108181500
424960,"30,000","10,470",-18.87,-,-,-,"15,012,340","1,729","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",500,7506170000
136510,"11,600","11,600",+0.00,+0.00,+0.00,+0.00,"48,040,260","5,509",특수 목적용 기계 제조업,500,23746428500
276040,"18,520","6,110",-19.27,-32.02,-49.63,-32.61,"12,554,474",778,소프트웨어 개발 및 공급업,500,6277237000
159910,318,91,-6.00,-17.54,-41.61,-64.39,"354,150,749",333,기타 화학제품 제조업,100,35415074900
115570,"5,890","3,170",-9.04,-13.62,-25.59,-36.60,"7,984,508",253,플라스틱제품 제조업,500,3992254000
330730,"5,790","3,620",-4.86,-2.56,-20.70,-19.91,"18,135,830",657,기타 금융업,500,9067915000
253450,"88,900","46,100",-6.99,-4.58,-27.75,-31.28,"30,058,498","14,398","영화, 비디오물, 방송프로그램 제작 및 배급업",500,15029249000
408900,"60,200","17,790",-16.44,-38.28,-51.84,-,"5,360,550",981,"영화, 비디오물, 방송프로그램 제작 및 배급업",100,536055000
204630,"1,933",406,-4.34,+23.66,-29.73,-47.72,"122,877,186",623,창작 및 예술관련 서비스업,500,61438593000
203690,"10,660","3,360",-17.47,+1.70,+62.81,+24.87,"9,498,337",682,"펄프, 종이 및 판지 제조업",500,4749168500
134790,"49,300","27,250",-4.20,-17.74,-25.58,-37.34,"2,000,000",547,가구 제조업,500,1000000000
269620,889,889,+0.00,+0.00,+0.00,+0.00,"128,582,580","1,143","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",100,12858258000
429270,"25,450","12,790",-19.14,-,-,-,"4,506,250",577,반도체 제조업,500,2253125000
418250,"35,100","12,700",-17.75,-,-,-,"7,949,335","1,010",소프트웨어 개발 및 공급업,500,3974667500
131090,"1,228",915,-1.56,+3.60,-5.71,-4.45,"44,000,000",444,소프트웨어 개발 및 공급업,100,4400000000
232830,"9,150","1,365",-7.44,+17.21,+101.09,+131.20,"11,707,472",416,소프트웨어 개발 및 공급업,500,5757736000
139050,"11,257","4,680",-20.40,+23.41,+7.55,-39.17,"8,245,120",473,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",500,3931236000
290520,"8,430","3,545",-7.68,-29.52,-43.82,+5.66,"15,929,362",565,특수 목적용 기계 제조업,500,7964681000
215600,"11,150","4,080",-5.57,+5.54,-23.52,-59.08,"102,867,125","4,799",자연과학 및 공학 연구개발업,500,51433562500
416180,"39,050","26,100",-,-,-,-,"9,039,778","2,359",자동차 신품 부품 제조업,500,4519889000
162300,"9,020","2,795",-23.95,-19.71,-36.28,-,"41,471,382","1,165",1차 철강 제조업,100,4147138200
419270,"2,500","2,005",+0.00,+11.24,+11.49,+18.87,"4,305,000",104,금융 지원 서비스업,100,430500000
430220,"2,205","1,995",-1.84,-0.23,+0.71,+5.19,"6,760,000",144,금융 지원 서비스업,100,676000000
445970,"2,155","1,985",-0.48,-0.24,-1.88,-,"5,360,000",112,금융 지원 서비스업,100,536000000
138070,"3,460","2,565",+1.09,+7.74,+7.74,-3.47,"17,503,204",487,기타 금속 가공제품 제조업,500,8751602000
226330,"18,470","7,470",-24.76,-15.39,+33.60,+25.75,"15,230,475","1,532",소프트웨어 개발 및 공급업,500,7615237500
404990,"4,220","3,080",-0.15,+5.61,-3.65,-6.26,"55,955,884","1,844",부동산 임대 및 공급업,1000,55955884000
293940,"7,183","5,360",-0.65,-0.65,+5.91,-11.94,"88,100,123","5,365",부동산 임대 및 공급업,1000,88100123000
418210,"2,280","2,000",+0.23,+0.93,+4.82,+6.62,"3,660,000",80,금융 지원 서비스업,100,366000000
452980,"1,900","1,881",-,-,-,-,"18,905,000",356,금융 지원 서비스업,100,1890500000
393360,"2,325","1,985",+0.00,+0.00,+8.90,+14.25,"7,350,000",171,금융 지원 서비스업,100,735000000
405640,"2,350","1,995",+2.02,+3.64,+8.33,+12.62,"4,535,000",103,금융 지원 서비스업,100,453500000
187270,"5,900","4,020",-4.49,+2.53,-6.48,-20.47,"10,143,845",432,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",500,5071922500
243840,"57,100","37,800",-12.10,-20.45,-22.06,-26.39,"7,783,807","2,997",일차전지 및 축전지 제조업,2500,19459517500
257720,"10,310","2,150",-15.29,+15.96,+146.35,+222.61,"60,331,084","4,778",상품 종합 도매업,500,30266265000
222800,"39,800","25,600",-8.60,-5.27,+23.42,-1.27,"31,854,143","11,165",전자부품 제조업,500,15927071500
160980,"16,800","11,300",-5.07,+7.84,+19.73,+22.87,"10,924,243","1,638",특수 목적용 기계 제조업,500,5462121500
356890,"13,130","8,250",-6.42,-2.06,-16.61,-1.53,"4,756,530",430,소프트웨어 개발 및 공급업,500,2378265000
217330,"19,810","13,130",-12.81,-13.13,-24.47,-26.89,"18,845,859","2,618",자연과학 및 공학 연구개발업,500,9422929500
102280,416,249,+0.00,+0.00,-1.47,-29.02,"262,592,129",706,봉제의복 제조업,500,131296064500
217320,"7,590","3,255",+5.25,-30.18,-42.80,-39.86,"1,050,000",44,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",500,525000000
208640,876,336,-7.38,-15.67,-36.87,-63.31,"139,240,254",472,소프트웨어 개발 및 공급업,100,13924025400
222420,"2,465","1,485",-8.90,-18.36,-27.38,-18.41,"45,460,231",675,기타 비금속 광물제품 제조업,100,4546023100
403550,"22,550","11,370",+33.50,+26.60,-11.49,-5.66,"32,788,277","5,305",운송장비 임대업,100,3278827700
222080,"14,950","9,000",-3.20,-19.00,-27.22,-24.38,"70,188,384","6,794",특수 목적용 기계 제조업,100,7018838400
236030,"7,850","3,990",-21.76,-29.88,-36.06,-44.43,"2,006,666",80,"곡물가공품, 전분 및 전분제품 제조업",500,1003333000
103660,"3,100","1,929",-22.22,-35.38,-35.38,-35.38,"6,017,471",116,기타 화학제품 제조업,500,3008735500
352480,"73,000","20,900",-0.69,+34.11,+39.32,+159.73,"10,013,941","5,748",기타 화학제품 제조업,100,1001394100
245450,"2,170","1,280",-6.13,-6.19,-15.78,-20.84,"1,579,960",24,통신 및 방송 장비 제조업,500,789980000
264660,"15,300","11,150",-5.66,-13.57,-6.60,+8.66,"9,168,085","1,116",특수 목적용 기계 제조업,500,4584042500
352700,"5,150","3,280",-9.37,+1.18,-24.51,-29.61,"27,276,899",937,기타 섬유제품 제조업,500,14336649500
297090,"14,740","7,230",-16.34,-22.91,-18.14,+26.60,"27,270,000","2,596",일반 목적용 기계 제조업,500,13635000000
112610,"88,400","47,100",-13.58,-37.20,-39.07,-21.50,"42,171,403","19,863","구조용 금속제품, 탱크 및 증기발생기 제조업",500,21085701500
359090,"1,472","1,100",-7.13,-8.71,-14.36,-19.06,"54,802,263",614,"그외 기타 전문, 과학 및 기술 서비스업",100,5480226300
286000,"4,735","1,485",+0.00,+0.00,+0.00,+125.93,"4,739,422",145,기타 화학제품 제조업,500,2369711000
115530,656,394,-9.43,-8.80,-25.66,-27.71,"67,963,000",268,전자부품 제조업,100,6796300000
115480,"1,450",815,-13.67,-28.76,-27.81,-25.23,"48,224,558",393,의료용 기기 제조업,500,24112279000
340810,"17,790","7,400",-30.91,-19.48,-,-,"10,347,861",766,소프트웨어 개발 및 공급업,500,5173930500
376290,"5,060","3,040",-11.65,-20.57,-28.85,-26.90,"17,657,500",542,전자부품 제조업,500,8828750000
