종목코드,최고가,최저가,수익률(1달),수익률(3달),수익률(6달),수익률(1년),발행주식수,시가총액,업종명,액면가,자본금
302440,"99,800","58,400",-13.29,-21.21,-17.09,-23.07,"76,784,046","45,072",기초 의약물질 및 생물학적 제제 제조업,500,38392023000
326030,"99,700","56,700",-13.23,-10.95,+10.49,+31.23,"78,313,250","58,578",자연과학 및 공학 연구개발업,500,39156625000
402340,"48,350","32,000",-0.59,-7.66,+3.69,+8.21,"138,981,036","58,650",기타 금융업,100,14146757100
260870,"61,400","32,800",-16.01,-29.91,-39.37,-17.38,"6,111,710","2,003","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",500,3053355000
361610,"108,600","51,900",-17.97,-38.99,-21.98,+19.02,"71,297,592","43,278",일차전지 및 축전지 제조업,1000,71297592000
100090,"24,250","16,140",-10.99,-25.97,-17.79,-19.01,"59,195,568","9,684",1차 철강 제조업,500,29597784000
285130,"107,500","56,200",-10.94,-11.22,-21.62,-36.71,"17,253,783","10,265",합성고무 및 플라스틱 물질 제조업,5000,98793505000
100840,"28,600","17,650",-1.40,-0.71,-1.86,+11.64,"7,506,711","1,584",일반 목적용 기계 제조업,500,3753355500
465770,"32,600","11,600",-40.91,-,-,-,"7,171,032",832,해상 운송업,2500,17927580000
289080,"2,750","1,717",-2.68,-11.39,-21.84,-20.77,"53,234,000",928,기타 금융업,500,26617000000
161570,"3,300",973,-19.50,-62.44,-28.82,+15.64,"21,096,354",246,영상 및 음향기기 제조업,500,10548177000
246690,"2,135","1,132",-8.96,-16.93,-29.67,-37.13,"41,477,862",472,신탁업 및 집합투자업,500,20738931000
317240,"2,025",501,+9.70,-3.09,+196.06,+127.88,"94,447,625","1,420",기타 화학제품 제조업,100,9444762500
399720,"51,100","13,500",-11.42,-35.52,+23.64,+65.58,"11,488,320","3,785",반도체 제조업,500,5744160000
296520,"6,300","4,800",-1.70,-5.45,-,-,"4,667,008",243,생활용품 도매업,500,2333504000
217730,"3,107","1,317",-21.09,-47.55,-51.11,-48.46,"37,937,925",751,기초 의약물질 및 생물학적 제제 제조업,500,18968962500
114190,"40,000","7,500",+3.11,-13.48,-24.33,+178.32,"26,123,038","5,198","구조용 금속제품, 탱크 및 증기발생기 제조업",500,13061519000
267290,"29,550","19,050",-3.62,-0.93,-11.30,-15.78,"5,895,406","1,130",연료용 가스 제조 및 배관공급업,2500,14738515000
214390,"10,350","5,390",-5.98,-10.29,-1.98,+17.70,"23,906,860","1,542",기초 의약물질 및 생물학적 제제 제조업,500,11953430000
198440,"3,040","1,665",-7.00,-16.56,-30.29,-37.34,"31,979,960",535,"시멘트, 석회, 플라스터 및 그 제품 제조업",100,3197996000
348150,"20,150","7,130",-23.91,-27.76,-48.33,-36.05,"18,872,208","1,346",자연과학 및 공학 연구개발업,500,9436104000
950190,"14,750","9,950",-5.42,+1.20,-23.56,-28.73,"13,579,892","1,374",소프트웨어 개발 및 공급업,무액면,0
900280,704,101,-30.82,-45.11,-61.00,-76.89,"205,404,288",207,기타 금융업,0.2,41080858
215000,"146,400","88,100",+0.85,-6.97,-13.50,-18.42,"6,275,415","5,949",소프트웨어 개발 및 공급업,500,3137707500
121440,"5,630","3,735",-6.63,-15.50,-30.83,-29.66,"42,836,818","1,600",상품 중개업,500,21418409000
183410,"3,445",925,-14.70,-32.37,-50.79,-58.07,"4,111,161",47,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",500,2055580500
366030,"15,700","5,570",-14.42,-20.85,-35.49,-43.92,"22,618,350","1,262",의복 액세서리 제조업,100,2261835000
397880,"2,550","2,010",+0.00,+14.61,+17.78,+25.93,"4,440,000",113,금융 지원 서비스업,100,444000000
421800,"2,195","1,975",-1.40,-1.63,+2.42,+4.19,"5,980,000",126,금융 지원 서비스업,100,598000000
440790,"2,205","1,960",-2.11,-1.88,+0.00,-,"4,050,000",85,금융 지원 서비스업,100,405000000
456490,"6,810","2,045",-0.49,-3.53,-,-,"4,200,000",86,금융 지원 서비스업,100,420000000
339770,"12,900","7,000",-7.84,-6.00,-21.67,-32.54,"24,982,540","1,761",음·식료품 및 담배 도매업,500,12579150000
307750,"7,980","5,330",-4.59,-6.28,-4.28,-23.02,"49,069,269","2,856",의약품 제조업,100,4906926900
243870,"16,980","11,650",-2.14,-5.58,+13.41,+0.74,"2,892,631",396,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",500,1446315500
204020,"3,655","2,690",+3.24,+0.45,+24.30,+15.12,"20,147,430",675,봉제의복 제조업,500,10393049000
114450,"4,493","1,862",-12.79,-18.87,-37.31,-38.24,"20,000,000",372,기초 의약물질 및 생물학적 제제 제조업,500,10000000000
186230,"12,000","6,650",-16.88,-28.72,-35.00,-39.82,"10,820,188",720,1차 비철금속 제조업,500,5410094000
900070,950,544,-12.54,-13.24,-30.96,-38.88,"53,743,968",292,기타 금융업,0.5,26871984
204620,"7,000","2,335",-25.96,+42.82,+25.50,+114.99,"56,047,109","2,814",금융 지원 서비스업,500,28023554500
282720,"26,000","12,010",-15.51,-5.91,-31.82,-,"12,119,500","1,525",전기 및 통신 공사업,500,6059750000
214330,"1,050",645,-7.93,-21.31,-21.02,-35.32,"196,144,904","1,275",자동차 신품 부품 제조업,500,100572452000
420770,"104,800","61,000",-10.53,-35.98,-,-,"12,675,758","8,074",특수 목적용 기계 제조업,200,2535151600
456700,"25,000","25,000",+0.00,+0.00,-,-,"900,000",225,"건축기술, 엔지니어링 및 관련 기술 서비스업",500,450000000
308100,"9,620","4,480",-10.14,-21.53,-39.81,-35.06,"6,624,733",299,"섬유, 의복, 신발 및 가죽제품 소매업",500,3312366500
407400,"26,221","7,850",-1.48,+1.17,-45.43,-,"12,175,591","1,052",가구 제조업,100,1217559100
187790,"1,960","1,030",-11.41,-4.27,-16.19,+4.48,"30,840,830",359,기초 화학물질 제조업,500,15420415000
286750,"3,500","1,250",+15.71,+53.24,+97.69,+97.96,"20,608,353",600,기초 화학물질 제조업,500,10304176500
121600,"184,800","76,000",-9.10,-16.06,-19.60,+35.33,"12,159,878","14,811",기타 화학제품 제조업,500,6079939000
247660,"23,200","13,200",-15.99,+5.63,-6.38,-34.21,"4,343,920",612,전자부품 제조업,500,2171960000
417010,"36,900","14,200",+6.11,-22.10,-38.26,-,"19,154,328","3,193",일반 목적용 기계 제조업,500,9577164000
244880,"4,280","2,760",-1.69,-13.65,+1.43,+14.11,"5,020,000",160,의료용 기기 제조업,500,2510000000
405920,"11,307","4,585",-19.98,-39.89,-,-,"12,878,076",596,음·식료품 및 담배 도매업,5000,64390380000
288490,120,43,+10.91,-43.52,+3.39,-17.57,"43,267,005",26,소프트웨어 개발 및 공급업,100,4326700500
137080,"12,770","5,810",-15.75,-27.76,-40.51,-30.18,"11,059,422",645,특수 목적용 기계 제조업,500,6435671000
190510,"19,250","10,520",-12.50,-28.82,-29.06,-10.42,"16,252,384","1,718",전자부품 제조업,500,8323931500
242040,"3,715","1,695",-10.23,-23.89,-9.40,+15.50,"34,606,264",683,소프트웨어 개발 및 공급업,100,3460626400
293580,"1,486",787,+4.09,+18.76,+0.83,+57.68,"95,770,000","1,170",기타 금융업,500,47885000000
257990,"6,290","3,875",+1.01,+6.50,+4.17,-13.19,"5,883,892",294,기타 화학제품 제조업,500,2941946000
138610,"25,100","11,970",-27.36,+12.28,-6.19,-24.24,"9,957,479","1,494",의료용품 및 기타 의약 관련제품 제조업,500,4978739500
130580,"8,020","5,880",-4.07,-4.38,-12.61,-19.32,"15,400,000",907,기타 사업지원 서비스업,500,7700000000
267320,"6,250","2,865",-6.44,-10.97,-9.68,-9.42,"43,664,104","1,365",특수 목적용 기계 제조업,100,4366410400
111710,"8,890","5,870",-8.99,-14.80,-24.16,-16.38,"20,588,000","1,209",스포츠 서비스업,200,4117600000
168330,"3,950","1,920",-11.09,+4.25,-28.23,-30.96,"31,754,900",662,자연과학 및 공학 연구개발업,500,15877450000
253590,"6,060","2,940",-6.27,-27.57,+15.43,+12.94,"41,500,303","1,521",특수 목적용 기계 제조업,100,4150030300
212560,"10,640","6,210",-2.19,-7.84,+5.02,+0.15,"7,874,963",528,자동차 신품 부품 제조업,500,3937481500
950220,"4,545","1,279",-22.48,-36.02,-59.91,-67.82,"98,867,465","1,265",자연과학 및 공학 연구개발업,0,0
311390,"10,200","7,060",-14.61,-0.82,-11.37,-10.82,"8,056,595",584,기타 식품 제조업,500,4028297500
290660,"1,896","1,151",-13.62,-7.38,-8.11,-25.67,"25,692,943",300,의료용 기기 제조업,500,12846471500
306620,"4,160","2,265",-9.22,-22.03,-30.31,-33.48,"41,713,607",945,특수 목적용 기계 제조업,100,4171360700
153460,"10,090","6,840",-6.57,-2.64,-20.79,+8.52,"6,530,014",483,소프트웨어 개발 및 공급업,500,3265007000
330860,"30,600","16,900",-9.20,-34.24,-23.42,-21.26,"12,184,045","2,211","그외 기타 전문, 과학 및 기술 서비스업",500,6092022500
137940,670,360,+15.98,+25.00,-17.43,-33.33,"78,320,992",352,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",100,8047839200
396270,"20,300","6,520",+8.25,+35.96,+63.47,+120.28,"17,735,840","3,024",반도체 제조업,500,8867920000
348210,"90,200","47,300",-9.74,-32.98,-12.40,+20.21,"10,196,878","5,761",특수 목적용 기계 제조업,500,5098439000
225570,"24,900","12,000",-3.43,-26.98,-20.65,+1.67,"65,786,770","9,631",소프트웨어 개발 및 공급업,500,32893385000
217270,"13,750","6,400",-22.62,-3.58,-23.84,-50.07,"46,548,039","3,137",소프트웨어 개발 및 공급업,500,23274019500
251270,"72,100","37,200",-9.74,-22.92,-40.99,-14.51,"85,953,502","32,662",소프트웨어 개발 및 공급업,100,8595350200
317860,"7,990","4,250",-0.50,-0.50,-17.08,-28.83,"4,429,715",220,기타 화학제품 제조업,500,2214857500
104620,"9,310","5,800",-8.89,-3.58,-11.14,+8.03,"15,842,126","1,023",여행사 및 기타 여행보조 서비스업,500,7921063000
194700,"12,580","7,780",+4.68,+42.68,+31.94,-2.56,"18,754,848","2,138",기타 식품 제조업,500,9377424000
285490,"39,500","19,050",-7.78,-24.77,-18.18,+25.26,"10,575,831","2,570",그외 기타 제품 제조업,500,5287915500
283100,"7,650","3,030",+3.14,-1.38,-21.57,-,"6,564,899",259,자연과학 및 공학 연구개발업,500,3282449500
229500,"22,300","9,350",+0.00,+0.00,+41.38,+76.72,"11,090,448","2,274",자연과학 및 공학 연구개발업,500,5545224000
106520,"3,475",376,+0.00,+0.00,+0.00,-83.72,"36,695,952",151,사진장비 및 광학기기 제조업,1000,36695952000
376930,"7,550","1,756",-40.24,+105.70,+27.75,+63.26,"36,947,060","1,482",의료용 기기 제조업,500,18473530000
142280,"6,470","3,565",-7.35,-7.35,-23.30,-30.98,"21,117,283",786,의료용품 및 기타 의약 관련제품 제조업,500,10558641500
234690,"8,880","6,060",-5.31,-10.62,-20.99,-4.72,"17,752,276","1,076",의약품 제조업,500,8876138000
332290,"3,195","1,268",-8.42,-27.37,-23.41,+6.98,"33,384,803",563,"비료, 농약 및 살균, 살충제 제조업",100,3338480300
348340,"46,950","11,750",-26.91,-4.82,-10.75,-,"10,446,270","2,993",특수 목적용 기계 제조업,500,5223135000
214870,"12,650","1,383",+0.00,+0.00,+0.00,-86.37,"33,126,106",458,기계장비 및 관련 물품 도매업,500,16563053000
270870,"11,900","5,730",-6.51,-7.68,-30.54,-32.38,"9,200,224",542,기타 식품 제조업,500,4600112000
144960,"7,130","3,290",-10.84,-12.57,-0.50,+47.19,"43,692,624","2,174",특수 목적용 기계 제조업,100,4369262400
340360,"2,385",789,+43.91,+138.13,+136.99,+114.24,"42,765,160",849,통신 및 방송 장비 제조업,100,4276516000
154040,"3,560","1,739",-12.61,-16.99,-29.88,-32.47,"17,950,094",312,전자부품 제조업,500,8975047000
323350,"12,070","7,360",-9.09,+19.05,+27.88,+0.00,"6,312,500",475,사진장비 및 광학기기 제조업,100,475000000
145210,"12,700","2,930",-16.11,-23.39,-54.35,-68.79,"17,301,093",626,특수 목적용 기계 제조업,500,8650546500
353200,"38,400","18,350",-18.32,-41.05,+0.23,-12.83,"49,416,925","10,766",전자부품 제조업,500,25756222000
178600,"4,760","2,355",-7.45,+5.47,-12.38,-26.74,"4,449,600",124,기타 식품 제조업,500,2224800000
389260,"29,300","16,550",-10.06,-30.02,-33.33,-19.91,"17,050,000","2,881",건물 건설업,100,1705000000
317850,"17,050","8,790",-8.09,-20.18,-30.56,-12.71,"8,324,420",738,특수 목적용 기계 제조업,500,4162210000
290670,"89,100","26,250",-23.28,-41.83,-58.35,-53.81,"7,857,660","2,098",기타 전기장비 제조업,500,3928830000
128820,"4,865","3,410",-2.04,-6.13,-9.43,-11.87,"45,235,478","1,628",연료 소매업,5000,226177390000
117580,"12,920","6,780",+30.23,+39.86,+14.47,-11.87,"27,500,000","2,654",연료용 가스 제조 및 배관공급업,1000,27500000000
104040,"1,910","1,120",-9.86,-17.94,-27.37,-38.52,"31,301,281",352,자동차 신품 부품 제조업,100,3130128100
129920,"13,500","6,650",-5.08,-19.42,-41.36,-25.75,"13,715,053",922,특수 목적용 기계 제조업,100,1616945300
438220,"2,230","1,819",-2.25,-2.47,-2.47,-,"5,640,000",122,금융 지원 서비스업,100,564000000
442310,"2,150","1,697",-1.42,-0.71,+3.69,-,"6,710,000",140,금융 지원 서비스업,100,671000000
457390,"2,045","2,015",+0.49,-,-,-,"7,035,000",144,금융 지원 서비스업,100,703500000
457630,"2,200","2,005",+4.81,-,-,-,"7,310,000",159,금융 지원 서비스업,100,731000000
108380,"13,700","10,280",-1.82,-11.84,-6.25,-8.47,"9,567,333","1,033",선박 및 보트 건조업,500,4783666500
290380,"4,340","2,225",+0.00,+0.00,+0.00,-31.14,"24,713,612",568,"비료, 농약 및 살균, 살충제 제조업",500,12356806000
290120,"6,270","2,575",-10.98,-42.17,-46.34,-52.28,"12,903,263",347,자동차 신품 부품 제조업,500,6391432500
120240,"22,050","15,400",-4.46,-3.08,+0.31,-13.71,"7,190,391","1,154",기초 화학물질 제조업,500,3595195500
114920,"2,480","1,235",-10.87,-12.42,-27.80,-30.37,"3,469,500",49,1차 철강 제조업,500,1734750000
140520,"3,165","2,475",-3.02,-8.06,-9.68,-8.39,"21,109,243",541,1차 철강 제조업,500,10554621500
131220,"8,220","5,830",-8.04,-7.90,-15.01,-16.24,"7,454,490",435,기계장비 및 관련 물품 도매업,500,3727245000
298540,"33,800","20,000",-6.24,+2.35,-22.14,-18.20,"14,710,576","3,207",의복 액세서리 제조업,500,7355288000
192080,"50,900","38,700",+2.00,+1.37,-8.31,-14.82,"18,190,757","7,422",소프트웨어 개발 및 공급업,500,9187251000
393890,"86,000","40,350",-14.23,-39.89,-6.40,-8.70,"33,696,518","15,029",일차전지 및 축전지 제조업,500,16848259000
299170,"2,450","1,771",+1.41,-0.21,-5.62,-10.38,"30,027,963",560,생활용품 도매업,100,3002796300
224060,"13,550","5,200",-17.19,+18.66,+3.92,-53.06,"4,748,398",302,특수 목적용 기계 제조업,500,2374199000
302920,"17,000","4,800",+40.91,+76.14,+187.04,+142.95,"4,552,359",706,"영화, 비디오물, 방송프로그램 제작 및 배급업",500,2276179500
213420,"50,100","34,700",+0.94,+4.73,+0.58,+7.74,"24,831,179","10,715",전자부품 제조업,200,4966235800
317330,"24,600","13,250",+30.34,+20.43,-8.22,+11.27,"18,377,428","3,466",기타 화학제품 제조업,500,9188714000
263600,"13,780","6,520",-12.38,-25.13,-36.73,+12.07,"15,930,310","1,139",전자부품 제조업,500,8037610500
194480,"65,300","33,450",-2.67,+22.86,-20.80,-5.50,"11,985,160","5,250",소프트웨어 개발 및 공급업,500,5992580000
263800,"9,460","4,830",-8.92,-3.22,-23.06,-9.08,"16,216,380",804,기계장비 및 관련 물품 도매업,500,8108190000
199150,"10,400","4,500",-3.70,-33.25,-41.77,-49.51,"4,268,613",222,소프트웨어 개발 및 공급업,500,2134306500
206560,"15,500","6,270",-11.56,-25.64,-40.93,-32.73,"25,411,736","1,614","영화, 비디오물, 방송프로그램 제작 및 배급업",500,12705868000
261200,"15,110","7,200",-5.67,-29.31,-14.24,+15.51,"15,754,342","1,338",의료용 기기 제조업,500,7877171000
145720,"176,300","70,200",+7.76,-18.53,-22.53,+48.65,"11,068,830","12,751",의료용 기기 제조업,500,6184415000
227420,"1,580",520,+0.00,+0.00,+61.43,-1.20,"17,231,206",156,기타 섬유제품 제조업,500,8615603000
100130,"5,740","2,710",-4.14,-16.39,-38.70,-46.44,"57,143,000","1,589","구조용 금속제품, 탱크 및 증기발생기 제조업",500,28571500000
460850,"17,570","6,530",-7.28,-13.79,-,-,"29,898,656","2,093",1차 철강 제조업,5000,149493280000
460860,"15,280","8,110",-6.65,+22.24,-,-,"49,608,017","5,154",1차 철강 제조업,5000,248040085000
102260,"5,770","4,105",-5.07,-12.71,-9.65,-10.73,"49,689,728","2,047",회사 본부 및 경영 컨설팅 서비스업,1000,49689728000
170900,"71,300","50,400",-10.50,+3.67,-1.83,+3.28,"8,614,965","4,626",의약품 제조업,5000,43074825000
282690,"12,600","11,000",+2.48,+2.03,-3.42,+1.14,"13,733,015","1,590",고무제품 제조업,500,6866507500
228340,"4,515","2,350",-16.37,-16.67,-22.70,-31.69,"20,000,000",470,"시멘트, 석회, 플라스터 및 그 제품 제조업",500,10000000000
163560,"7,400","5,770",-4.46,-8.12,-3.69,-3.69,"13,900,000",834,고무제품 제조업,500,6950000000
109860,"32,200","9,440",-5.96,-14.30,-69.65,-61.35,"9,100,000",862,금속 주조업,500,4550000000
454910,"51,800","32,300",-,-,-,-,"64,819,980","20,937",특수 목적용 기계 제조업,500,32409990000
241560,"65,600","32,600",-16.86,-24.56,-17.19,+33.12,"100,249,166","42,506",특수 목적용 기계 제조업,500,50124583000
131970,"54,400","24,800",+11.11,+2.51,+36.49,+86.67,"14,759,577","7,232","그외 기타 전문, 과학 및 기술 서비스업",500,7379788500
336260,"37,150","16,450",-18.36,-32.99,-46.76,-38.62,"65,493,726","11,825","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",100,8184422600
176750,"6,780","4,950",-4.21,-9.00,-11.22,-2.33,"27,025,220","1,476",의약품 제조업,500,13512610000
203650,"3,930","2,655",-4.14,+3.31,+5.40,+16.82,"50,605,754","1,581",소프트웨어 개발 및 공급업,100,5060575400
223250,"7,840","2,381",-42.21,+18.61,+23.61,+41.50,"23,709,280",818,자연과학 및 공학 연구개발업,500,11854640000
192650,"14,080","8,570",-26.70,-17.37,+9.09,+3.20,"68,619,427","7,078",전자부품 제조업,100,7151297100
217620,"1,574",573,-15.56,-22.45,-11.21,-37.70,"57,747,210",439,음식점업,100,5774721000
187870,"20,550","12,380",-2.77,-11.94,-24.40,-18.11,"7,036,609",913,특수 목적용 기계 제조업,500,3518304500
110990,"19,380","5,340",+39.67,+64.88,+103.61,+194.43,"18,900,000","3,194",특수 목적용 기계 제조업,100,1890000000
263690,"12,100","9,600",-5.93,-0.19,-6.59,+10.61,"11,325,610","1,204",의료용 기기 제조업,500,5662805000
214680,"7,140","1,375",-28.40,+45.34,+118.82,+176.24,"72,389,480","2,820",의료용 기기 제조업,100,7238948000
377190,"3,865","2,930",-4.08,-2.97,-10.37,-5.92,"64,400,000","1,893",부동산 임대 및 공급업,1000,64400000000
263720,"27,700","12,400",-9.35,+2.20,-6.37,+38.35,"12,275,111","2,165","서적, 잡지 및 기타 인쇄물 출판업",500,6137555500
376300,"51,200","24,450",-22.88,-8.16,-20.57,+23.65,"23,738,406","7,881",소프트웨어 개발 및 공급업,500,11869203000
141020,"3,735","3,735",+0.00,+0.00,+0.00,+0.00,"11,700,533",437,무점포 소매업,500,5850266500
109740,"6,760","4,740",-10.46,+6.09,-1.37,-12.78,"27,024,910","1,365",특수 목적용 기계 제조업,500,13512455000
196490,"5,280","3,040",-4.63,-15.16,-30.65,-12.60,"33,881,872","1,081",특수 목적용 기계 제조업,2500,84704680000
127120,"4,435","2,925",-12.03,+7.94,+6.58,-3.13,"17,093,692",581,자연과학 및 공학 연구개발업,500,8546846000
219550,"2,145",862,-8.03,-25.20,-9.95,-5.47,"52,286,445",497,생활용품 도매업,500,26143222500
310870,"2,195","1,400",-0.88,-6.05,-14.24,+12.12,"20,687,271",350,자동차 신품 부품 제조업,100,2068727100
210540,"17,390","10,520",-11.41,-22.39,-4.66,+9.39,"11,041,708","1,286",특수 목적용 기계 제조업,500,5520854000
104460,"50,400","17,190",-5.14,-17.10,-58.15,-50.36,"10,713,625","2,114",일반 목적용 기계 제조업,500,5356812500
113810,"2,175",842,-8.76,-11.50,-24.98,-0.99,"32,628,051",326,자동차 신품 부품 제조업,500,16314025500
197140,"6,570","3,210",-1.80,-1.40,-0.51,+52.32,"9,580,854",471,소프트웨어 개발 및 공급업,500,4790427000
105740,"13,800","9,000",-9.45,-17.94,-16.50,-21.65,"10,156,513",915,일반 목적용 기계 제조업,500,5078256500
263020,"3,845","2,495",-14.99,-18.86,-24.62,-14.99,"15,376,404",384,플라스틱제품 제조업,500,7763202000
290550,"12,400","7,300",+6.08,-13.75,-21.66,-11.86,"18,668,371","1,499",전자부품 제조업,500,9334185500
187220,"5,700","3,640",-1.44,-11.80,-9.25,-17.58,"11,698,021",442,기타 과학기술 서비스업,500,5849010500
383930,"6,925","3,770",-26.51,-19.96,-28.60,-,"12,694,512",479,자연과학 및 공학 연구개발업,500,6347256000
163430,"7,650","2,420",+0.00,+0.00,+0.00,-47.58,"9,829,553",394,자동차 차체 및 트레일러 제조업,500,4914776500
131180,"1,630","1,143",-1.36,-4.75,-19.57,-16.03,"29,350,000",341,컴퓨터 및 주변장치 제조업,100,2935000000
315640,"31,500","5,215",-3.86,+43.09,+159.26,+271.01,"10,817,134","2,286",소프트웨어 개발 및 공급업,500,4658567000
317120,"6,820","4,220",-3.53,-4.89,-20.31,-25.85,"9,660,000",423,반도체 제조업,500,4906920000
232680,"12,690","8,050",-3.33,-9.09,-15.37,-13.00,"12,504,234","1,088",특수 목적용 기계 제조업,500,6252117000
418420,"13,760","5,130",-19.63,-30.05,-37.31,-,"29,496,558","1,799",전자부품 제조업,100,3111655800
300120,"9,260","4,330",-16.57,-19.80,-17.19,+18.94,"20,836,012","1,165",소프트웨어 개발 및 공급업,500,10501931000
171120,"6,280","3,235",-16.83,-28.05,-13.94,-27.34,"35,901,760","1,197",기타 화학제품 제조업,500,18422228000
388790,"4,455","1,756",-32.24,-2.25,+35.28,+11.45,"29,913,930",713,통신 및 방송 장비 제조업,100,2991393000
347700,"7,190","3,220",-23.21,-28.80,-31.34,-21.37,"10,227,950",335,소프트웨어 개발 및 공급업,500,5113975000
214260,"30,250","15,250",-20.45,-24.92,-0.10,+7.31,"8,656,916","1,677",기타 화학제품 제조업,500,4328458000
403360,"26,300","9,080",-1.30,-54.06,-34.00,-16.10,"2,904,000",288,소프트웨어 개발 및 공급업,500,1452000000
115390,"6,940","5,700",-1.49,+2.59,+2.76,+1.02,"43,326,411","2,987",플라스틱제품 제조업,500,27500000000
200350,"38,400","9,520",-15.83,-34.44,-49.36,-51.68,"6,473,104",616,"영화, 비디오물, 방송프로그램 제작 및 배급업",500,3236552000
171010,"6,890","4,715",-11.79,-20.17,-16.55,-13.69,"14,204,056",680,기초 화학물질 제조업,500,7102028000
217500,"4,795","2,515",-13.32,-27.03,-30.68,-8.78,"31,812,000",859,특수 목적용 기계 제조업,100,3181200000
141080,"45,100","32,800",-3.37,+3.17,-6.88,+3.31,"26,542,914","9,497",자연과학 및 공학 연구개발업,500,13271457000
294140,"11,637","2,665",-25.90,-34.52,-62.41,-27.08,"42,000,000","1,124",화학섬유 제조업,500,18500000000
443250,"23,000","13,120",-,-,-,-,"11,095,526","1,649",광고업,500,5484693000
228670,"40,400","17,800",-5.73,-48.94,-40.09,+15.77,"15,279,943","3,140",의료용 기기 제조업,500,7639971500
228850,"12,770","9,030",-5.52,-11.43,-22.87,-5.62,"16,591,014","1,505",의료용 기기 제조업,500,8295507000
412350,"17,350","5,840",-12.00,-31.47,+47.25,+48.33,"8,706,472",873,특수 목적용 기계 제조업,500,4285857500
281740,"25,250","4,310",-16.80,-37.42,-16.62,+96.80,"65,730,548","7,684",기타 화학제품 제조업,100,6573054800
277810,"212,500","29,250",-22.00,+37.70,+32.96,+335.43,"19,250,946","25,315",특수 목적용 기계 제조업,500,9625473000
179720,"8,900","2,700",+18.18,+73.33,+151.61,+2.77,"1,891,480",148,기타 금융업,500,945740000
215100,"7,790","4,055",-20.13,-3.57,-27.60,-34.71,"20,348,454",852,기타 전기장비 제조업,100,2034845400
238500,967,510,-14.64,+33.17,+25.83,+25.24,"21,515,163",172,"그외 기타 전문, 과학 및 기술 서비스업",500,10757581500
108490,"43,950","19,810",-24.96,-19.63,-38.38,-20.44,"12,766,717","2,529",특수 목적용 기계 제조업,500,6383358500
900260,"1,450",676,-11.24,-7.60,-22.47,-45.84,"36,031,288",267,기타 금융업,무액면,1002602908
223220,600,350,+1.88,-4.13,-0.20,-1.81,"46,051,176",225,기타 운송관련 서비스업,100,4605117600
330590,"4,305","2,850",-12.69,-19.69,-20.58,-22.52,"242,968,884","6,937",부동산 임대 및 공급업,500,121484442000
280360,"132,000","93,000",+3.75,+19.26,+8.11,-14.17,"9,434,574","10,689",기타 식품 제조업,500,4717287000
286940,"31,500","22,400",+7.86,+7.43,-7.28,+18.63,"15,396,331","4,119","컴퓨터 프로그래밍, 시스템 통합 및 관리업",5000,76981655000
328130,"247,531","22,485",-20.17,-6.78,+194.63,+597.15,"12,381,004","20,403",소프트웨어 개발 및 공급업,500,6190502000
162120,"6,690","3,400",-1.72,-2.73,-14.33,+5.04,"10,989,936",470,기타 전기장비 제조업,500,5494968000
253610,"2,645","1,064",+1.96,-34.97,-40.23,-36.43,"10,104,305",131,기타 전문 도매업,500,5052152500
302550,"22,000","11,750",-11.98,-15.24,+25.84,+25.65,"6,127,616",982,의료용 기기 제조업,500,3063808000
377450,"10,870","6,970",-7.44,-6.44,-20.71,-7.31,"17,330,000","1,208",기타 정보 서비스업,100,1733000000
277070,"10,110","3,435",-0.60,-3.86,-21.08,+38.33,"13,692,000",682,신탁업 및 집합투자업,500,6846000000
219420,"7,750","5,040",-13.10,-8.53,-17.11,-5.44,"11,469,507",578,소프트웨어 개발 및 공급업,100,1146950700
439090,"47,700","20,600",-10.02,+8.70,-,-,"16,378,260","4,193",기타 화학제품 제조업,100,1637826000
195500,"5,500","2,905",-0.30,+3.37,+4.66,+9.95,"15,928,000",537,"도축, 육류 가공 및 저장 처리업",500,7964000000
357430,"4,145","2,565",-9.84,-14.36,-22.15,-23.89,"26,580,000",682,부동산 임대 및 공급업,1000,26580000000
377480,"38,600","11,000",-12.41,+4.72,-24.35,+100.86,"6,133,533","1,429",소프트웨어 개발 및 공급업,500,3066766500
305090,"10,090","3,250",-11.95,-1.38,-31.00,+82.36,"15,636,664","1,002",의료용 기기 제조업,500,7818332000
448780,"6,870","2,160",-0.22,-9.82,-25.00,-,"2,677,680",61,의료용 기기 제조업,500,1338840000
424980,"23,400","12,320",-24.42,-37.21,-41.33,-,"5,918,890",729,반도체 제조업,500,2959445000
267980,"55,400","39,200",+4.75,+7.62,-4.44,-4.14,"7,843,638","3,545",낙농제품 및 식용빙과류 제조업,500,3921819000
377030,"16,800","5,430",-15.47,-28.64,-50.61,-48.11,"19,570,882","1,102",소프트웨어 개발 및 공급업,500,9785441000
100590,"8,900","4,780",-30.46,+11.16,-5.03,+0.37,"15,830,023",867,통신 및 방송 장비 제조업,500,7915011500
215200,"85,800","46,650",+24.85,+29.18,+3.43,-24.01,"11,694,474","7,403",일반 교습 학원,100,1186188000
