,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20210319001137,Y,00124540,대우건설,남,토목사업본부,-,-,-,643,-,318,-,961,18.2,"87,019,000,000","91,000,000",-
1,20210319001137,Y,00124540,대우건설,여,기타,-,-,-,160,-,10,-,170,10.8,"10,555,000,000","62,000,000",-
2,20210319001137,Y,00124540,대우건설,여,토목사업본부,-,-,-,8,-,43,-,51,9.8,"1,863,000,000","37,000,000",-
3,20210319001137,Y,00124540,대우건설,남,주택건축사업본부,-,-,-,"1,208",-,875,-,"2,083",16.0,"172,725,000,000","83,000,000",-
4,20210319001137,Y,00124540,대우건설,여,주택건축사업본부,-,-,-,106,-,218,-,324,12.7,"14,791,000,000","46,000,000",-
5,20210319001137,Y,00124540,대우건설,남,플랜트사업본부,-,-,-,860,-,152,-,"1,012",13.5,"86,905,000,000","86,000,000",-
6,20210319001137,Y,00124540,대우건설,여,플랜트사업본부,-,-,-,47,-,10,-,57,10.2,"3,477,000,000","61,000,000",-
7,20210319001137,Y,00124540,대우건설,남,신사업본부,-,-,-,78,-,3,-,81,17.3,"8,407,000,000","104,000,000",-
8,20210319001137,Y,00124540,대우건설,여,신사업본부,-,-,-,6,-,-,-,6,13.0,"439,000,000","73,000,000",-
9,20210319001137,Y,00124540,대우건설,남,기타,-,-,-,667,-,40,-,707,14.0,"63,035,000,000","89,000,000",-
