,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20210319000967,Y,00152880,코오롱글로벌,남,건설직속,-,-,-,43,-,4,-,47,10년 9월,"4,920,000,000","105,000,000",-
1,20210319000967,Y,00152880,코오롱글로벌,여,상사사업본부,-,-,-,20,-,-,-,20,10년 3월,"981,000,000","49,000,000",-
2,20210319000967,Y,00152880,코오롱글로벌,남,BMW본부,-,-,-,"1,110",-,40,-,"1,150",5년 3월,"74,325,000,000","65,000,000",-
3,20210319000967,Y,00152880,코오롱글로벌,여,BMW본부,-,-,-,102,-,21,-,123,4년 1월,"5,823,000,000","47,000,000",-
4,20210319000967,Y,00152880,코오롱글로벌,남,스포렉스본부,-,-,-,51,-,138,-,189,4년 1월,"6,074,000,000","32,000,000",-
5,20210319000967,Y,00152880,코오롱글로벌,여,스포렉스본부,-,-,-,24,-,128,-,152,2년 12월,"3,324,000,000","22,000,000",-
6,20210319000967,Y,00152880,코오롱글로벌,남,기타,-,-,-,81,-,-,-,81,7년 9월,"10,805,000,000","133,000,000",-
7,20210319000967,Y,00152880,코오롱글로벌,여,기타,-,-,-,26,-,1,-,27,7년 3월,"1,799,000,000","67,000,000",-
8,20210319000967,Y,00152880,코오롱글로벌,여,건설직속,-,-,-,7,-,1,-,8,7년 1월,"472,000,000","59,000,000",-
9,20210319000967,Y,00152880,코오롱글로벌,남,건축본부,-,-,-,436,-,211,-,647,7년 9월,"54,910,000,000","85,000,000",-
10,20210319000967,Y,00152880,코오롱글로벌,여,건축본부,-,-,-,38,-,53,-,91,3년 6월,"4,781,000,000","53,000,000",-
11,20210319000967,Y,00152880,코오롱글로벌,남,인프라본부,-,-,-,274,-,179,-,453,9년 9월,"36,251,000,000","80,000,000",-
12,20210319000967,Y,00152880,코오롱글로벌,여,인프라본부,-,-,-,10,-,17,-,27,3년 12월,"1,019,000,000","38,000,000",-
13,20210319000967,Y,00152880,코오롱글로벌,남,해외사업실,-,-,-,74,-,9,-,83,14년 2월,"9,893,000,000","119,000,000",-
14,20210319000967,Y,00152880,코오롱글로벌,여,해외사업실,-,-,-,5,-,1,-,6,9년 11월,"386,000,000","64,000,000",-
15,20210319000967,Y,00152880,코오롱글로벌,남,상사사업본부,-,-,-,45,-,1,-,46,11년 9월,"4,325,000,000","94,000,000",-
