,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20210405003117,Y,00109693,DL,남,"건설사업부
토목본부",-,-,-,717,-,500,-,"1,217",13.6,"109,836,000,000","90,000,000",-
1,20210405003117,Y,00109693,DL,여,석유화학사업부,-,-,-,27,-,14,-,41,4.6,"1,973,000,000","48,000,000",-
2,20210405003117,Y,00109693,DL,여,"건설사업부
토목본부",-,-,-,27,-,146,-,173,13.4,"7,403,000,000","43,000,000",-
3,20210405003117,Y,00109693,DL,남,"건설사업부
주택본부",-,-,-,962,-,926,-,"1,888",13.2,"154,820,000,000","82,000,000",-
4,20210405003117,Y,00109693,DL,여,"건설사업부
주택본부",-,-,-,74,-,287,-,361,8.8,"17,628,000,000","49,000,000",-
5,20210405003117,Y,00109693,DL,남,"건설사업부
플랜트본부",-,-,-,"1,085",-,162,-,"1,247",13.0,"111,915,000,000","90,000,000",-
6,20210405003117,Y,00109693,DL,여,"건설사업부
플랜트본부",-,-,-,66,-,68,-,134,10.5,"6,855,000,000","51,000,000",-
7,20210405003117,Y,00109693,DL,남,"건설사업부
경영지원본부",-,-,-,340,-,54,-,394,10.5,"41,194,000,000","105,000,000",-
8,20210405003117,Y,00109693,DL,여,"건설사업부
경영지원본부",-,-,-,60,-,10,-,70,9.1,"4,647,000,000","66,000,000",-
9,20210405003117,Y,00109693,DL,남,석유화학사업부,-,-,-,488,-,40,-,528,15.6,"58,971,000,000","112,000,000",-
