,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20210401002874,Y,00148896,OCI홀딩스,남,본사,-,-,-,221,-,4,-,225,-,-,-,-
1,20210401002874,Y,00148896,OCI홀딩스,남,중앙연구소,-,-,-,72,2,1,-,73,-,-,-,-
2,20210401002874,Y,00148896,OCI홀딩스,여,중앙연구소,-,-,-,17,-,-,-,17,-,-,-,-
3,20210401002874,Y,00148896,OCI홀딩스,남,포항공장,-,-,-,253,-,16,-,269,-,-,-,-
4,20210401002874,Y,00148896,OCI홀딩스,여,포항공장,-,-,-,6,-,1,-,7,-,-,-,-
5,20210401002874,Y,00148896,OCI홀딩스,남,중부사업장,-,-,-,4,-,-,-,4,-,-,-,-
6,20210401002874,Y,00148896,OCI홀딩스,여,중부사업장,-,-,-,2,-,-,-,2,-,-,-,-
7,20210401002874,Y,00148896,OCI홀딩스,남,소 계,-,-,-,"1,420",2,27,-,"1,447",15.3,"112,392,000,000","78,000,000",-
8,20210401002874,Y,00148896,OCI홀딩스,여,소 계,-,-,-,87,-,8,1,95,7.1,"4,929,000,000","52,000,000",-
9,20210401002874,Y,00148896,OCI홀딩스,여,본사,-,-,-,53,-,5,1,58,-,-,-,-
10,20210401002874,Y,00148896,OCI홀딩스,남,광양공장,-,-,-,233,-,3,-,236,-,-,-,-
11,20210401002874,Y,00148896,OCI홀딩스,여,광양공장,-,-,-,4,-,-,-,4,-,-,-,-
12,20210401002874,Y,00148896,OCI홀딩스,남,군산공장,-,-,-,522,-,2,-,524,-,-,-,-
13,20210401002874,Y,00148896,OCI홀딩스,여,군산공장,-,-,-,3,-,2,-,5,-,-,-,-
14,20210401002874,Y,00148896,OCI홀딩스,남,익산공장,-,-,-,100,-,1,-,101,-,-,-,-
15,20210401002874,Y,00148896,OCI홀딩스,여,익산공장,-,-,-,2,-,-,-,2,-,-,-,-
16,20210401002874,Y,00148896,OCI홀딩스,남,익산단열재공장,-,-,-,15,-,-,-,15,-,-,-,-
