,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20210608000200,Y,00129235,삼화왕관,남,CAP,-,-,-,183,-,17,-,200,10.7 ,"12,711,000,000","64,000,000",-
1,20210608000200,Y,00129235,삼화왕관,여,CAP,-,-,-,17,-,1,-,18,9.6 ,"706,000,000","39,000,000",-
