,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20210330001578,Y,00106368,금호석유화학,남,본사,-,-,-,277,-,6,-,283,12.0,"31,237,000,000","110,000,000",-
1,20210330001578,Y,00106368,금호석유화학,여,전자소재,-,-,-,1,-,-,-,1,15.3,"59,000,000","59,000,000",-
2,20210330001578,Y,00106368,금호석유화학,남,중앙연구소,-,-,-,159,-,8,-,167,12.6,"16,925,000,000","101,000,000",-
3,20210330001578,Y,00106368,금호석유화학,여,중앙연구소,-,-,-,29,-,5,-,34,10.1,"2,460,000,000","72,000,000",-
4,20210330001578,Y,00106368,금호석유화학,남,건자재,-,-,-,16,-,-,-,16,11.3,"1,205,000,000","75,000,000",-
5,20210330001578,Y,00106368,금호석유화학,여,건자재,-,-,-,2,-,-,-,2,6.7,"78,000,000","39,000,000",-
6,20210330001578,Y,00106368,금호석유화학,여,본사,-,-,-,78,-,37,-,115,11.2,"8,051,000,000","70,000,000",-
7,20210330001578,Y,00106368,금호석유화학,남,울산수지,-,-,-,175,-,9,-,184,20.8,"20,115,000,000","109,000,000",-
8,20210330001578,Y,00106368,금호석유화학,여,울산수지,-,-,-,11,-,1,-,12,11.0,"681,000,000","57,000,000",-
9,20210330001578,Y,00106368,금호석유화학,남,울산고무,-,-,-,161,-,6,-,167,17.0,"17,841,000,000","107,000,000",-
10,20210330001578,Y,00106368,금호석유화학,여,울산고무,-,-,-,9,-,2,-,11,6.7,"618,000,000","56,000,000",-
11,20210330001578,Y,00106368,금호석유화학,남,여수공장,-,-,-,300,-,18,-,318,17.1,"34,219,000,000","108,000,000","에너지, 정밀화학 포함"
12,20210330001578,Y,00106368,금호석유화학,여,여수공장,-,-,-,17,-,2,-,19,7.1,"872,000,000","46,000,000","에너지, 정밀화학 포함"
13,20210330001578,Y,00106368,금호석유화학,남,전자소재,-,-,-,16,-,-,-,16,10.6,"1,145,000,000","72,000,000",-
