,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20210311001118,Y,00104856,삼성증권,남,위탁매매,-,-,-,473,-,1,-,474, 14.8,"85,215,000,000","179,000,000",-
1,20210311001118,Y,00104856,삼성증권,여,기타,-,-,-,492,50,70,49,562,     9.1,"46,220,000,000","82,000,000",-
2,20210311001118,Y,00104856,삼성증권,여,위탁매매,-,-,-,419,5,-,-,419, 12.6,"50,773,000,000","121,000,000",-
3,20210311001118,Y,00104856,삼성증권,남,기업금융,-,-,-,82,-,64,-,146,   4.1,"21,572,000,000","147,000,000",-
4,20210311001118,Y,00104856,삼성증권,여,기업금융,-,-,-,25,-,7,-,32,  4.2,"2,967,000,000","92,000,000",-
5,20210311001118,Y,00104856,삼성증권,남,자기매매,-,-,-,58,-,15,-,73,   5.6,"13,047,000,000","178,000,000",-
6,20210311001118,Y,00104856,삼성증권,여,자기매매,-,-,-,14,-,1,-,15,  6.5,"1,762,000,000","117,000,000",-
7,20210311001118,Y,00104856,삼성증권,남,기업영업,-,-,-,53,-,7,-,60,8.8,"9,786,000,000","163,000,000",-
8,20210311001118,Y,00104856,삼성증권,여,기업영업,-,-,-,40,-,2,-,42,       7.7,"3,708,000,000","88,000,000",-
9,20210311001118,Y,00104856,삼성증권,남,기타,-,-,-,693,-,14,-,707,   11.5,"95,579,000,000","135,000,000",-
