,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20210309000603,Y,00126186,삼성에스디에스,남,IT혁신사업부,-,-,-,"1,969",-,-,-,"1,969",16.9 ,-,-,-
1,20210309000603,Y,00126186,삼성에스디에스,여,금융IT사업부,-,-,-,230,1,1,-,231,9.6 ,-,-,-
2,20210309000603,Y,00126186,삼성에스디에스,남,물류사업부,-,-,-,271,-,1,-,272,13.9 ,-,-,-
3,20210309000603,Y,00126186,삼성에스디에스,여,물류사업부,-,-,-,90,2,-,-,90,9.5 ,-,-,-
4,20210309000603,Y,00126186,삼성에스디에스,남,보안사업부,-,-,-,223,-,-,-,223,12.2 ,-,-,-
5,20210309000603,Y,00126186,삼성에스디에스,여,보안사업부,-,-,-,49,-,-,-,49,10.0 ,-,-,-
6,20210309000603,Y,00126186,삼성에스디에스,남,개발실,-,-,-,"1,838",-,2,-,"1,840",13.5 ,-,-,-
7,20210309000603,Y,00126186,삼성에스디에스,여,개발실,-,-,-,635,10,1,-,636,10.7 ,-,-,-
8,20210309000603,Y,00126186,삼성에스디에스,남,연구소,-,-,-,169,-,4,-,173,9.1 ,-,-,-
9,20210309000603,Y,00126186,삼성에스디에스,여,연구소,-,-,-,62,2,1,-,63,9.0 ,-,-,-
10,20210309000603,Y,00126186,삼성에스디에스,남,기타,-,-,-,769,-,9,-,778,15.4 ,-,-,-
11,20210309000603,Y,00126186,삼성에스디에스,여,IT혁신사업부,-,-,-,743,17,1,-,744,12.7 ,-,-,-
12,20210309000603,Y,00126186,삼성에스디에스,여,기타,-,-,-,307,22,7,-,314,12.2 ,-,-,-
13,20210309000603,Y,00126186,삼성에스디에스,남,성별 합계,-,-,-,"9,363",-,20,-,"9,383",13.4 ,"980,047,000,000","104,000,000",-
14,20210309000603,Y,00126186,삼성에스디에스,여,성별 합계,-,-,-,"2,924",75,16,-,"2,940",10.1 ,"245,346,000,000","83,000,000",-
15,20210309000603,Y,00126186,삼성에스디에스,남,클라우드사업부,-,-,-,"1,900",-,2,-,"1,902",15.6 ,-,-,-
16,20210309000603,Y,00126186,삼성에스디에스,여,클라우드사업부,-,-,-,383,5,2,-,385,11.4 ,-,-,-
17,20210309000603,Y,00126186,삼성에스디에스,남,솔루션사업부,-,-,-,613,-,2,-,615,15.3 ,-,-,-
18,20210309000603,Y,00126186,삼성에스디에스,여,솔루션사업부,-,-,-,169,12,2,-,171,11.8 ,-,-,-
19,20210309000603,Y,00126186,삼성에스디에스,남,인텔리전트팩토리사업부,-,-,-,"1,023",-,-,-,"1,023",13.4 ,-,-,-
20,20210309000603,Y,00126186,삼성에스디에스,여,인텔리전트팩토리사업부,-,-,-,256,4,1,-,257,10.8 ,-,-,-
21,20210309000603,Y,00126186,삼성에스디에스,남,금융IT사업부,-,-,-,588,-,-,-,588,12.3 ,-,-,-
