,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20210330001143,Y,00103042,케이씨티시,남,CNTR운송부문,-,-,-,102,-,7,1,109,20년 05개월,"6,975,367,000","63,994,000","문태룡상무, 석용호상무
 정영식상무"
1,20210330001143,Y,00103042,케이씨티시,여,기타부문,-,-,-,10,-,1,-,11,20년 04개월,"551,110,000","50,101,000",-
2,20210330001143,Y,00103042,케이씨티시,여,CNTR운송부문,-,-,-,29,-,1,1,30,23년 06개월,"1,545,775,000","51,526,000",-
3,20210330001143,Y,00103042,케이씨티시,남,"하역, 중량물부분",-,-,-,72,-,5,-,77,16년 08개월,"4,844,737,000","62,919,000",최상집전무
4,20210330001143,Y,00103042,케이씨티시,여,"하역, 중량물부분",-,-,-,6,-,1,-,7,14년 08개월,"345,344,000","49,335,000",-
5,20210330001143,Y,00103042,케이씨티시,남,"CY,CFS부문",-,-,-,12,-,3,-,15,19년 07개월,"882,542,000","55,159,000",노조전임자 1명 포함
6,20210330001143,Y,00103042,케이씨티시,여,"CY,CFS부문",-,-,-,2,-,0,-,2,24년 08개월,"104,981,000","52,491,000",-
7,20210330001143,Y,00103042,케이씨티시,남,소화물부문,-,-,-,86,-,10,-,96,05년 00개월,"5,025,449,000","52,348,000",이영근부사장
8,20210330001143,Y,00103042,케이씨티시,여,소화물부문,-,-,-,5,-,10,-,15,04년 03개월,"515,785,000","34,386,000",-
9,20210330001143,Y,00103042,케이씨티시,남,기타부문,-,-,-,35,-,5,-,40,17년 07개월,"2,840,063,000","71,002,000","류주환부사장, 박현배상무,
 김천용상무, 안병현상무"
