,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20220317000545,Y,00122825,인스코비,남,공통사업부,-,-,-,13,-,-,-,13,3.4,"1,126,142,000","86,626,000",-
1,20220317000545,Y,00122825,인스코비,여,MVNO사업부,-,-,-,3,-,-,-,3,12.2,"176,218,000","58,739,000",-
2,20220317000545,Y,00122825,인스코비,여,공통사업부,-,-,-,3,-,-,-,3,2.8,"102,701,000","34,234,000",-
3,20220317000545,Y,00122825,인스코비,남,스마트그리드부,-,-,-,17,-,-,-,17,3.4,"927,933,000","54,584,000",-
4,20220317000545,Y,00122825,인스코비,여,스마트그리드부,-,-,-,-,-,-,-,-,　-,"19,432,000",-,-
5,20220317000545,Y,00122825,인스코비,남,시계사업부,-,-,-,2,-,-,-,2,13.4,"104,369,000","52,185,000",-
6,20220317000545,Y,00122825,인스코비,여,시계사업부,-,-,-,2,-,-,-,2,0.9,"48,350,000","24,175,000",-
7,20220317000545,Y,00122825,인스코비,남,유통사업부,-,-,-,7,-,-,-,7,3.9,"568,000,000","81,143,000",-
8,20220317000545,Y,00122825,인스코비,여,유통사업부,-,-,-,3,-,-,-,3,1.2,"137,975,000","45,992,000",-
9,20220317000545,Y,00122825,인스코비,남,MVNO사업부,-,-,-,10,-,-,-,10,8.0,"625,257,000","62,526,000",-
