,회사명,corp_code,stock_code,연도,ESG,재무제표,부채총계,영업이익,법인세차감전 순이익
1961,유니켐,00137207,011330,2020,B,"285,803,950,387","182,219,406,004","15,329,617,765","11,134,728,876"
1962,STX,00138297,011810,2020,B,"650,840,000,000","543,156,000,000","-587,000,000","-10,080,000,000"
1963,신성이엔지,00136271,011930,2020,B,"423,441,771,144","231,976,448,489","18,509,433,226","3,383,949,751"
1964,DB,00163345,012030,2020,B,"472,491,491,069","158,786,944,335","26,874,196,003","11,661,640,010"
1965,영흥,00141477,012160,2020,B,"337,720,310,929","191,137,321,473","-22,410,093,338","-23,644,151,972"
1966,더존비즈온,00172291,012510,2020,B,"804,070,786,659","406,089,762,003","76,728,669,433","72,966,269,033"
1967,모나리자,00173102,012690,2020,B,"91,311,098,533","20,100,121,674","9,334,233,000","10,276,698,280"
1968,일성건설,00146232,013360,2020,B,"298,510,507,954","208,208,371,164","10,280,800,754","4,160,982,043"
1969,디와이,00117179,013570,2020,B,"795,605,264,678","328,425,724,543","41,721,199,991","14,582,293,105"
1970,영보화학,00140779,014440,2020,B,"174,719,741,281","27,197,470,265","2,466,891,599","2,201,232,101"
1971,극동유화,00105156,014530,2020,B,"292,655,447,721","119,909,003,270","14,308,599,806","9,052,362,098"
1972,사조씨푸드,00124780,014710,2020,B,"311,639,371,380","100,810,804,405","10,784,110,993","10,813,703,903"
1973,동원시스템즈,00132637,014820,2020,B,"1,255,817,451,246","639,356,720,600","97,672,315,873","85,327,284,094"
1974,대창단조,00112679,015230,2020,B,"247,240,845,931","50,037,510,035","19,155,924,498","21,115,606,373"
1975,태경산업,00153339,015890,2020,B,"541,292,144,059","195,690,171,889","15,910,953,228","16,096,625,885"
1976,대현,00113614,016090,2020,B,"252,923,294,206","49,378,450,233","7,131,061,701","11,249,764,120"
1977,한세예스24홀딩스,00161976,016450,2020,B,"1,840,012,735,335","1,094,228,155,664","81,651,030,400","68,353,894,761"
1978,환인제약,00166573,016580,2020,B,"329,559,588,261","32,957,380,566","28,418,311,692","31,081,793,160"
1979,대성홀딩스,00108940,016710,2020,B,"1,181,125,454,544","599,463,866,516","25,418,534,398","57,411,768,455"
1980,두올,00119672,016740,2020,B,"405,736,362,822","222,317,126,586","20,277,140,352","13,272,655,690"
1981,퍼시스,00161709,016800,2020,B,"498,942,806,587","38,017,302,078","25,718,753,228","46,717,326,994"
1982,웅진,00143651,016880,2020,B,"1,087,018,285,071","897,850,725,655","20,719,906,311","-11,146,795,209"
1983,명문제약,00121039,017180,2020,B,"243,025,042,909","152,250,253,580","-28,964,038,575","-27,294,510,984"
1984,우신시스템,00142883,017370,2020,B,"324,516,701,631","224,284,592,348","-3,556,316,279","-10,796,373,658"
1985,광전자,00152729,017900,2020,B,"243,369,782,680","42,098,516,463","-7,841,404,443","-16,186,463,680"
1986,조일알미늄,00149239,018470,2020,B,"274,904,169,512","163,031,549,439","-4,028,209,012","-9,362,531,038"
1987,신풍제약,00137359,019170,2020,B,"492,915,057,237","112,819,609,229","7,845,515,554","8,339,789,544"
1988,티에이치엔,00118965,019180,2020,B,"279,629,755,572","212,845,604,835","8,853,766,026","-16,582,653,071"
1989,키다리스튜디오,00140131,020120,2020,B,"48,155,283,189","20,963,820,258","4,586,128,252","141,879,615"
1990,일진디스플,00198697,020760,2020,B,"113,893,785,695","85,519,735,577",-,-
1991,서원,00131197,021050,2020,B,"225,954,131,352","120,382,589,673","7,779,495,533","-3,047,654,091"
1992,MH에탄올,00121534,023150,2020,B,"449,679,365,546","369,253,870,702","15,781,923,138","5,062,468,165"
1993,한국종합기술,00159500,023350,2020,B,"332,119,486,789","194,606,581,902","4,589,794,846","8,733,217,491"
1994,대원화성,00112022,024890,2020,B,"129,796,348,783","53,771,259,215","348,221,278","-1,699,982,981"
1995,에스제이엠홀딩스,00181943,025530,2020,B,"308,348,207,824","60,442,218,629","6,417,568,301","9,268,671,662"
1996,이구산업,00145464,025820,2020,B,"271,665,261,199","169,397,042,452","5,874,868,957","2,390,181,295"
1997,남해화학,00107987,025860,2020,B,"589,444,547,288","136,525,967,184",-,-
1998,세하,00133706,027970,2020,B,"189,544,428,072","101,773,515,066","21,056,356,849","17,188,181,258"
1999,케이씨,00209780,029460,2020,B,"873,398,777,467","214,407,497,246","76,070,896,675","83,113,797,245"
2000,롯데관광개발,00231372,032350,2020,B,"1,198,450,486,219","972,349,830,072","-71,384,718,491","-81,541,126,139"
2001,유나이티드,00158963,033270,2020,B,"353,433,062,527","76,542,018,608","40,125,938,480","35,650,281,890"
2002,세종공업,00134510,033530,2020,B,"1,158,750,683,420","770,626,000,365","-6,166,002,831","-20,106,188,926"
2003,무학,00121543,033920,2020,B,"598,757,759,430","74,005,602,463","2,039,743,203","18,312,176,748"
2004,SBS,00130772,034120,2020,B,"1,169,090,150,715","597,980,909,976","66,729,411,883","-73,881,072,100"
2005,상신브레이크,00129642,041650,2020,B,"440,014,845,389","269,841,443,317","7,857,510,534","2,119,013,021"
2006,유니온머티리얼,00369833,047400,2020,B,"184,455,804,956","101,282,697,082","94,319,681","-1,937,566,482"
2007,우진플라임,00303217,049800,2020,B,"267,621,933,339","206,845,325,711","9,434,363,974","6,099,273,126"
2008,한전KPS,00159218,051600,2020,B,"1,349,869,091,450","298,187,344,931","135,401,954,143","110,986,762,293"
2009,다스코,00353878,058730,2020,B,"249,543,946,307","130,077,408,409","-7,198,731,514","-9,735,168,518"
2010,SNT모티브,00398792,064960,2020,B,"1,092,927,846,387","332,203,456,611","89,382,362,691","74,405,786,159"
2011,대호에이엘,00428729,069460,2020,B,"101,175,472,248","73,758,018,949","2,592,046,131","746,584,185"
2012,하이스틸,00435312,071090,2020,B,"239,658,334,649","113,613,390,343","290,643,343","-1,213,549,399"
2013,코아스,00210856,071950,2020,B,"73,236,024,489","49,248,699,748","-2,100,348,365","-1,750,397,540"
2014,STX중공업,00406046,071970,2020,B,"467,363,345,753","293,443,429,841","2,319,414,956","-10,196,899,145"
2015,유니퀘스트,00414601,077500,2020,B,"379,977,750,281","143,296,165,575","9,010,532,063","24,338,551,445"
2016,그린케미칼,00454946,083420,2020,B,"176,839,792,647","63,603,656,000","14,708,305,934","12,682,940,005"
2017,대한제강,00113225,084010,2020,B,"944,860,967,703","396,483,254,650","81,806,922,399","70,886,946,704"
2018,동양고속,00540641,084670,2020,B,"167,885,900,251","60,838,463,226","-22,122,997,232","-19,706,123,755"
2019,티비에이치글로벌,00409672,084870,2020,B,"175,534,400,772","67,853,619,651","-6,925,018,115","-30,324,658,464"
2020,평화산업,00573579,090080,2020,B,"203,154,749,775","177,600,642,418","-7,210,668,652","-7,671,538,017"
2021,티웨이항공,00671376,091810,2020,B,"705,789,065,275","588,803,293,162","-174,310,213,064","-175,457,462,821"
2022,KEC,00589127,092220,2020,B,"368,345,953,226","199,573,552,705","-2,337,589,190","-44,630,422,915"
2023,KPX홀딩스,00587466,092230,2020,B,"1,698,659,220,590","361,946,206,728","79,113,691,493","88,938,173,434"
2024,동양피스톤,00117726,092780,2020,B,"346,056,812,079","250,480,374,863","1,707,845,044","-6,287,575,063"
2025,LF,00593032,093050,2020,B,"2,479,439,883,815","1,065,019,216,335","77,067,170,451","54,479,572,049"
2026,AJ네트웍스,00365387,095570,2020,B,"1,588,170,350,000","1,300,162,539,894","21,089,140,851","-18,504,130,352"
2027,JW홀딩스,00632304,096760,2020,B,"1,113,573,849,001","789,222,442,962","37,328,838,793","23,597,901,289"
2028,비상교육,00520887,100220,2020,B,"263,230,581,094","67,288,899,564","-14,856,788,466","-16,913,291,072"
2029,SNT에너지,00648721,100840,2020,B,"335,351,656,753","99,578,946,528","23,125,971,231","13,630,736,509"
2030,해태제과식품,00428321,101530,2020,B,"621,172,370,379","357,456,830,445","33,888,094,701","20,268,541,876"
2031,이연제약,00145598,102460,2020,B,"317,609,837,018","87,520,569,279","4,149,719,254","4,367,688,937"
2032,한국철강,00687711,104700,2020,B,"868,775,457,581","171,944,787,065","35,114,026,401","4,249,514,774"
2033,한세실업,00728638,105630,2020,B,"1,021,055,617,765","599,703,859,286","64,864,260,293","70,398,936,764"
2034,우진,00173944,105840,2020,B,"240,174,509,124","73,838,366,291","1,461,580,784","41,450,883,870"
2035,컨버즈,00753643,109070,2020,B,"32,146,507,443","24,623,436,837","-4,860,721,722","-6,392,973,022"
2036,씨에스윈드,00670340,112610,2020,B,"880,657,688,570","437,128,951,622","97,574,461,877","57,800,990,084"
2037,대성에너지,00787376,117580,2020,B,"702,116,962,104","387,705,959,104","26,277,003,937","18,515,639,195"
2038,아이마켓코리아,00360142,122900,2020,B,"1,110,821,080,034","693,884,810,290","40,515,731,617","38,770,751,806"
2039,한국화장품,00823429,123690,2020,B,"75,378,061,752","45,859,374,905","-16,993,356,942","-7,107,394,770"
2040,에스제이엠,00815369,123700,2020,B,"224,918,994,878","51,271,896,340","6,791,254,015","7,877,532,803"
2041,인터지스,00151368,129260,2020,B,"385,984,504,452","196,810,354,438","7,656,359,253","7,533,413,240"
2042,화인베스틸,00661847,133820,2020,B,"177,774,671,321","101,455,439,664","-12,993,802,991","-16,138,116,147"
2043,핸즈코퍼레이션,00119140,143210,2020,B,"844,136,126,604","529,391,928,007","-5,203,498,800","-7,039,844,588"
2044,덴티움,00526599,145720,2020,B,"510,235,858,597","281,634,964,103","39,595,641,081","26,054,421,980"
2045,DSR,00110608,155660,2020,B,"252,937,447,385","89,984,972,820","12,075,679,671","11,362,912,638"
2046,더블유게임즈,01010110,192080,2020,B,"1,023,166,745,928","95,278,855,777","194,184,071,689","169,069,173,345"
2047,쿠쿠홀딩스,00132354,192400,2020,B,"921,534,394,518","164,151,831,973","102,342,513,053","133,530,952,394"
2048,디와이파워,01059605,210540,2020,B,"287,809,530,580","98,753,238,969","35,532,866,703","35,204,456,897"
2049,LS전선아시아,01093007,229640,2020,B,"416,558,419,110","267,665,701,082","16,082,164,575","12,274,106,997"
2050,JW생명과학,00225706,234080,2020,B,"214,402,015,696","81,908,138,577","39,450,540,332","22,740,408,792"
2051,샘표식품,01167056,248170,2020,B,"268,629,470,251","76,452,195,861","42,800,583,684","41,758,149,473"
2052,크라운제과,01205329,264900,2020,B,"327,040,458,032","174,367,096,569","23,452,545,816","20,092,124,340"
2053,케이씨텍,01261893,281820,2020,B,"407,295,413,417","59,490,143,261","56,138,474,759","53,567,245,740"
2054,쿠쿠홈시스,01267684,284740,2020,B,"704,890,676,288","177,531,855,072","119,405,794,436","108,706,186,561"
2055,하나제약,00248974,293480,2020,B,"276,579,303,713","44,197,791,332","31,675,087,983","28,495,373,125"
2056,HDC현대산업개발,01310269,294870,2020,B,"6,116,097,910,011","3,373,063,231,937","585,721,101,017","347,606,832,690"
2057,자이에스앤디,00367844,317400,2020,B,"413,286,395,055","250,743,153,961","27,342,268,483","27,187,665,762"
2058,솔루스첨단소재,01412822,336370,2020,B,"841,168,486,543","351,309,828,513","30,385,573,962","-2,277,481,410"
2059,포스코엠텍,00128111,009520,2020,B,"130,303,408,273","33,902,814,084","11,611,240,621","12,359,588,207"
2060,오리콤,00141671,010470,2020,B,"172,323,658,779","90,243,817,917","1,032,712,926","1,064,840,097"
2061,원익홀딩스,00216647,030530,2020,B,"1,650,665,108,747","507,304,769,088","86,703,656,424","41,113,624,784"
2062,다우데이타,00238782,032190,2020,B,"38,997,606,367,967","35,679,440,126,580","1,055,322,547,887","1,032,433,439,151"
2063,케이엠더블유,00226352,032500,2020,B,"391,104,209,515","145,115,168,894","32,661,999,038","24,200,510,617"
2064,파라다이스,00171265,034230,2020,B,"3,313,512,458,993","1,879,962,245,119","-86,150,819,625","-175,415,815,614"
2065,JYP Ent.,00258689,035900,2020,B,"223,949,702,666","37,702,367,193","44,136,482,815","37,987,823,328"
2066,솔브레인홀딩스,00247975,036830,2020,B,"1,339,377,713,537","303,291,220,254","16,575,356,469","68,898,891,751"
2067,삼표시멘트,00239639,038500,2020,B,"1,349,298,506,487","706,380,743,211","61,678,605,723","26,114,672,820"
2068,에스엠,00260930,041510,2020,B,"1,068,872,535,478","452,733,816,018","6,495,064,093","-40,569,580,031"
2069,코미팜,00187415,041960,2020,B,"121,912,527,790","43,811,850,764","-2,174,864,688","-3,956,597,678"
2070,SBS콘텐츠허브,00280688,046140,2020,B,"195,284,638,326","42,839,759,959","7,236,537,047","15,107,651,337"
2071,인터플렉스,00369170,051370,2020,B,"327,916,556,709","157,942,130,072","-27,737,035,646","-34,389,037,857"
2072,한국정보인증,00306454,053300,2020,B,"118,767,768,657","28,061,496,390","10,421,377,814","12,566,497,547"
2073,이니텍,00353610,053350,2020,B,"256,870,838,502","54,765,164,733","-600,077,936","-401,991,666"
2074,신화인터텍,00228350,056700,2020,B,"176,253,207,787","77,699,494,666","8,114,705,243","3,773,849,756"
2075,KT서브마린,00225742,060370,2020,B,"116,812,532,468","14,032,159,814","-4,141,603,459","2,018,773,354"
2076,드림어스컴퍼니,00364467,060570,2020,B,"172,443,439,357","76,642,040,389","-11,888,921,989","-25,048,195,496"
2077,KH바텍,00378628,060720,2020,B,"294,887,205,322","119,670,297,346","3,527,629,021","-14,917,502,870"
2078,티씨케이,00245472,064760,2020,B,"308,578,502,890","38,114,183,861","80,266,434,396","80,232,997,070"
2079,아프리카TV,00399694,067160,2020,B,"292,037,611,328","144,478,287,914","50,413,528,348","47,535,022,166"
2080,웹젠,00405320,069080,2020,B,"542,700,243,820","108,011,990,694","108,261,982,828","116,071,306,702"
2081,국일제지,00104573,078130,2020,B,"127,319,695,801","58,103,461,889","442,998,783","3,057,258,290"
2082,컴투스,00476498,078340,2020,B,"1,049,132,498,425","72,024,414,178","114,117,329,578","103,583,514,545"
2083,대주전자재료,00177816,078600,2020,B,"206,009,387,091","118,766,378,477","9,021,433,663","5,697,716,572"
2084,유진테크,00531014,084370,2020,B,"293,959,661,022","44,957,125,250","22,286,444,623","17,482,239,854"
2085,헬릭스미스,00359395,084990,2020,B,"478,137,237,730","197,780,491,784","-55,078,578,435","-68,107,974,789"
2086,파트론,00490151,091700,2020,B,"605,213,735,919","207,558,026,615","41,941,794,627","29,795,267,075"
2087,테스,00524421,095610,2020,B,"274,869,980,924","38,369,231,736","31,679,674,235","38,496,599,447"
2088,코오롱생명과학,00525642,102940,2020,B,"248,337,693,603","190,380,560,526","-25,835,487,482","-43,195,228,749"
2089,위메이드,00444329,112040,2020,B,"321,988,256,236","52,852,580,145","-12,461,013,679","-14,245,919,737"
2090,와이지엔터테인먼트,00613318,122870,2020,B,"542,817,503,814","120,265,898,833","10,748,005,141","20,494,267,327"
2091,피엔티,00612294,137400,2020,B,"435,428,127,687","310,531,007,761","55,300,226,026","43,732,138,057"
2092,휴젤,00888347,145020,2020,B,"956,344,165,833","162,275,491,387","78,059,792,591","69,337,506,975"
2093,KG ETS,00366137,151860,2020,B,"2,558,371,875,406","1,508,236,828,519","19,057,664,833","32,047,153,188"
2094,콜마비앤에이치,01032404,200130,2020,B,"507,956,738,744","180,364,126,261","109,157,421,189","109,672,947,643"
2095,클래시스,01061327,214150,2020,B,"137,526,116,368","13,769,236,723","40,608,569,011","39,293,367,704"
2096,파마리서치,00970453,214450,2020,B,"319,831,469,290","55,420,018,593","33,425,871,945","39,537,256,822"
2097,골프존,01067516,215000,2020,B,"367,293,667,416","141,722,974,925","51,572,914,217","48,705,922,316"
2098,인크로스,00819073,216050,2020,B,"179,307,690,932","104,777,537,774","14,847,198,536","14,763,379,376"
2099,휴온스,01159853,243070,2020,B,"416,501,439,509","172,997,479,860","54,124,952,323","71,542,308,052"
2100,에코프로비엠,01160363,247540,2020,B,"798,986,124,781","331,668,500,645","54,769,281,487","47,617,844,012"
2101,스튜디오드래곤,01168684,253450,2020,B,"757,299,504,134","147,952,225,200","49,117,055,975","41,536,199,484"
2102,펄어비스,01152470,263750,2020,B,"897,191,642,084","260,280,600,086","157,293,742,558","141,975,914,569"
2103,이녹스첨단소재,01237540,272290,2020,B,"318,623,157,887","116,142,313,142","43,835,353,744","32,218,277,181"
2104,와이즈버즈,01236532,273060,2020,B,"66,629,732,793","30,182,118,450","1,281,057,846","-2,419,753,899"
2105,천보,00897752,278280,2020,B,"260,701,295,701","36,151,209,798",-,-
2106,에이비엘바이오,01256864,298380,2020,B,"99,894,442,393","9,229,815,959","-59,647,069,177","-55,605,916,023"
2107,KR모터스,00112378,000040,2020,C,"155,873,460,967","106,028,407,315","1,219,023,916","-11,386,267,112"
2108,경방,00101628,000050,2020,C,"1,264,902,051,181","522,972,243,564","21,853,996,547","22,683,044,505"
2109,성창기업지주,00133335,000180,2020,C,"707,392,786,834","174,455,181,975","8,033,442,422","7,478,494,657"
2110,대유플러스,00126089,000300,2020,C,"473,118,284,651","352,222,461,499","14,542,186,822","-4,382,389,629"
2111,영풍,00141307,000670,2020,C,"5,000,855,951,482","1,288,719,462,715","46,683,478,556","153,822,674,413"
2112,LS네트웍스,00104698,000680,2020,C,"1,228,401,794,045","735,193,128,500","-32,273,793,595","-12,925,240,655"
2113,이화산업,00145686,000760,2020,C,"283,394,472,679","108,885,682,293","-3,486,085,832","-6,334,322,745"
2114,보해양조,00123541,000890,2020,C,"149,117,625,674","70,469,241,242","1,747,504,778","1,144,003,136"
2115,전방,00147222,000950,2020,C,"373,432,831,320","233,102,954,109","-17,955,083,634","-24,897,317,816"
2116,한국주철관공업,00159573,000970,2020,C,"357,526,156,760","73,142,233,123","11,342,786,661","12,686,220,165"
2117,대한방직,00112970,001070,2020,C,"213,793,932,924","77,489,052,199","3,550,300,015","3,877,975,264"
2118,만호제강,00120872,001080,2020,C,"249,750,178,792","17,451,273,983","-366,010,135","2,074,876,988"
2119,남광토건,00107066,001260,2020,C,"204,018,820,097","137,716,864,160","15,215,334,844","13,748,994,667"
2120,삼성제약,00126414,001360,2020,C,"178,725,958,079","56,810,737,774","-10,044,140,581","-39,876,978,917"
2121,SG글로벌,00152039,001380,2020,C,"198,865,921,890","72,419,539,465","4,795,750,207","370,057,444"
2122,KG케미칼,00101220,001390,2020,C,"4,323,538,345,059","2,815,857,533,956","242,958,171,678","211,426,355,232"
2123,태원물산,00154055,001420,2020,C,"38,295,003,548","6,676,000,862","-843,370,516","-284,791,223"
2124,삼부토건,00125974,001470,2020,C,"459,413,597,646","300,131,647,810","-7,849,588,856","-21,040,909,066"
2125,동양,00117337,001520,2020,C,"996,760,196,202","217,173,925,495","-7,551,089,878","-10,643,625,882"
2126,디아이동일,00118345,001530,2020,C,"882,559,327,707","365,891,603,581","26,370,789,955","30,836,344,096"
2127,조비,00148948,001550,2020,C,"87,855,328,252","36,652,318,324","3,815,673,132","2,454,289,595"
2128,제일연마,00148461,001560,2020,C,"98,714,751,683","12,767,542,288","3,580,341,999","4,405,265,281"
2129,금양,00106119,001570,2020,C,"219,851,714,051","140,057,910,631","6,728,420,732","-3,582,645,513"
2130,케이비아이동국실업,00114765,001620,2020,C,"566,142,150,316","396,370,266,115","-20,831,644,526","-17,206,331,886"
2131,알루코,00117027,001780,2020,C,"701,423,267,928","439,521,685,541","24,769,915,832","-30,808,782,605"
2132,삼화콘덴서공업,00129350,001820,2020,C,"234,968,255,221","60,145,258,771","27,097,501,736","27,396,750,081"
2133,고려산업,00102751,002140,2020,C,"216,577,001,107","113,937,778,871","9,182,830,145","9,336,190,495"
2134,동성제약,00116268,002210,2020,C,"125,718,174,655","70,770,129,193","-3,670,772,331","-10,805,884,888"
2135,한일철강,00163196,002220,2020,C,"295,057,911,819","146,274,692,213","-4,237,473,773","-3,941,342,610"
2136,범양건영,00122694,002410,2020,C,"152,611,698,919","76,477,865,887","12,006,624,982","8,654,003,369"
2137,세기상사,00133618,002420,2020,C,"40,517,198,620","19,870,636,733","-1,202,523,191","-1,536,832,840"
2138,삼익악기,00127857,002450,2020,C,"622,371,933,956","399,474,700,852","20,180,616,325","14,193,695,703"
2139,조흥,00149345,002600,2020,C,"248,313,868,671","115,083,266,106","11,787,348,030","8,786,847,794"
2140,오리엔트바이오,00141626,002630,2020,C,"75,938,801,986","23,381,006,153","-12,361,005,153","-12,910,085,396"
2141,동일제강,00118451,002690,2020,C,"148,570,301,657","18,773,914,082","-127,294,572","311,590,568"
2142,신일전자,00173698,002700,2020,C,"110,598,654,315","35,333,284,305","6,236,116,006","10,922,148,268"
2143,보락,00123107,002760,2020,C,"54,109,128,575","10,107,183,294","144,347,483","267,855,142"
2144,진흥기업,00150828,002780,2020,C,"282,917,478,060","164,069,256,797","14,680,716,277","14,197,715,189"
2145,미원상사,00121932,002840,2020,C,"328,954,822,818","61,380,690,918","42,883,951,043","62,499,371,716"
2146,대유에이텍,00149804,002880,2020,C,"1,166,526,680,240","927,237,547,230","45,441,403,491","31,000,680,166"
2147,유성기업,00174004,002920,2020,C,"411,316,942,346","116,177,970,037","-1,513,823,202","-3,657,215,413"
2148,금호건설,00106313,002990,2020,C,"1,377,242,594,074","986,951,983,186","81,217,411,079","24,061,649,108"
2149,부광약품,00123718,003000,2020,C,"400,968,741,555","129,777,604,981","4,028,150,006","-8,299,644,577"
2150,일성신약,00146214,003120,2020,C,"371,224,515,736","23,748,422,539","-1,947,784,508","4,416,917,385"
2151,한국화장품제조,00160621,003350,2020,C,"77,657,827,819","33,387,006,219","-2,178,203,055","-3,906,957,494"
2152,아이에이치큐,00154426,003560,2020,C,"146,319,857,109","27,655,370,330","-16,226,862,450","-14,696,551,860"
2153,방림,00122348,003610,2020,C,"236,854,131,226","44,904,870,692","-1,342,292,874","6,490,766,854"
2154,미창석유공업,00122056,003650,2020,C,"311,812,975,368","34,685,536,549","18,718,692,917","23,423,576,983"
2155,한성기업,00161860,003680,2020,C,"195,752,061,699","145,267,046,914","6,363,970,067","2,861,997,975"
2156,SG세계물산,00133511,004060,2020,C,"267,195,626,007","70,956,780,522","-20,761,642,679","-20,816,778,265"
2157,동방,00115287,004140,2020,C,"526,822,000,781","410,051,935,007","24,590,388,329","15,000,580,018"
2158,엔피씨,00108038,004250,2020,C,"410,578,593,060","115,195,205,521","20,692,502,742","22,585,185,587"
2159,남성,00172185,004270,2020,C,"233,037,086,341","126,545,703,477","-1,397,825,101","-2,698,619,035"
2160,송원산업,00134963,004430,2020,C,"891,142,000,000","427,645,000,000","68,010,000,000","51,157,000,000"
2161,조광피혁,00148939,004700,2020,C,"343,161,525,386","28,284,867,797","15,116,990,524","25,829,122,306"
2162,팜젠사이언스,00135050,004720,2020,C,"135,543,934,053","51,973,964,569","-669,904,648","11,209,290,365"
2163,써니전자,00138057,004770,2020,C,"65,431,756,615","1,602,323,384","1,213,464,192","6,863,159,829"
2164,덕성,00114093,004830,2020,C,"105,039,887,131","38,803,664,350","5,564,655,019","4,142,533,481"
2165,티웨이홀딩스,00109514,004870,2020,C,"766,137,054,522","628,399,403,198","-3,036,559,484","-5,042,144,224"
2166,씨아이테크,00127158,004920,2020,C,"75,094,282,849","42,371,691,368","-2,842,637,633","-3,654,275,292"
2167,한신공영,00162063,004960,2020,C,"1,734,262,275,066","1,113,458,344,917","119,942,232,673","140,546,611,048"
2168,신라교역,00135962,004970,2020,C,"629,072,904,762","111,067,184,349","-4,878,559,975","10,914,568,383"
2169,휴스틸,00156488,005010,2020,C,"604,130,121,809","189,665,934,466","17,657,216,066","12,219,801,772"
2170,부산주공,00124151,005030,2020,C,"249,781,607,294","223,142,380,811","-4,508,061,689","-12,873,245,784"
2171,신성통상,00136341,005390,2020,C,"858,316,042,143","627,550,383,841","41,441,941,788","12,242,207,060"
2172,대림비앤코,00109754,005750,2020,C,"326,324,587,789","168,485,012,379","1,726,068,653","-1,554,524,910"
2173,신영와코루,00136624,005800,2020,C,"373,426,209,052","56,262,665,959","515,442,717","3,884,293,358"
2174,동부건설,00115612,005960,2020,C,"954,233,550,040","494,379,515,936","48,172,314,636","47,629,545,597"
2175,사조오양,00141875,006090,2020,C,"318,741,895,792","133,950,267,799","26,725,042,896","24,067,145,906"
2176,대원전선,00260392,006340,2020,C,"192,012,755,087","106,632,038,349","4,270,862,584","3,054,456,452"
2177,인스코비,00122825,006490,2020,C,"76,233,775,832","33,050,533,806","-1,005,143,899","9,446,376,122"
2178,대림통상,00109824,006570,2020,C,"159,653,334,167","83,223,321,134","-6,851,226,179","-13,832,141,881"
2179,삼성공조,00126201,006660,2020,C,"258,204,690,029","35,616,240,675","-1,299,934,221","5,699,781,626"
2180,신송홀딩스,00136402,006880,2020,C,"167,829,010,357","77,261,903,927","5,152,838,429","4,276,439,730"
2181,태경케미컬,00109161,006890,2020,C,"140,679,345,211","16,476,999,708","7,702,115,321","9,971,809,829"
2182,일신석재,00146296,007110,2020,C,"94,043,686,094","41,825,961,360","1,641,325,226","827,647,348"
2183,미래아이앤지,00104786,007120,2020,C,"92,320,794,314","2,854,065,391","901,120,927","24,704,293,300"
2184,일양약품,00146454,007570,2020,C,"439,116,734,913","194,194,687,578","34,100,857,090","28,392,739,488"
2185,동방아그로,00115384,007590,2020,C,"196,027,049,258","54,235,749,695","9,342,248,535","8,750,909,152"
2186,선도전기,00131939,007610,2020,C,"175,592,014,332","82,319,284,585","2,555,589,641","3,258,238,363"
2187,대동전자,00157104,008110,2020,C,"179,047,186,303","31,953,955,614","1,710,690,523","6,537,205,077"
2188,이건산업,00145446,008250,2020,C,"383,232,664,393","210,728,508,363","5,827,112,326","1,513,027,321"
2189,남선알미늄,00107224,008350,2020,C,"295,152,803,875","105,608,245,595","-1,515,275,872","12,925,298,010"
2190,문배철강,00121570,008420,2020,C,"187,690,631,639","68,606,174,258","2,798,586,722","10,228,141,530"
2191,일정실업,00146542,008500,2020,C,"41,787,904,698","20,321,004,814","-8,196,560,212","-3,936,493,730"
2192,윌비스,00104999,008600,2020,C,"284,787,599,903","185,657,188,601","2,385,302,936","-3,344,510,029"
2193,아남전자,00138516,008700,2020,C,"177,178,532","122,773,378","5,891,295","4,705,769"
2194,금비,00168401,008870,2020,C,"333,972,461,086","176,524,804,360","6,636,991,680","-3,127,913,500"
2195,동양철관,00117629,008970,2020,C,"153,374,076,509","65,870,365,715","7,418,419,627","7,420,477,994"
2196,경인전자,00102140,009140,2020,C,"57,835,598,428","3,767,675,908","968,626,905","2,043,058,554"
2197,대양금속,00111111,009190,2020,C,"116,257,053,201","40,491,315,586","1,063,435,357","-691,603,670"
2198,대우부품,00111689,009320,2020,C,"91,992,449,685","57,068,752,549","-996,619,907","-3,147,749,820"
2199,한창제지,00163761,009460,2020,C,"181,081,553,603","86,371,983,476","17,247,280,915","14,334,191,112"
2200,삼화전기,00129271,009470,2020,C,"137,039,897,477","69,343,133,469","5,839,464,837","6,333,228,539"
2201,삼정펄프,00128227,009770,2020,C,"232,780,512,956","21,806,866,505","13,559,837,904","34,469,386,348"
2202,우진아이엔에스,00143262,010400,2020,C,"121,032,450,054","19,599,444,533","1,773,652,029","2,392,349,926"
2203,진양폴리우레탄,00160375,010640,2020,C,"44,798,057,577","17,883,675,068","2,242,712,780","2,099,480,154"
2204,화천기계,00166500,010660,2020,C,"146,537,092,789","26,338,052,178","-4,768,920,188","-2,188,298,640"
2205,퍼스텍,00148522,010820,2020,C,"180,652,738,240","135,938,846,915","4,016,336,470","6,255,328,594"
2206,삼호개발,00128980,010960,2020,C,"312,804,375,927","101,420,081,049","13,628,328,890","23,298,584,698"
2207,진원생명과학,00118521,011000,2020,C,"136,570,535,761","38,061,743,643","-18,459,101,152","-18,226,419,683"
2208,삼화전자공업,00129280,011230,2020,C,"55,038,201,508","41,201,050,030","-1,256,701,661","-2,296,598,446"
2209,태림포장,00153524,011280,2020,C,"566,786,153,602","242,365,394,706","9,537,738,564","5,728,214,901"
2210,부산산업,00124027,011390,2020,C,"129,019,980,543","47,570,989,372","5,537,359,280","4,868,782,169"
