,회사명,corp_code,stock_code,연도,ESG,재무제표,부채총계,영업이익,법인세차감전 순이익
416,이구산업,00145464,025820,2022,C,"337,212,432,145","209,999,597,611","13,690,371,011","5,164,140,309"
417,남해화학,00107987,025860,2022,C,"902,896,419,890","380,906,101,431","62,590,109,179","65,209,716,196"
418,세하,00133706,027970,2022,D,"200,976,546,330","99,693,650,002","3,503,433,098","2,194,853,255"
419,케이씨,00209780,029460,2022,C,"1,004,623,911,655","213,860,828,781","101,194,811,532","125,942,009,184"
420,롯데관광개발,00231372,032350,2022,D,"1,802,776,594,203","1,571,088,484,599","-118,719,752,733","-224,037,837,216"
421,유나이티드,00158963,033270,2022,B,"417,890,866,564","80,034,380,202","48,213,162,470","53,424,815,313"
422,세종공업,00134510,033530,2022,C,"1,149,427,317,637","748,025,818,053","32,074,360,267","20,858,442,997"
423,무학,00121543,033920,2022,C,"605,739,795,014","125,178,899,253","15,643,137,742","-15,451,745,055"
424,SBS,00130772,034120,2022,C,"1,407,888,696,660","534,612,151,995","185,603,490,383","177,557,965,489"
425,상신브레이크,00129642,041650,2022,D,"543,596,267,420","346,007,238,334","14,080,989,932","6,816,196,575"
426,유니온머티리얼,00369833,047400,2022,D,"204,164,784,861","120,343,646,929","848,339,698","1,281,667,707"
427,우진플라임,00303217,049800,2022,D,"285,245,048,447","182,460,324,751","22,612,660,782","25,088,979,568"
428,한전KPS,00159218,051600,2022,A,"1,562,022,195,345","346,288,975,190","130,553,250,828","134,599,664,565"
429,다스코,00353878,058730,2022,D,"346,117,669,232","202,891,749,126","11,548,783,311","5,014,419,459"
430,SNT모티브,00398792,064960,2022,C,"1,225,486,689,781","346,460,014,011","111,925,067,671","118,909,596,673"
431,대호에이엘,00428729,069460,2022,D,"157,016,306,876","81,391,435,646","9,340,386,983","6,655,899,866"
432,하이스틸,00435312,071090,2022,C,"292,456,090,103","143,503,167,006","16,870,680,824","14,268,749,588"
433,코아스,00210856,071950,2022,C,"76,246,124,909","58,375,881,363","-704,501,535","-1,679,235,726"
434,STX중공업,00406046,071970,2022,C,"416,290,993,852","224,154,879,957","11,342,142,575","15,666,817,050"
435,유니퀘스트,00414601,077500,2022,D,"610,723,418,178","262,882,234,237","40,913,192,825","46,874,164,082"
436,그린케미칼,00454946,083420,2022,D,"196,645,335,068","74,168,153,281","17,219,652,079","5,989,330,707"
437,대한제강,00113225,084010,2022,D,"1,220,496,809,666","422,049,932,807","215,379,902,495","195,770,968,238"
438,동양고속,00540641,084670,2022,D,"165,498,374,153","90,255,923,833","-11,216,972,073","-15,764,824,874"
439,티비에이치글로벌,00409672,084870,2022,D,"112,327,631,684","52,145,159,202","1,957,768,075","9,514,467,738"
440,평화산업,00573579,090080,2022,C,"236,600,606,117","195,168,304,315","5,734,166,110","5,027,429,431"
441,티웨이항공,00671376,091810,2022,C,"1,042,495,890,560","983,093,107,924","-103,929,570,861","-150,165,866,513"
442,KEC,00589127,092220,2022,C,"401,136,512,524","96,489,867,891","18,028,423,745","20,781,637,107"
443,KPX홀딩스,00587466,092230,2022,C,"1,819,893,802,654","448,980,401,917","55,528,882,649","47,202,821,846"
444,동양피스톤,00117726,092780,2022,C,"374,266,034,502","249,740,813,399","7,437,519,525","4,173,013,294"
445,LF,00593032,093050,2022,B,"2,584,040,376,470","927,192,269,932","185,160,686,386","223,766,942,606"
446,AJ네트웍스,00365387,095570,2022,B+,"1,481,445,371,745","1,119,559,529,255","75,447,386,515","27,642,664,014"
447,JW홀딩스,00632304,096760,2022,B+,"1,157,579,707,497","824,316,934,495","103,257,348,706","70,994,753,228"
448,비상교육,00520887,100220,2022,B,"309,226,087,513","112,016,003,859","3,546,451,200","331,097,721"
449,SNT에너지,00648721,100840,2022,C,"429,772,701,838","174,341,588,445","3,561,445,020","16,998,520,736"
450,해태제과식품,00428321,101530,2022,C,"691,254,955,147","437,389,311,669","23,170,927,168","5,307,964,378"
451,이연제약,00145598,102460,2022,C,"484,691,741,651","236,926,485,584","9,633,099,174","6,893,915,535"
452,한국철강,00687711,104700,2022,C,"938,653,807,133","147,735,227,497","121,498,017,095","112,957,311,341"
453,한세실업,00728638,105630,2022,C,"1,239,211,177,169","702,124,695,430","179,585,878,967","130,434,715,182"
454,우진,00173944,105840,2022,C,"227,053,375,662","50,483,944,670","11,894,433,807","14,528,662,739"
455,컨버즈,00753643,109070,2022,D,"32,951,331,825","18,158,116,569","-4,811,604,319","-8,963,636,730"
456,씨에스윈드,00670340,112610,2022,C,"1,779,540,149,764","854,871,284,096","42,121,940,314","1,737,792,056"
457,대성에너지,00787376,117580,2022,C,"834,489,958,201","520,696,425,282","938,738,843","-204,319,222"
458,아이마켓코리아,00360142,122900,2022,C,"1,224,954,676,333","814,780,662,561","56,299,267,838","37,284,002,615"
459,한국화장품,00823429,123690,2022,C,"43,913,329,550","21,500,163,750","-23,014,169","-1,887,407,811"
460,에스제이엠,00815369,123700,2022,D,"243,275,367,790","56,088,466,557","7,087,029,001","11,225,538,003"
461,인터지스,00151368,129260,2022,C,"433,167,237,634","178,721,965,121","35,409,145,996","35,192,693,824"
462,화인베스틸,00661847,133820,2022,D,"179,622,909,869","101,359,925,313","719,072,177","-2,833,930,840"
463,핸즈코퍼레이션,00119140,143210,2022,C,"862,588,714,003","667,856,104,059","-66,724,812,599","-91,049,824,090"
464,덴티움,00526599,145720,2022,D,"674,583,964,552","301,420,236,208","125,702,600,219","118,394,778,992"
465,DSR,00110608,155660,2022,D,"364,710,386,862","162,383,840,472","35,774,891,408","32,328,971,175"
466,더블유게임즈,01010110,192080,2022,B,"1,235,636,097,982","229,338,873,566","183,857,429,569","-292,362,991,025"
467,쿠쿠홀딩스,00132354,192400,2022,C,"1,149,528,707,692","181,757,777,564","87,879,677,725","143,238,328,843"
468,디와이파워,01059605,210540,2022,C,"327,522,399,303","87,153,368,942","26,967,977,466","24,338,709,556"
469,LS전선아시아,01093007,229640,2022,C,"506,732,778,044","348,670,310,364","27,451,816,095","-5,071,643,305"
470,JW생명과학,00225706,234080,2022,C,"252,942,118,072","112,609,682,935","27,089,253,524","20,781,845,012"
471,샘표식품,01167056,248170,2022,C,"350,286,507,374","122,931,700,907","11,131,354,481","14,303,909,699"
472,크라운제과,01205329,264900,2022,C,"330,163,311,049","137,897,080,146","17,588,318,271","36,589,301,702"
473,케이씨텍,01261893,281820,2022,C,"483,313,331,794","57,327,965,096","60,336,560,528","70,491,799,389"
474,쿠쿠홈시스,01267684,284740,2022,C,"1,016,960,290,726","222,383,617,986","119,943,993,497","144,223,873,017"
475,하나제약,00248974,293480,2022,C,"345,964,556,425","77,567,635,819","31,170,755,065","30,718,350,878"
476,HDC현대산업개발,01310269,294870,2022,C,"7,336,326,609,377","4,434,454,285,936","116,379,700,606","120,922,439,218"
477,자이에스앤디,00367844,317400,2022,B,"1,952,688,130,478","1,230,633,742,673","198,896,062,736","194,958,166,735"
478,솔루스첨단소재,01412822,336370,2022,C,"1,461,040,406,251","542,937,434,917","-45,208,869,606","-36,717,061,962"
479,포스코엠텍,00128111,009520,2022,B+,"159,723,837,264","45,114,339,289","6,356,472,443","6,644,255,345"
480,오리콤,00141671,010470,2022,C,"214,448,418,993","107,886,928,424","14,174,513,859","16,621,293,551"
481,원익홀딩스,00216647,030530,2022,C,"1,815,525,982,803","494,371,508,160","104,998,891,405","18,752,216,669"
482,다우데이타,00238782,032190,2022,C,"49,874,925,681,578","44,437,568,870,718","776,695,601,049","780,363,530,784"
483,케이엠더블유,00226352,032500,2022,D,"345,863,814,037","105,571,185,872","-44,987,885,991","-37,698,233,195"
484,파라다이스,00171265,034230,2022,C,"3,511,523,805,592","1,826,356,918,264","10,412,544,286","30,133,291,670"
485,JYP Ent.,00258689,035900,2022,B,"411,122,310,132","106,621,208,896","96,631,539,970","94,120,580,393"
486,솔브레인홀딩스,00247975,036830,2022,C,"1,689,281,067,174","507,496,360,946","73,497,317,893","64,611,183,718"
487,삼표시멘트,00239639,038500,2022,C,"1,452,791,372,545","765,292,464,745","71,098,446,532","37,802,018,416"
488,에스엠,00260930,041510,2022,C,"1,463,023,492,474","576,891,434,654","91,007,611,263","116,912,370,328"
489,코미팜,00187415,041960,2022,D,"111,750,976,536","46,103,957,092","-3,803,782,875","-7,479,698,717"
490,SBS콘텐츠허브,00280688,046140,2022,C,"248,375,921,541","72,765,479,775","12,086,916,454","15,914,681,967"
491,인터플렉스,00369170,051370,2022,D,"286,883,514,982","89,077,018,617","26,073,737,309","20,888,844,184"
492,한국정보인증,00306454,053300,2022,C,"280,825,844,361","67,070,004,996","15,710,866,017","8,778,095,691"
493,이니텍,00353610,053350,2022,B,"122,977,342,918","6,261,061,224","-2,504,137,009","-282,498,198"
494,신화인터텍,00228350,056700,2022,D,"172,821,039,510","80,450,118,167","-2,774,529,103","-10,514,840,539"
495,KT서브마린,00225742,060370,2022,C,"120,254,641,716","7,884,451,310","-6,606,262,413","-15,177,455,650"
496,드림어스컴퍼니,00364467,060570,2022,C,"271,847,458,583","104,063,881,260","-8,667,349,352","27,672,459,788"
497,KH바텍,00378628,060720,2022,B+,"344,760,762,321","115,409,514,005","32,517,326,322","32,602,361,124"
498,티씨케이,00245472,064760,2022,D,"480,543,059,263","63,669,414,182","127,026,641,350","127,921,796,769"
499,아프리카TV,00399694,067160,2022,C,"465,125,470,787","223,950,840,265","82,418,820,782","82,573,184,139"
500,웹젠,00405320,069080,2022,C,"646,867,401,981","72,507,694,485","83,005,140,896","105,313,580,738"
501,국일제지,00104573,078130,2022,C,"131,141,774,700","78,481,022,457","-11,073,626,962","-14,031,281,869"
502,컴투스,00476498,078340,2022,D,"1,908,358,361,933","576,012,278,314","-16,709,096,685","1,771,536,976"
503,대주전자재료,00177816,078600,2022,D,"327,888,921,205","207,199,235,333","11,970,916,445","1,429,491,971"
504,유진테크,00531014,084370,2022,D,"434,013,808,798","87,311,770,380","53,640,954,367","59,182,009,132"
505,헬릭스미스,00359395,084990,2022,D,"254,061,826,024","37,583,550,701","-52,579,212,448","-43,007,161,843"
506,파트론,00490151,091700,2022,D,"685,614,631,280","184,546,399,465","56,802,242,235","56,863,347,096"
507,테스,00524421,095610,2022,C,"336,518,156,052","29,847,950,093","55,898,658,621","54,269,567,471"
508,코오롱생명과학,00525642,102940,2022,C,"314,117,887,378","146,394,637,797","1,629,286,397","2,241,242,486"
509,위메이드,00444329,112040,2022,C,"1,429,831,181,230","895,502,859,674","-84,938,285,329","-181,695,010,645"
510,와이지엔터테인먼트,00613318,122870,2022,C,"712,872,500,384","186,584,445,794","46,639,449,138","55,998,444,737"
511,피엔티,00612294,137400,2022,C,"1,087,892,463,692","854,697,424,462","77,765,165,313","72,458,936,622"
512,휴젤,00888347,145020,2022,C,"1,049,782,928,514","200,328,493,261","101,378,493,271","73,086,582,121"
513,KG ETS,00366137,151860,2022,D,"5,091,878,937,151","2,502,445,952,612","356,188,977,348","420,860,608,379"
514,콜마비앤에이치,01032404,200130,2022,B+,"616,919,235,561","214,232,016,548","61,123,995,164","55,837,100,069"
515,클래시스,01061327,214150,2022,B+,"331,411,108,299","101,857,251,139","68,876,207,458","96,758,436,672"
516,파마리서치,00970453,214450,2022,C,"478,055,190,172","106,399,144,494","65,916,151,831","54,048,007,703"
517,골프존,01067516,215000,2022,B+,"589,527,894,611","216,364,672,317","148,679,447,295","148,132,972,221"
518,인크로스,00819073,216050,2022,C,"236,897,651,680","130,941,026,561","19,632,377,505","19,639,291,375"
519,휴온스,01159853,243070,2022,B,"472,626,625,346","185,107,014,549","40,866,895,874","40,257,395,088"
520,에코프로비엠,01160363,247540,2022,B,"3,374,166,378,975","1,885,951,251,552","380,676,718,075","322,533,781,505"
521,스튜디오드래곤,01168684,253450,2022,C,"1,090,666,384,738","429,935,208,171","65,219,473,466","58,619,869,646"
522,펄어비스,01152470,263750,2022,B,"1,222,554,846,466","523,250,798,714","16,378,240,631","-55,803,077,266"
523,이녹스첨단소재,01237540,272290,2022,C,"463,915,078,234","83,647,833,377","97,114,300,759","101,870,110,991"
524,와이즈버즈,01236532,273060,2022,D,"75,328,601,022","29,575,390,618","2,566,135,736","2,578,992,030"
525,천보,00897752,278280,2022,D,"818,655,924,091","423,815,482,608","56,473,078,225","36,077,027,981"
526,에이비엘바이오,01256864,298380,2022,C,"185,180,595,640","115,667,312,852","907,999,453","3,208,631,006"
527,KR모터스,00112378,000040,2022,D,"149,185,245,583","109,161,230,426","-6,234,392,973","-19,007,690,242"
528,경방,00101628,000050,2022,D,"1,248,318,313,535","493,309,854,178","31,895,306,272","1,648,315,655"
529,성창기업지주,00133335,000180,2022,D,"820,314,254,965","224,541,467,009","-11,487,135,610","-12,903,336,535"
530,대유플러스,00126089,000300,2022,D,"543,210,276,853","431,957,816,260","22,205,091,521","-18,358,311,104"
531,영풍,00141307,000670,2022,B,"5,871,933,652,466","1,468,547,025,489","68,871,997,441","247,033,673,053"
532,LS네트웍스,00104698,000680,2022,B,"1,300,442,455,061","748,565,972,243","8,016,374,672","-2,034,935,235"
533,이화산업,00145686,000760,2022,D,"268,488,318,653","34,707,840,588","-884,105,121","-924,144,005"
534,보해양조,00123541,000890,2022,D,"147,392,500,947","64,936,220,688","61,880,701","-1,472,123,228"
535,전방,00147222,000950,2022,D,"304,781,348,634","94,123,353,220","-35,045,943,284","104,628,170,242"
536,한국주철관공업,00159573,000970,2022,D,"424,608,629,316","73,948,278,772","13,990,246,944","15,802,928,390"
537,대한방직,00112970,001070,2022,C,"210,639,557,874","75,392,116,742","-3,886,402,441","-7,294,616,886"
538,만호제강,00120872,001080,2022,C,"257,003,015,078","25,657,000,048","209,474,421","8,220,332,260"
539,남광토건,00107066,001260,2022,C,"345,922,884,373","238,920,806,341","11,115,819,532","15,758,164,576"
540,삼성제약,00126414,001360,2022,D,"117,914,808,538","15,324,892,000","-13,961,176,993","-25,093,031,447"
541,SG글로벌,00152039,001380,2022,D,"185,935,448,420","64,775,255,814","-1,441,946,513","-1,563,018,150"
542,KG케미칼,00101220,001390,2022,D,"6,981,908,974,784","3,741,042,484,468","501,083,594,243","536,429,472,790"
543,태원물산,00154055,001420,2022,D,"34,948,504,183","5,374,970,694","-525,103,179","443,328,035"
544,삼부토건,00125974,001470,2022,D,"511,831,084,722","329,646,601,364","-62,976,130,833","-70,178,187,660"
545,동양,00117337,001520,2022,D,"983,550,240,798","200,018,245,461","7,924,864,990","-21,258,318,839"
546,디아이동일,00118345,001530,2022,D,"1,000,282,518,406","381,086,723,056","44,754,402,506","45,423,822,076"
547,조비,00148948,001550,2022,D,"130,041,760,125","68,561,445,949","11,907,297,397","8,526,104,580"
548,제일연마,00148461,001560,2022,C,"104,117,875,897","11,951,004,596","5,129,135,206","2,591,245,143"
549,금양,00106119,001570,2022,D,"282,778,726,386","160,842,410,708","13,208,163,913","1,052,922,440"
550,케이비아이동국실업,00114765,001620,2022,D,"553,570,561,673","373,187,013,643","-965,285,127","9,997,683,949"
551,알루코,00117027,001780,2022,D,"816,932,966,181","506,348,248,906","34,572,726,220","17,171,994,998"
552,삼화콘덴서공업,00129350,001820,2022,D,"287,453,832,625","62,021,312,212","30,515,172,659","33,284,110,768"
553,고려산업,00102751,002140,2022,D,"274,703,527,826","169,050,032,748","4,425,326,213","501,638,097"
554,동성제약,00116268,002210,2022,C,"107,702,060,968","64,892,797,809","-3,096,985,196","-1,850,602,073"
555,한일철강,00163196,002220,2022,D,"339,154,971,493","164,622,338,615","4,031,740,572","-228,335,431"
556,범양건영,00122694,002410,2022,D,"215,054,261,704","144,032,362,262","-12,326,103,597","-5,578,341,880"
557,세기상사,00133618,002420,2022,D,"51,641,840,702","25,060,643,077","-789,291,696","-1,488,159,160"
558,삼익악기,00127857,002450,2022,D,"521,558,832,964","260,906,132,649","11,556,311,058","23,526,198,120"
559,조흥,00149345,002600,2022,C,"433,755,476,780","279,570,331,873","14,975,758,634","12,728,442,173"
560,오리엔트바이오,00141626,002630,2022,D,"104,952,008,521","21,764,271,008","-3,780,753,830","-3,361,205,253"
561,동일제강,00118451,002690,2022,D,"179,708,719,037","22,028,247,899","2,456,929,950","3,926,032,933"
562,신일전자,00173698,002700,2022,D,"152,880,655,297","70,989,812,664","2,828,953,931","1,737,125,395"
563,보락,00123107,002760,2022,D,"60,912,251,547","12,528,504,457","3,282,891,685","3,389,049,721"
564,진흥기업,00150828,002780,2022,C,"451,746,878,881","227,013,990,002","50,682,532,747","53,220,598,562"
565,미원상사,00121932,002840,2022,C,"415,619,324,562","73,770,759,382","77,015,585,495","87,825,424,725"
566,대유에이텍,00149804,002880,2022,D,"1,375,206,765,319","1,136,743,952,904","-32,020,704,813","-101,924,208,873"
567,유성기업,00174004,002920,2022,C,"427,046,002,236","99,811,962,683","6,726,401,302","17,483,949,433"
568,금호건설,00106313,002990,2022,C,"1,691,163,707,318","1,147,826,599,507","55,946,616,129","56,601,104,790"
569,부광약품,00123718,003000,2022,C,"400,929,188,514","129,081,732,482","-230,635,598","-1,032,872,379"
570,일성신약,00146214,003120,2022,D,"494,420,098,295","48,852,889,219","1,297,259,736","137,972,862,035"
571,한국화장품제조,00160621,003350,2022,D,"82,665,926,104","35,421,546,715","4,318,000,672","4,023,641,802"
572,아이에이치큐,00154426,003560,2022,D,"246,320,129,412","158,843,224,641","-32,175,585,561","-113,911,783,324"
573,방림,00122348,003610,2022,D,"265,220,043,723","63,058,875,047","2,149,732,669","7,076,530,391"
574,미창석유공업,00122056,003650,2022,C,"357,326,202,513","36,181,495,521","44,004,543,908","31,753,667,550"
575,한성기업,00161860,003680,2022,D,"234,918,895,770","182,635,463,144","7,064,285,768","2,446,279,692"
576,SG세계물산,00133511,004060,2022,D,"303,815,670,161","58,390,585,798","7,202,639,035","3,054,888,352"
577,동방,00115287,004140,2022,D,"567,964,926,094","437,684,706,701","27,567,777,416","1,985,917,702"
578,엔피씨,00108038,004250,2022,D,"527,275,693,474","182,861,269,823","23,483,130,052","30,677,676,867"
579,남성,00172185,004270,2022,D,"271,152,128,807","151,652,660,509","2,539,944,499","3,980,129,527"
580,송원산업,00134963,004430,2022,D,"1,217,311,000,000","534,689,000,000","185,116,000,000","181,100,000,000"
581,조광피혁,00148939,004700,2022,C,"442,034,875,881","63,994,595,545","507,523,554","4,251,779,529"
582,팜젠사이언스,00135050,004720,2022,D,"317,391,477,026","110,275,883,209","7,472,363,774","89,960,299,524"
583,써니전자,00138057,004770,2022,D,"76,509,689,752","3,286,136,702","1,685,945,860","3,839,738,392"
584,덕성,00114093,004830,2022,D,"125,172,358,791","41,762,767,242","5,248,384,446","3,800,508,429"
585,티웨이홀딩스,00109514,004870,2022,D,"210,718,177,191","45,987,386,449","-1,863,121,812","-19,815,211,403"
586,씨아이테크,00127158,004920,2022,D,"94,704,398,209","41,507,587,354","588,292,963","-935,886,756"
587,한신공영,00162063,004960,2022,D,"2,349,398,105,478","1,622,658,480,432","39,442,102,751","52,887,054,407"
588,신라교역,00135962,004970,2022,D,"716,401,497,952","157,356,040,716","14,467,242,991","19,826,537,702"
589,휴스틸,00156488,005010,2022,D,"1,206,373,632,049","297,193,188,974","289,220,357,862","287,077,877,606"
590,부산주공,00124151,005030,2022,D,"232,550,566,029","209,526,117,492","-6,463,260,656","-8,450,363,450"
591,신성통상,00136341,005390,2022,D,"1,022,769,918,745","679,481,774,198","139,903,882,685","111,337,470,424"
592,대림비앤코,00109754,005750,2022,D,"337,590,812,772","179,629,163,370","1,454,990,634","-1,678,372,050"
593,신영와코루,00136624,005800,2022,D,"425,804,458,911","63,083,713,569","6,613,866,012","24,082,833,266"
594,동부건설,00115612,005960,2022,C,"1,581,700,494,344","998,112,147,136","41,253,381,219","23,183,204,489"
595,사조오양,00141875,006090,2022,C,"343,207,955,095","137,261,542,247","10,201,022,922","10,693,290,275"
596,대원전선,00260392,006340,2022,D,"245,958,532,474","154,359,646,720","1,346,085,446","1,895,538,151"
597,인스코비,00122825,006490,2022,D,"101,183,784,087","38,132,316,932","-1,387,901,650","-7,403,032,094"
598,대림통상,00109824,006570,2022,D,"171,792,618,625","91,462,722,734","6,951,768,177","3,299,984,384"
599,삼성공조,00126201,006660,2022,C,"308,654,791,181","49,783,880,589","8,737,465,177","45,071,312,000"
600,신송홀딩스,00136402,006880,2022,D,"242,350,721,393","146,219,644,364","8,574,416,656","1,199,013,132"
601,태경케미컬,00109161,006890,2022,D,"167,391,898,805","20,054,166,298","10,400,584,716","12,038,183,504"
602,일신석재,00146296,007110,2022,D,"116,167,864,087","60,940,446,850","3,899,804,285","2,802,032,217"
603,미래아이앤지,00104786,007120,2022,D,"97,492,843,199","28,061,180,087","3,105,522,387","-6,868,353,291"
604,일양약품,00146454,007570,2022,C,"498,185,236,657","206,331,142,487","40,407,538,272","41,331,403,889"
605,동방아그로,00115384,007590,2022,D,"216,528,029,378","65,704,820,709","9,337,231,210","8,789,267,182"
606,선도전기,00131939,007610,2022,D,"131,739,357,945","71,539,960,318","-16,906,468,362","-19,264,899,022"
607,대동전자,00157104,008110,2022,C,"210,987,070,724","34,973,588,149","2,203,821,596","11,294,581,428"
608,이건산업,00145446,008250,2022,D,"442,826,933,314","242,273,569,536","19,324,775,021","11,765,605,132"
609,남선알미늄,00107224,008350,2022,D,"401,195,143,871","94,558,342,251","-2,490,017,943","30,446,567,757"
610,문배철강,00121570,008420,2022,D,"206,906,858,449","39,013,430,441","3,006,102,380","24,358,747,318"
611,일정실업,00146542,008500,2022,D,"32,238,833,756","27,887,706,305","-8,745,691,572","-8,533,900,410"
612,윌비스,00104999,008600,2022,D,"270,394,721,804","172,118,972,213","193,461,668","-8,214,186,642"
613,아남전자,00138516,008700,2022,D,"213,647,673","136,362,680","15,981,588","13,692,775"
614,금비,00168401,008870,2022,D,"307,313,894,364","173,724,375,999","-6,480,775","-19,191,898,741"
615,동양철관,00117629,008970,2022,D,"182,494,060,839","94,535,470,493","7,738,462,210","4,072,114,644"
616,경인전자,00102140,009140,2022,D,"68,385,030,301","4,422,682,389","110,384,573","4,100,351,759"
617,대양금속,00111111,009190,2022,D,"400,877,091,044","226,378,022,139","13,712,413,226","10,237,507,595"
618,대우부품,00111689,009320,2022,D,"91,241,229,943","65,582,625,898","-5,760,515,771","-8,133,772,800"
619,한창제지,00163761,009460,2022,C,"283,062,451,163","172,631,641,520","1,285,737,605","1,033,412,012"
620,삼화전기,00129271,009470,2022,D,"139,115,269,782","50,062,914,992","13,648,212,242","13,392,482,601"
621,삼정펄프,00128227,009770,2022,D,"232,663,818,640","19,657,538,379","4,665,535,399","-1,277,139,100"
622,우진아이엔에스,00143262,010400,2022,C,"111,631,385,016","18,022,750,569","-5,607,320,231","-4,864,903,628"
623,진양폴리우레탄,00160375,010640,2022,D,"46,084,520,659","15,374,877,852","3,288,372,484","3,314,275,705"
624,화천기계,00166500,010660,2022,D,"161,427,031,413","32,602,283,746","1,282,311,469","3,905,910,497"
625,퍼스텍,00148522,010820,2022,D,"211,309,947,551","154,647,754,948","3,112,927,906","4,592,986,349"
626,삼호개발,00128980,010960,2022,B,"282,392,862,209","63,537,093,441","4,469,401,497","7,957,841,765"
627,진원생명과학,00118521,011000,2022,D,"222,866,686,597","41,395,394,097","-40,083,888,917","-38,054,277,991"
628,삼화전자공업,00129280,011230,2022,D,"68,742,292,985","51,007,477,621","-4,295,416,659","-6,061,059,925"
629,태림포장,00153524,011280,2022,C,"651,217,775,055","284,710,005,647","30,895,370,651","26,050,229,408"
630,부산산업,00124027,011390,2022,C,"134,678,926,321","52,615,151,179","5,259,376,581","5,722,948,826"
631,갤럭시아에스엠,00129554,011420,2022,D,"57,863,011,528","24,529,479,896","4,174,665,075","4,390,396,917"
632,한농화성,00160861,011500,2022,D,"225,415,182,824","72,824,106,640","4,544,911,205","8,203,092,090"
633,한신기계공업,00162072,011700,2022,D,"115,721,729,758","22,775,323,313","-4,095,859,475","-5,820,404,313"
634,아센디오,00145437,012170,2022,D,"73,158,525,417","40,888,846,326","-8,969,913,874","-16,916,858,189"
635,영화금속,00141413,012280,2022,D,"220,738,936,358","158,037,883,342","-1,121,315,071","386,444,352"
636,경인양행,00102113,012610,2022,C,"548,252,999,063","282,098,495,707","28,060,459,106","24,223,836,860"
637,대창,00112651,012800,2022,D,"840,153,818,480","563,437,643,167","9,088,699,355","5,077,396,552"
638,계룡건설산업,00102432,013580,2022,C,"2,560,028,661,008","1,757,274,727,927","132,836,469,827","96,536,509,764"
639,까뮤이앤씨,00129420,013700,2022,C,"195,489,393,903","116,341,805,653","-15,897,800,139","-18,125,547,131"
640,지엠비코리아,00156354,013870,2022,D,"550,819,602,976","282,988,578,972","11,123,016,383","13,290,403,896"
641,지누스,00150633,013890,2022,B+,"1,114,820,890,870","488,663,623,143","65,560,502,229","43,557,876,336"
642,한익스프레스,00129509,014130,2022,D,"407,946,966,305","302,592,347,580","19,863,296,336","11,174,807,494"
643,대영포장,00111458,014160,2022,D,"247,356,883,299","80,340,610,405","11,909,475,247","16,497,946,238"
644,금강공업,00105299,014280,2022,C,"1,094,801,795,415","646,587,484,981","33,939,447,578","60,336,884,239"
645,태경비케이,00122481,014580,2022,D,"361,240,178,636","96,292,879,506","31,945,997,236","29,518,133,741"
646,성문전자,00132628,014910,2022,D,"57,241,315,662","25,167,616,319","2,467,546,877","2,703,228,431"
647,인디에프,00106881,014990,2022,D,"119,745,167,372","81,801,083,054","-13,021,781,567","-10,591,551,409"
648,이스타코,00134565,015020,2022,D,"79,791,361,051","34,487,215,492","-3,170,883,298","-5,021,732,071"
649,에이엔피,00143314,015260,2022,D,"106,799,190,000","76,747,049,774","-10,679,035,041","-30,357,952,707"
650,큐로,00108746,015590,2022,D,"192,687,257,308","82,860,308,311","12,936,915,150","10,430,752,973"
651,일진홀딩스,00146649,015860,2022,C,"1,586,114,519,184","678,227,620,427","44,921,597,875","36,038,036,470"
652,신대양제지,00135777,016590,2022,D,"884,529,889,834","227,229,978,192","50,861,766,330","61,710,056,361"
653,광명전기,00103662,017040,2022,D,"172,178,417,133","53,307,671,271","4,635,070,783","6,419,400,070"
654,수산중공업,00135111,017550,2022,D,"261,731,135,173","123,182,486,960","22,598,864,801","20,267,627,535"
655,동원금속,00118008,018500,2022,D,"456,870,590,279","395,436,339,499","11,747,797,604","22,045,104,764"
656,아시아나항공,00138792,020560,2022,B,"13,455,341,411,799","12,739,695,840,901","598,763,774,896","-7,699,984,635"
657,세원정공,00134316,021820,2022,D,"628,831,844,307","77,647,408,546","-10,941,609,997","-24,319,204,148"
658,삼원강재,00191588,023000,2022,C,"293,690,103,032","62,909,269,440","16,532,526,342","16,979,268,799"
659,동남합성,00115065,023450,2022,C,"92,085,226,130","42,058,880,063","13,461,074,816","12,948,368,022"
660,인지컨트롤스,00103510,023800,2022,D,"606,910,470,329","400,688,873,530","17,050,734,417","14,127,082,294"
661,인팩,00180795,023810,2022,C,"411,164,184,888","273,499,292,804","20,813,756,713","17,186,133,631"
662,에쓰씨엔지니어링,00121969,023960,2022,D,"106,506,525,380","65,251,157,568","7,784,423,400","7,965,766,856"
663,WISCOM,00142865,024070,2022,C,"128,503,266,423","15,926,877,005","744,304,211","-7,028,274,066"
664,디씨엠,00177199,024090,2022,C,"306,956,322,608","41,595,073,602","24,501,431,525","44,413,864,214"
665,덕양산업,00114154,024900,2022,D,"520,217,537,029","431,773,772,024","30,682,700,016","17,724,173,008"
666,KPX케미칼,00191472,025000,2022,D,"776,778,116,811","181,591,489,347","46,513,085,397","37,404,807,384"
667,한국단자공업,00157070,025540,2022,D,"1,289,776,455,433","419,492,218,914","64,257,366,734","69,550,926,266"
668,미래산업,00197759,025560,2022,D,"134,409,509,636","41,043,553,919","8,004,566,211","8,059,369,506"
