0,y,prev_y
009290,"932,023,758,862","883,845,298,043"
017040,"172,178,417,133","169,926,626,919"
017900,"247,855,306,698","238,961,555,432"
037710,"913,454,051,041","852,280,199,476"
192530,0,0
811097,0,0
030610,0,0
339770,"304,973,382,954","254,727,912,986"
007690,"1,499,093,658,603","1,416,366,191,782"
005320,"175,008,166,225","168,474,550,907"
060000,0,0
001140,"109,959,854,401","102,314,951,997"
078130,"131,141,774,700","141,109,203,304"
002720,"136,592,862,806","139,783,046,684"
083420,"196,645,335,068","211,689,251,240"
014530,"353,076,046,774","321,935,348,473"
014280,"1,094,801,795,415","868,658,748,310"
008870,"307,313,894,364","337,872,961,433"
001570,"282,778,726,386","314,832,084,702"
002990,"1,691,163,707,318","1,735,985,668,782"
011780,"7,719,272,223,622","8,115,674,806,919"
214330,"426,633,825,138","458,795,624,447"
001210,"61,814,213,952","83,849,543,774"
073240,"4,694,985,403,484","4,342,205,985,504"
092440,"265,059,186,517","259,583,134,119"
000270,"73,710,965,000,000","66,849,997,000,000"
024110,0,0
013700,"195,489,393,903","195,058,432,986"
004540,"661,046,979,250","598,691,300,314"
121600,"213,760,965,100","121,248,714,854"
039860,"63,276,789,628","62,455,233,679"
089600,"518,025,081,441","490,393,910,229"
293580,0,0
001260,"345,922,884,373","273,978,348,947"
008350,"401,195,143,871","355,238,354,994"
004270,"271,152,128,807","288,756,909,702"
003920,"902,259,070,497","937,403,118,931"
025860,"902,896,419,890","719,110,524,869"
007390,"94,021,004,319","69,649,961,572"
033640,"1,131,933,359,194","1,104,860,554,018"
005720,"4,726,896,214,044","4,572,292,481,109"
002350,"3,944,336,739,608","3,823,413,438,265"
348210,"121,191,635,691","75,979,578,996"
225570,"325,549,405,707","126,769,757,891"
217270,"426,276,879,574","466,074,220,165"
251270,"8,935,573,715,860","10,663,783,073,696"
090350,"668,177,302,153","670,646,933,870"
000320,"1,171,989,377,978","1,055,537,182,156"
006280,"2,525,537,081,269","2,462,144,732,200"
005250,"3,592,060,734,923","3,496,833,926,967"
004370,"3,034,718,535,547","2,899,907,793,800"
072710,"1,389,130,864,097","1,328,637,732,004"
054050,0,0
839683,0,0
839723,0,0
839742,0,0
064260,"749,394,875,159","814,206,809,756"
058730,"346,117,669,232","298,527,299,745"
030210,0,0
023590,"49,260,008,742,513","46,322,445,969,793"
032190,"49,874,925,681,578","47,001,465,112,672"
068240,"672,878,033,817","676,576,225,278"
145210,"97,847,548,126","116,040,977,324"
019680,"666,723,788,672","813,566,532,780"
006370,"470,347,262,546","486,599,801,677"
005270,0,0
008060,"1,903,351,069,081","1,723,958,191,276"
353200,"1,191,756,988,159","941,014,398,589"
000490,"1,713,773,205,581","1,260,639,075,992"
008110,"210,987,070,724","205,008,393,025"
005750,"337,590,812,772","326,583,009,080"
006570,"171,792,618,625","165,802,431,487"
001680,"3,190,196,448,368","2,870,530,105,668"
084690,"4,015,327,448,810","3,626,092,434,065"
128820,"1,824,588,314,611","1,727,522,535,003"
117580,"834,489,958,201","742,479,534,651"
016710,"1,391,346,077,818","1,244,012,863,048"
003540,0,0
009190,"400,877,091,044","157,542,366,949"
014160,"247,356,883,299","246,069,403,698"
047040,"11,140,353,752,210","10,457,976,990,591"
009320,"91,241,229,943","94,393,900,185"
042660,"12,235,665,304,876","10,623,209,555,073"
003090,"2,158,905,107,252","1,929,216,825,812"
069620,"1,563,340,613,712","1,410,687,451,789"
000430,"1,010,418,825,338","983,029,517,334"
006340,"245,958,532,474","240,573,775,497"
003220,"453,550,065,821","429,579,922,427"
024890,"130,913,447,074","135,832,581,638"
002880,"1,375,206,765,319","1,320,996,326,519"
000300,"543,210,276,853","594,393,688,298"
078600,"327,888,921,205","298,387,221,700"
012800,"840,153,818,480","810,738,132,401"
015230,"338,228,490,208","298,478,418,840"
001070,"210,639,557,874","232,612,120,328"
006650,"2,195,832,515,923","2,478,873,031,267"
001440,"1,620,264,871,000","1,420,870,615,000"
084010,"1,220,496,809,666","1,232,437,581,471"
001790,"1,219,466,296,000","1,182,290,229,000"
001130,"1,318,431,898,542","1,321,597,380,773"
003490,"28,997,701,022,484","26,671,903,184,202"
005880,"4,490,260,111,628","3,859,734,558,837"
003830,"836,764,531,649","907,819,641,961"
016090,"297,649,820,407","280,081,122,058"
069460,0,0
298540,0,0
118000,0,0
192080,0,0
012510,0,0
213420,0,0
004830,0,0
024900,0,0
145720,0,0
002150,0,0
001230,0,0
086450,0,0
023450,0,0
004140,0,0
007590,0,0
005960,0,0
026960,0,0
002210,0,0
102260,0,0
000640,0,0
170900,0,0
028100,0,0
282690,0,0
001520,0,0
084670,0,0
082640,0,0
008970,0,0
092780,0,0
049770,0,0
018500,0,0
006040,0,0
030720,0,0
014820,0,0
163560,0,0
004890,0,0
002690,0,0
005290,0,0
025900,0,0
000020,0,0
000150,0,0
241560,0,0
034020,0,0
131970,0,0
336260,0,0
016740,0,0
060570,0,0
192650,0,0
024090,0,0
003160,0,0
001530,0,0
092200,0,0
376300,0,0
013570,0,0
210540,0,0
885673,0,0
115390,0,0
141080,0,0
090360,0,0
032350,0,0
089860,0,0
000400,0,0
023530,0,0
020150,0,0
280360,0,0
004000,0,0
286940,0,0
004990,0,0
005300,0,0
854231,0,0
855981,0,0
011170,0,0
071840,0,0
085370,0,0
058470,0,0
019570,0,0
027740,0,0
001080,0,0
267980,0,0
067280,0,0
215200,0,0
235980,0,0
086900,0,0
138040,0,0
008560,0,0
867865,0,0
000060,0,0
021880,0,0
140410,0,0
090370,0,0
832969,0,0
017180,0,0
009900,0,0
012690,0,0
005360,0,0
080160,0,0
204210,0,0
009680,0,0
009580,0,0
009200,0,0
033920,0,0
008420,0,0
025560,0,0
007120,0,0
100790,0,0
085620,0,0
006800,0,0
840265,0,0
002840,0,0
268280,0,0
107590,0,0
134380,0,0
003650,0,0
053030,0,0
064550,0,0
323990,0,0
003610,0,0
001340,0,0
035150,0,0
002410,0,0
007210,0,0
002760,0,0
003850,0,0
000890,0,0
003000,0,0
001270,0,0
026940,0,0
011390,0,0
005280,0,0
005030,0,0
002070,0,0
100220,0,0
090460,0,0
878437,0,0
030790,0,0
005180,0,0
143240,0,0
003960,0,0
008040,0,0
007160,0,0
014710,0,0
006090,0,0
008270,0,0
001470,0,0
006400,0,0
006660,0,0
028260,0,0
207940,0,0
032830,0,0
018260,0,0
028050,0,0
009150,0,0
005930,0,0
001360,0,0
010140,0,0
016360,0,0
068290,0,0
029780,0,0
000810,0,0
006110,0,0
145990,0,0
003230,0,0
002170,0,0
272550,0,0
000070,0,0
003720,0,0
002810,0,0
005680,0,0
023000,0,0
004380,0,0
002450,0,0
004440,0,0
000520,0,0
009770,0,0
005500,0,0
000250,0,0
004690,0,0
038500,0,0
010960,0,0
004450,0,0
009470,0,0
011230,0,0
001820,0,0
000390,0,0
038540,0,0
001290,0,0
041650,0,0
089980,0,0
075180,0,0
007540,0,0
248170,0,0
006730,0,0
007860,0,0
200880,0,0
017390,0,0
046890,0,0
813002,0,0
004410,0,0
021050,0,0
178320,0,0
008490,0,0
007610,0,0
136490,0,0
014910,0,0
003080,0,0
004980,0,0
011300,0,0
015750,0,0
000180,0,0
002420,0,0
004360,0,0
004490,0,0
001430,0,0
306200,0,0
003030,0,0
019440,0,0
058650,0,0
013000,0,0
091090,0,0
021820,0,0
067830,0,0
033530,0,0
075580,0,0
027970,0,0
268600,0,0
068270,0,0
068760,0,0
091990,0,0
336370,0,0
248070,0,0
357780,0,0
036830,0,0
004430,0,0
017550,0,0
253450,0,0
026890,0,0
033170,0,0
134790,0,0
016590,0,0
029530,0,0
004970,0,0
215600,0,0
011930,0,0
005390,0,0
004170,0,0
035510,0,0
034300,0,0
031430,0,0
031440,0,0
006880,"242,350,721,393","248,190,231,392"
005800,"425,804,458,911","388,668,603,657"
001720,0,0
009270,"510,124,893,723","503,617,026,076"
002700,"152,880,655,297","122,088,680,502"
002870,"112,417,896,625","93,873,256,481"
019170,"361,536,058,296","398,349,774,820"
828992,0,0
000010,0,0
055550,0,0
032710,0,0
811323,0,0
008670,0,0
056700,"172,821,039,510","175,295,772,742"
004080,"140,622,549,545","138,612,212,480"
222800,"1,266,333,245,990","857,433,997,054"
102280,"167,746,018,396","395,643,689,622"
003410,"3,874,346,066,243","3,564,764,921,137"
004770,"76,509,689,752","77,185,258,102"
015540,"10,557,459,695","10,178,373,721"
222080,"443,995,110,774","319,224,578,938"
004920,"94,704,398,209","79,538,624,907"
112610,"1,779,540,149,764","1,771,100,878,925"
096530,"1,390,777,557,476","1,489,718,580,570"
308170,"297,367,187,504","278,103,877,334"
025980,"1,734,786,833,894","1,385,135,410,423"
008700,"213,647,673","229,403,319"
090430,"5,801,783,178,159","6,116,713,932,912"
002790,"7,651,003,801,454","8,038,142,932,125"
092040,"429,651,956,812","411,224,497,266"
002030,"3,182,375,948,080","3,115,270,385,402"
183190,"2,040,009,732,425","2,037,322,290,483"
002310,"1,034,948,261,694","969,593,253,200"
012170,"73,158,525,417","68,072,817,657"
267850,"205,577,783,538","222,135,981,071"
020560,"13,455,341,411,799","13,082,664,860,149"
122900,"1,224,954,676,333","1,120,159,809,046"
829322,0,0
828519,0,0
809467,0,0
010780,"3,737,786,456,047","3,509,755,191,942"
003560,"246,320,129,412","238,568,445,822"
084850,"654,754,161,946","606,834,144,987"
027360,0,0
139990,"760,228,485,888","627,226,321,205"
067160,"465,125,470,787","408,149,760,647"
053800,"345,012,452,317","338,208,336,825"
001780,"816,932,966,181","780,157,702,713"
196170,"245,490,136,097","258,318,546,360"
018250,"482,639,615,354","431,492,645,030"
161000,"1,234,083,722,711","1,244,966,459,823"
011090,"128,080,156,342","132,906,035,780"
137310,"3,261,922,382,065","3,033,932,950,374"
101490,"226,750,296,429","197,438,760,724"
056190,"1,925,346,831,568","1,904,444,384,241"
005850,"2,931,636,940,305","2,567,493,133,526"
041510,"1,463,023,492,474","1,314,942,073,873"
010580,"149,581,296,371","47,837,814,697"
007820,"109,853,668,071","92,845,267,334"
012750,"2,075,658,595,502","1,972,972,502,257"
123700,"243,275,367,790","241,265,788,213"
025530,"328,166,066,953","329,167,359,802"
326030,"664,241,139,428","643,652,339,296"
052020,"61,069,438,991","25,860,868,897"
237690,"578,679,154,922","498,565,213,550"
023960,"106,506,525,380","116,426,812,581"
298690,"1,227,883,087,659","1,009,737,367,111"
140910,"89,298,919,075","94,106,394,441"
078520,"195,431,756,905","193,817,470,072"
298380,"185,180,595,640","65,452,755,704"
804337,0,0
088800,"379,521,558,057","382,668,693,008"
801688,0,0
015260,"106,799,190,000","82,030,110,765"
007460,"599,853,281,741","477,646,398,585"
003060,"676,103,351,219","614,621,102,537"
244920,"345,302,037,105","285,589,305,274"
230360,"309,674,299,000","274,724,499,695"
086520,"5,345,782,603,044","3,400,444,973,404"
247540,"3,374,166,378,975","1,425,857,751,938"
383310,"184,089,524,865","128,972,657,972"
036810,"394,759,805,998","345,876,770,003"
036570,"4,437,632,450,781","4,581,889,369,472"
806955,0,0
181710,"3,025,182,021,029","3,027,171,506,519"
085310,"185,745,934,911","130,726,528,202"
182400,"169,695,057,937","180,600,794,102"
348370,"680,249,505,789","407,420,790,290"
004250,"527,275,693,474","499,980,382,786"
290650,"199,725,162,710","107,400,889,841"
066970,"3,023,932,974,764","1,532,199,428,137"
010120,"3,322,804,977,898","2,796,731,557,614"
097520,"538,890,010,550","525,527,588,292"
014440,"180,449,397,115","179,898,107,295"
111770,"4,513,623,780,811","3,547,620,437,780"
009970,"5,490,219,711,184","4,325,576,166,733"
003520,"203,082,817,375","194,095,213,047"
000670,"5,871,933,652,466","5,521,001,405,617"
036560,"412,207,478,503","378,311,424,461"
006740,"203,670,379,646","209,596,339,151"
012280,"220,738,936,358","211,560,372,817"
012160,"535,684,495,341","518,961,056,304"
015360,"1,491,393,801,000","1,423,002,538,000"
007310,"3,569,760,859,068","2,605,839,008,802"
002630,"104,952,008,521","71,518,505,224"
271560,"3,371,683,914,220","3,120,428,660,902"
001800,"5,102,168,431,194","4,961,788,340,261"
010470,"214,448,418,993","211,147,448,552"
039200,"143,735,698,279","48,967,314,569"
273060,"75,328,601,022","58,765,643,429"
122870,"712,872,500,384","621,483,516,064"
011690,"126,606,991,323","118,501,900,588"
070960,"868,285,864,187","841,499,592,207"
316140,0,0
033660,0,0
041190,0,0
000030,0,0
010050,0,0
879070,0,0
006980,"401,969,273,009","344,617,740,768"
017370,"282,515,715,608","309,605,708,018"
105840,"227,053,375,662","229,794,619,014"
010400,"111,631,385,016","114,656,381,311"
049800,"285,245,048,447","276,360,691,146"
016880,"1,094,417,787,764","1,065,994,370,493"
095720,"790,792,230,162","771,639,508,251"
005820,"169,931,826,485","170,283,437,144"
240810,"1,121,670,538,661","1,167,585,591,415"
074600,"1,274,287,597,074","823,605,491,269"
104830,"583,018,186,697","462,931,343,585"
030530,"1,815,525,982,803","1,955,265,962,993"
010600,"60,207,812,882","136,826,786,107"
069080,"646,867,401,981","615,264,680,380"
112040,"1,429,831,181,230","1,027,300,099,293"
299900,"386,550,617,429","370,469,443,510"
008600,"270,394,721,804","288,026,485,577"
033270,"417,890,866,564","380,032,751,461"
014830,"1,489,264,677,517","1,347,710,902,764"
018000,"262,006,345,083","271,581,225,214"
000910,"376,111,723,330","366,165,151,031"
047400,"204,164,784,861","186,669,511,383"
011330,"434,878,230,535","335,857,580,519"
077500,"610,723,418,178","490,332,217,891"
086390,"189,702,478,843","205,869,436,013"
206650,"162,065,914,938","150,437,840,260"
002920,"427,046,002,236","409,968,041,215"
000700,"524,926,064,872","501,707,092,204"
003470,0,0
072130,"61,023,631,583","61,716,673,610"
000220,"195,205,072,788","192,985,287,597"
023410,"2,030,421,858,750","2,276,820,452,893"
001200,0,0
084370,"434,013,808,798","382,891,842,028"
000100,"2,472,728,072,149","2,463,811,804,950"
003460,0,0
008730,"653,136,152,620","666,716,497,526"
008250,"442,826,933,314","419,293,457,489"
025820,"337,212,432,145","323,941,424,422"
214320,"2,290,142,554,591","2,201,583,495,389"
272290,"463,915,078,234","450,629,009,610"
053350,"122,977,342,918","138,900,685,479"
139480,"33,201,721,508,714","31,242,082,400,946"
078020,0,0
007660,"546,014,160,739","449,678,765,264"
005950,"1,188,076,573,138","1,168,938,576,112"
015020,"79,791,361,051","82,087,856,901"
093230,"566,212,896,315","519,321,206,547"
102710,"662,279,122,926","582,802,440,834"
074610,"120,327,643,368","102,809,878,473"
102460,"484,691,741,651","477,978,172,163"
039030,"615,867,392,001","566,044,583,459"
294090,"152,250,433,083","62,660,260,518"
084680,"431,705,014,700","433,174,725,941"
000760,"268,488,318,653","274,828,073,002"
014990,"119,745,167,372","129,046,719,316"
101140,"141,814,848,411","274,474,964,053"
060150,"550,218,609,958","493,337,475,178"
006490,"101,183,784,087","109,349,945,278"
023800,"606,910,470,329","543,367,174,652"
034590,"423,143,581,786","360,580,638,051"
216050,"236,897,651,680","230,365,261,451"
049070,"870,480,457,655","820,982,088,683"
129260,"433,167,237,634","388,581,565,794"
051370,"286,883,514,982","356,224,457,260"
189300,"370,377,135,519","261,474,930,913"
023810,"411,164,184,888","353,962,028,307"
249420,"655,810,213,933","708,970,362,605"
000230,"862,553,166,894","920,762,518,312"
013360,"413,301,997,330","379,287,373,622"
003120,"494,420,098,295","371,382,501,205"
003200,"1,176,745,986,062","1,044,004,955,919"
007110,"116,167,864,087","91,890,079,585"
007570,"498,185,236,657","494,271,352,816"
008500,"32,238,833,756","35,297,876,172"
081000,"599,305,651,807","641,762,242,168"
020760,"117,303,570,494","117,460,183,728"
103590,"839,513,249,151","837,942,610,833"
271940,"342,505,450,921","343,543,079,609"
015860,"1,586,114,519,184","1,611,593,519,855"
226320,"486,153,355,769","494,667,177,708"
317400,"1,952,688,130,478","544,345,862,031"
033240,"505,788,674,039","437,943,843,130"
000950,"304,781,348,634","383,313,469,255"
006350,0,0
095700,"388,781,107,501","636,864,822,639"
818905,0,0
194370,"533,768,141,172","552,280,907,650"
025620,"48,387,026,626","79,881,575,028"
030000,"2,751,445,128,079","2,542,111,414,363"
271980,"456,891,539,429","426,486,418,148"
001560,"104,117,875,897","106,469,253,369"
002620,"865,677,012,176","892,421,378,291"
006220,0,0
089590,"1,663,644,038,577","1,266,756,061,417"
082270,"151,142,710,555","172,338,330,059"
004910,"386,108,212,060","347,025,302,014"
004700,"442,034,875,881","440,910,559,774"
001550,"130,041,760,125","103,778,712,983"
000480,"1,620,442,052,683","1,349,335,977,271"
120030,"145,133,296,597","139,548,941,139"
018470,"367,680,590,342","347,937,579,509"
002600,"433,755,476,780","267,558,823,330"
185750,"1,124,882,797,791","1,046,700,072,179"
063160,"312,590,995,328","298,540,307,882"
001630,"1,376,372,969,554","1,367,635,164,913"
036930,"833,063,199,031","711,899,410,354"
044380,"53,242,325,293","59,714,398,945"
013890,"1,114,820,890,870","1,018,636,238,631"
043610,"340,102,689,990","307,060,996,340"
144510,"676,530,628,648","645,574,517,978"
013870,"550,819,602,976","522,463,824,958"
071320,"7,478,129,879,658","6,517,362,464,357"
035000,"544,793,546,103","564,897,384,473"
088790,"129,200,779,871","136,444,645,101"
003780,"82,719,954,686","77,871,277,995"
010640,"46,084,520,659","48,090,926,524"
100250,"597,085,261,527","566,089,269,272"
051630,"44,569,287,296","33,655,064,082"
272450,"771,895,322,061","601,593,801,532"
011000,"222,866,686,597","250,856,561,235"
002780,"451,746,878,881","334,617,161,562"
085660,"1,607,008,259,342","1,535,125,058,543"
009310,"739,665,588,573","699,101,612,738"
278280,"818,655,924,091","403,737,992,608"
000650,"54,845,658,330","62,706,049,934"
012600,"29,966,720,058","32,380,760,342"
033250,"75,915,188,601","81,159,742,752"
016790,"271,271,848,824","93,774,078,078"
035720,"22,963,491,575,614","22,779,558,711,233"
293490,"3,873,941,558,000","4,305,011,873,994"
323410,0,0
377300,"3,331,529,857,877","3,432,708,944,352"
006380,"302,205,591,680","395,298,176,361"
119860,"978,031,428,072","488,304,478,846"
109070,"32,951,331,825","33,044,552,713"
078340,"1,908,358,361,933","1,858,805,187,817"
214370,"234,070,032,770","226,759,967,922"
807958,0,0
800172,0,0
861717,0,0
839185,0,0
001620,"553,570,561,673","568,005,110,934"
003450,0,0
021960,0,0
029460,"1,004,623,911,655","964,515,631,018"
002380,"13,118,486,307,658","12,878,863,208,936"
344820,"2,209,564,785,783","1,877,935,028,583"
281820,"483,313,331,794","453,025,637,542"
009070,"630,078,626,843","532,345,388,768"
032500,"345,863,814,037","366,409,620,638"
381970,"534,356,690,809","550,023,979,312"
145270,"270,247,968,384","248,884,632,758"
030200,"40,980,681,000,000","37,159,341,000,000"
053210,"1,361,298,311,421","1,275,644,844,175"
036030,"407,835,297,144","391,552,507,240"
033780,"12,301,715,783,797","11,637,271,194,200"
007810,"1,293,448,547,101","1,064,620,686,323"
190650,0,0
003690,0,0
183300,"387,796,504,542","376,087,006,270"
041960,"111,750,976,536","115,261,543,395"
192820,"1,396,450,504,662","1,411,928,775,762"
044820,"936,136,657,462","954,664,614,459"
005070,"451,321,116,581","348,482,657,487"
005420,"807,858,896,061","681,344,297,906"
071950,"76,246,124,909","79,299,245,941"
029960,"208,244,495,395","194,149,554,498"
002020,"4,477,491,140,077","3,966,282,959,333"
003070,"2,834,147,586,184","2,575,745,971,605"
102940,"314,117,887,378","234,658,306,594"
120110,"6,003,463,015,992","5,601,285,265,899"
138490,"387,043,503,761","369,094,511,038"
021240,"4,365,074,875,331","3,800,627,982,540"
033290,"1,067,555,260,616","1,030,960,336,921"
036420,"2,588,133,968,042","2,245,640,002,695"
200130,"616,919,235,561","537,888,670,052"
031820,"558,409,431,550","349,140,170,006"
294570,"182,201,082,852","201,963,220,773"
192400,"1,149,528,707,692","1,051,892,517,157"
284740,"1,016,960,290,726","929,301,624,227"
015590,"192,687,257,308","165,866,104,199"
016600,0,0
264900,"330,163,311,049","324,569,691,616"
