회사명,corp_code,stock_code,연도,ESG,재무제표,부채총계,영업이익,법인세차감전 순이익
콜마비앤에이치,1032404,200130,2022,B+,"616,919,235,561","214,232,016,548","61,123,995,164","55,837,100,069"
클래시스,1061327,214150,2022,B+,"331,411,108,299","101,857,251,139","68,876,207,458","96,758,436,672"
파마리서치,970453,214450,2022,C,"478,055,190,172","106,399,144,494","65,916,151,831","54,048,007,703"
골프존,1067516,215000,2022,B+,"589,527,894,611","216,364,672,317","148,679,447,295","148,132,972,221"
인크로스,819073,216050,2022,C,"236,897,651,680","130,941,026,561","19,632,377,505","19,639,291,375"
휴온스,1159853,243070,2022,B,"472,626,625,346","185,107,014,549","40,866,895,874","40,257,395,088"
에코프로비엠,1160363,247540,2022,B,"3,374,166,378,975","1,885,951,251,552","380,676,718,075","322,533,781,505"
스튜디오드래곤,1168684,253450,2022,C,"1,090,666,384,738","429,935,208,171","65,219,473,466","58,619,869,646"
펄어비스,1152470,263750,2022,B,"1,222,554,846,466","523,250,798,714","16,378,240,631","-55,803,077,266"
이녹스첨단소재,1237540,272290,2022,C,"463,915,078,234","83,647,833,377","97,114,300,759","101,870,110,991"
와이즈버즈,1236532,273060,2022,D,"75,328,601,022","29,575,390,618","2,566,135,736","2,578,992,030"
천보,897752,278280,2022,D,"818,655,924,091","423,815,482,608","56,473,078,225","36,077,027,981"
에이비엘바이오,1256864,298380,2022,C,"185,180,595,640","115,667,312,852","907,999,453","3,208,631,006"
KR모터스,112378,40,2022,D,"149,185,245,583","109,161,230,426","-6,234,392,973","-19,007,690,242"
경방,101628,50,2022,D,"1,248,318,313,535","493,309,854,178","31,895,306,272","1,648,315,655"
성창기업지주,133335,180,2022,D,"820,314,254,965","224,541,467,009","-11,487,135,610","-12,903,336,535"
대유플러스,126089,300,2022,D,"543,210,276,853","431,957,816,260","22,205,091,521","-18,358,311,104"
영풍,141307,670,2022,B,"5,871,933,652,466","1,468,547,025,489","68,871,997,441","247,033,673,053"
LS네트웍스,104698,680,2022,B,"1,300,442,455,061","748,565,972,243","8,016,374,672","-2,034,935,235"
이화산업,145686,760,2022,D,"268,488,318,653","34,707,840,588","-884,105,121","-924,144,005"
보해양조,123541,890,2022,D,"147,392,500,947","64,936,220,688","61,880,701","-1,472,123,228"
전방,147222,950,2022,D,"304,781,348,634","94,123,353,220","-35,045,943,284","104,628,170,242"
한국주철관공업,159573,970,2022,D,"424,608,629,316","73,948,278,772","13,990,246,944","15,802,928,390"
대한방직,112970,1070,2022,C,"210,639,557,874","75,392,116,742","-3,886,402,441","-7,294,616,886"
만호제강,120872,1080,2022,C,"257,003,015,078","25,657,000,048","209,474,421","8,220,332,260"
남광토건,107066,1260,2022,C,"345,922,884,373","238,920,806,341","11,115,819,532","15,758,164,576"
삼성제약,126414,1360,2022,D,"117,914,808,538","15,324,892,000","-13,961,176,993","-25,093,031,447"
SG글로벌,152039,1380,2022,D,"185,935,448,420","64,775,255,814","-1,441,946,513","-1,563,018,150"
KG케미칼,101220,1390,2022,D,"6,981,908,974,784","3,741,042,484,468","501,083,594,243","536,429,472,790"
태원물산,154055,1420,2022,D,"34,948,504,183","5,374,970,694","-525,103,179","443,328,035"
삼부토건,125974,1470,2022,D,"511,831,084,722","329,646,601,364","-62,976,130,833","-70,178,187,660"
동양,117337,1520,2022,D,"983,550,240,798","200,018,245,461","7,924,864,990","-21,258,318,839"
디아이동일,118345,1530,2022,D,"1,000,282,518,406","381,086,723,056","44,754,402,506","45,423,822,076"
조비,148948,1550,2022,D,"130,041,760,125","68,561,445,949","11,907,297,397","8,526,104,580"
제일연마,148461,1560,2022,C,"104,117,875,897","11,951,004,596","5,129,135,206","2,591,245,143"
금양,106119,1570,2022,D,"282,778,726,386","160,842,410,708","13,208,163,913","1,052,922,440"
케이비아이동국실업,114765,1620,2022,D,"553,570,561,673","373,187,013,643","-965,285,127","9,997,683,949"
알루코,117027,1780,2022,D,"816,932,966,181","506,348,248,906","34,572,726,220","17,171,994,998"
삼화콘덴서공업,129350,1820,2022,D,"287,453,832,625","62,021,312,212","30,515,172,659","33,284,110,768"
고려산업,102751,2140,2022,D,"274,703,527,826","169,050,032,748","4,425,326,213","501,638,097"
동성제약,116268,2210,2022,C,"107,702,060,968","64,892,797,809","-3,096,985,196","-1,850,602,073"
한일철강,163196,2220,2022,D,"339,154,971,493","164,622,338,615","4,031,740,572","-228,335,431"
범양건영,122694,2410,2022,D,"215,054,261,704","144,032,362,262","-12,326,103,597","-5,578,341,880"
세기상사,133618,2420,2022,D,"51,641,840,702","25,060,643,077","-789,291,696","-1,488,159,160"
삼익악기,127857,2450,2022,D,"521,558,832,964","260,906,132,649","11,556,311,058","23,526,198,120"
조흥,149345,2600,2022,C,"433,755,476,780","279,570,331,873","14,975,758,634","12,728,442,173"
오리엔트바이오,141626,2630,2022,D,"104,952,008,521","21,764,271,008","-3,780,753,830","-3,361,205,253"
동일제강,118451,2690,2022,D,"179,708,719,037","22,028,247,899","2,456,929,950","3,926,032,933"
신일전자,173698,2700,2022,D,"152,880,655,297","70,989,812,664","2,828,953,931","1,737,125,395"
보락,123107,2760,2022,D,"60,912,251,547","12,528,504,457","3,282,891,685","3,389,049,721"
진흥기업,150828,2780,2022,C,"451,746,878,881","227,013,990,002","50,682,532,747","53,220,598,562"
미원상사,121932,2840,2022,C,"415,619,324,562","73,770,759,382","77,015,585,495","87,825,424,725"
대유에이텍,149804,2880,2022,D,"1,375,206,765,319","1,136,743,952,904","-32,020,704,813","-101,924,208,873"
유성기업,174004,2920,2022,C,"427,046,002,236","99,811,962,683","6,726,401,302","17,483,949,433"
금호건설,106313,2990,2022,C,"1,691,163,707,318","1,147,826,599,507","55,946,616,129","56,601,104,790"
부광약품,123718,3000,2022,C,"400,929,188,514","129,081,732,482","-230,635,598","-1,032,872,379"
일성신약,146214,3120,2022,D,"494,420,098,295","48,852,889,219","1,297,259,736","137,972,862,035"
한국화장품제조,160621,3350,2022,D,"82,665,926,104","35,421,546,715","4,318,000,672","4,023,641,802"
아이에이치큐,154426,3560,2022,D,"246,320,129,412","158,843,224,641","-32,175,585,561","-113,911,783,324"
방림,122348,3610,2022,D,"265,220,043,723","63,058,875,047","2,149,732,669","7,076,530,391"
미창석유공업,122056,3650,2022,C,"357,326,202,513","36,181,495,521","44,004,543,908","31,753,667,550"
한성기업,161860,3680,2022,D,"234,918,895,770","182,635,463,144","7,064,285,768","2,446,279,692"
SG세계물산,133511,4060,2022,D,"303,815,670,161","58,390,585,798","7,202,639,035","3,054,888,352"
동방,115287,4140,2022,D,"567,964,926,094","437,684,706,701","27,567,777,416","1,985,917,702"
엔피씨,108038,4250,2022,D,"527,275,693,474","182,861,269,823","23,483,130,052","30,677,676,867"
남성,172185,4270,2022,D,"271,152,128,807","151,652,660,509","2,539,944,499","3,980,129,527"
송원산업,134963,4430,2022,D,"1,217,311,000,000","534,689,000,000","185,116,000,000","181,100,000,000"
조광피혁,148939,4700,2022,C,"442,034,875,881","63,994,595,545","507,523,554","4,251,779,529"
팜젠사이언스,135050,4720,2022,D,"317,391,477,026","110,275,883,209","7,472,363,774","89,960,299,524"
써니전자,138057,4770,2022,D,"76,509,689,752","3,286,136,702","1,685,945,860","3,839,738,392"
덕성,114093,4830,2022,D,"125,172,358,791","41,762,767,242","5,248,384,446","3,800,508,429"
티웨이홀딩스,109514,4870,2022,D,"210,718,177,191","45,987,386,449","-1,863,121,812","-19,815,211,403"
씨아이테크,127158,4920,2022,D,"94,704,398,209","41,507,587,354","588,292,963","-935,886,756"
한신공영,162063,4960,2022,D,"2,349,398,105,478","1,622,658,480,432","39,442,102,751","52,887,054,407"
신라교역,135962,4970,2022,D,"716,401,497,952","157,356,040,716","14,467,242,991","19,826,537,702"
휴스틸,156488,5010,2022,D,"1,206,373,632,049","297,193,188,974","289,220,357,862","287,077,877,606"
부산주공,124151,5030,2022,D,"232,550,566,029","209,526,117,492","-6,463,260,656","-8,450,363,450"
신성통상,136341,5390,2022,D,"1,022,769,918,745","679,481,774,198","139,903,882,685","111,337,470,424"
대림비앤코,109754,5750,2022,D,"337,590,812,772","179,629,163,370","1,454,990,634","-1,678,372,050"
신영와코루,136624,5800,2022,D,"425,804,458,911","63,083,713,569","6,613,866,012","24,082,833,266"
동부건설,115612,5960,2022,C,"1,581,700,494,344","998,112,147,136","41,253,381,219","23,183,204,489"
사조오양,141875,6090,2022,C,"343,207,955,095","137,261,542,247","10,201,022,922","10,693,290,275"
대원전선,260392,6340,2022,D,"245,958,532,474","154,359,646,720","1,346,085,446","1,895,538,151"
인스코비,122825,6490,2022,D,"101,183,784,087","38,132,316,932","-1,387,901,650","-7,403,032,094"
대림통상,109824,6570,2022,D,"171,792,618,625","91,462,722,734","6,951,768,177","3,299,984,384"
삼성공조,126201,6660,2022,C,"308,654,791,181","49,783,880,589","8,737,465,177","45,071,312,000"
신송홀딩스,136402,6880,2022,D,"242,350,721,393","146,219,644,364","8,574,416,656","1,199,013,132"
태경케미컬,109161,6890,2022,D,"167,391,898,805","20,054,166,298","10,400,584,716","12,038,183,504"
일신석재,146296,7110,2022,D,"116,167,864,087","60,940,446,850","3,899,804,285","2,802,032,217"
미래아이앤지,104786,7120,2022,D,"97,492,843,199","28,061,180,087","3,105,522,387","-6,868,353,291"
일양약품,146454,7570,2022,C,"498,185,236,657","206,331,142,487","40,407,538,272","41,331,403,889"
동방아그로,115384,7590,2022,D,"216,528,029,378","65,704,820,709","9,337,231,210","8,789,267,182"
선도전기,131939,7610,2022,D,"131,739,357,945","71,539,960,318","-16,906,468,362","-19,264,899,022"
대동전자,157104,8110,2022,C,"210,987,070,724","34,973,588,149","2,203,821,596","11,294,581,428"
이건산업,145446,8250,2022,D,"442,826,933,314","242,273,569,536","19,324,775,021","11,765,605,132"
남선알미늄,107224,8350,2022,D,"401,195,143,871","94,558,342,251","-2,490,017,943","30,446,567,757"
문배철강,121570,8420,2022,D,"206,906,858,449","39,013,430,441","3,006,102,380","24,358,747,318"
일정실업,146542,8500,2022,D,"32,238,833,756","27,887,706,305","-8,745,691,572","-8,533,900,410"
윌비스,104999,8600,2022,D,"270,394,721,804","172,118,972,213","193,461,668","-8,214,186,642"
아남전자,138516,8700,2022,D,"213,647,673","136,362,680","15,981,588","13,692,775"
금비,168401,8870,2022,D,"307,313,894,364","173,724,375,999","-6,480,775","-19,191,898,741"
동양철관,117629,8970,2022,D,"182,494,060,839","94,535,470,493","7,738,462,210","4,072,114,644"
경인전자,102140,9140,2022,D,"68,385,030,301","4,422,682,389","110,384,573","4,100,351,759"
대양금속,111111,9190,2022,D,"400,877,091,044","226,378,022,139","13,712,413,226","10,237,507,595"
대우부품,111689,9320,2022,D,"91,241,229,943","65,582,625,898","-5,760,515,771","-8,133,772,800"
한창제지,163761,9460,2022,C,"283,062,451,163","172,631,641,520","1,285,737,605","1,033,412,012"
삼화전기,129271,9470,2022,D,"139,115,269,782","50,062,914,992","13,648,212,242","13,392,482,601"
삼정펄프,128227,9770,2022,D,"232,663,818,640","19,657,538,379","4,665,535,399","-1,277,139,100"
우진아이엔에스,143262,10400,2022,C,"111,631,385,016","18,022,750,569","-5,607,320,231","-4,864,903,628"
진양폴리우레탄,160375,10640,2022,D,"46,084,520,659","15,374,877,852","3,288,372,484","3,314,275,705"
화천기계,166500,10660,2022,D,"161,427,031,413","32,602,283,746","1,282,311,469","3,905,910,497"
퍼스텍,148522,10820,2022,D,"211,309,947,551","154,647,754,948","3,112,927,906","4,592,986,349"
삼호개발,128980,10960,2022,B,"282,392,862,209","63,537,093,441","4,469,401,497","7,957,841,765"
진원생명과학,118521,11000,2022,D,"222,866,686,597","41,395,394,097","-40,083,888,917","-38,054,277,991"
삼화전자공업,129280,11230,2022,D,"68,742,292,985","51,007,477,621","-4,295,416,659","-6,061,059,925"
태림포장,153524,11280,2022,C,"651,217,775,055","284,710,005,647","30,895,370,651","26,050,229,408"
부산산업,124027,11390,2022,C,"134,678,926,321","52,615,151,179","5,259,376,581","5,722,948,826"
갤럭시아에스엠,129554,11420,2022,D,"57,863,011,528","24,529,479,896","4,174,665,075","4,390,396,917"
한농화성,160861,11500,2022,D,"225,415,182,824","72,824,106,640","4,544,911,205","8,203,092,090"
한신기계공업,162072,11700,2022,D,"115,721,729,758","22,775,323,313","-4,095,859,475","-5,820,404,313"
아센디오,145437,12170,2022,D,"73,158,525,417","40,888,846,326","-8,969,913,874","-16,916,858,189"
영화금속,141413,12280,2022,D,"220,738,936,358","158,037,883,342","-1,121,315,071","386,444,352"
경인양행,102113,12610,2022,C,"548,252,999,063","282,098,495,707","28,060,459,106","24,223,836,860"
대창,112651,12800,2022,D,"840,153,818,480","563,437,643,167","9,088,699,355","5,077,396,552"
계룡건설산업,102432,13580,2022,C,"2,560,028,661,008","1,757,274,727,927","132,836,469,827","96,536,509,764"
까뮤이앤씨,129420,13700,2022,C,"195,489,393,903","116,341,805,653","-15,897,800,139","-18,125,547,131"
지엠비코리아,156354,13870,2022,D,"550,819,602,976","282,988,578,972","11,123,016,383","13,290,403,896"
지누스,150633,13890,2022,B+,"1,114,820,890,870","488,663,623,143","65,560,502,229","43,557,876,336"
한익스프레스,129509,14130,2022,D,"407,946,966,305","302,592,347,580","19,863,296,336","11,174,807,494"
대영포장,111458,14160,2022,D,"247,356,883,299","80,340,610,405","11,909,475,247","16,497,946,238"
금강공업,105299,14280,2022,C,"1,094,801,795,415","646,587,484,981","33,939,447,578","60,336,884,239"
태경비케이,122481,14580,2022,D,"361,240,178,636","96,292,879,506","31,945,997,236","29,518,133,741"
성문전자,132628,14910,2022,D,"57,241,315,662","25,167,616,319","2,467,546,877","2,703,228,431"
인디에프,106881,14990,2022,D,"119,745,167,372","81,801,083,054","-13,021,781,567","-10,591,551,409"
이스타코,134565,15020,2022,D,"79,791,361,051","34,487,215,492","-3,170,883,298","-5,021,732,071"
에이엔피,143314,15260,2022,D,"106,799,190,000","76,747,049,774","-10,679,035,041","-30,357,952,707"
큐로,108746,15590,2022,D,"192,687,257,308","82,860,308,311","12,936,915,150","10,430,752,973"
일진홀딩스,146649,15860,2022,C,"1,586,114,519,184","678,227,620,427","44,921,597,875","36,038,036,470"
신대양제지,135777,16590,2022,D,"884,529,889,834","227,229,978,192","50,861,766,330","61,710,056,361"
광명전기,103662,17040,2022,D,"172,178,417,133","53,307,671,271","4,635,070,783","6,419,400,070"
수산중공업,135111,17550,2022,D,"261,731,135,173","123,182,486,960","22,598,864,801","20,267,627,535"
동원금속,118008,18500,2022,D,"456,870,590,279","395,436,339,499","11,747,797,604","22,045,104,764"
아시아나항공,138792,20560,2022,B,"13,455,341,411,799","12,739,695,840,901","598,763,774,896","-7,699,984,635"
세원정공,134316,21820,2022,D,"628,831,844,307","77,647,408,546","-10,941,609,997","-24,319,204,148"
삼원강재,191588,23000,2022,C,"293,690,103,032","62,909,269,440","16,532,526,342","16,979,268,799"
동남합성,115065,23450,2022,C,"92,085,226,130","42,058,880,063","13,461,074,816","12,948,368,022"
인지컨트롤스,103510,23800,2022,D,"606,910,470,329","400,688,873,530","17,050,734,417","14,127,082,294"
인팩,180795,23810,2022,C,"411,164,184,888","273,499,292,804","20,813,756,713","17,186,133,631"
에쓰씨엔지니어링,121969,23960,2022,D,"106,506,525,380","65,251,157,568","7,784,423,400","7,965,766,856"
WISCOM,142865,24070,2022,C,"128,503,266,423","15,926,877,005","744,304,211","-7,028,274,066"
디씨엠,177199,24090,2022,C,"306,956,322,608","41,595,073,602","24,501,431,525","44,413,864,214"
덕양산업,114154,24900,2022,D,"520,217,537,029","431,773,772,024","30,682,700,016","17,724,173,008"
KPX케미칼,191472,25000,2022,D,"776,778,116,811","181,591,489,347","46,513,085,397","37,404,807,384"
한국단자공업,157070,25540,2022,D,"1,289,776,455,433","419,492,218,914","64,257,366,734","69,550,926,266"
미래산업,197759,25560,2022,D,"134,409,509,636","41,043,553,919","8,004,566,211","8,059,369,506"
제이준코스메틱,136776,25620,2022,D,"48,387,026,626","6,805,876,091","-10,667,657,649","-19,511,265,960"
부국철강,123781,26940,2022,D,"153,622,003,905","27,614,064,056","5,922,305,967","9,227,724,740"
동서,144395,26960,2022,D,"1,627,852,719,302","82,302,460,449","39,175,078,067","129,336,420,914"
마니커,204208,27740,2022,D,"174,626,136,915","125,649,244,999","-6,965,206,428","-1,709,026,471"
동아지질,178754,28100,2022,D,"372,281,354,657","150,642,232,281","-30,570,127,039","-28,208,506,435"
신도리코,135795,29530,2022,C,"1,038,493,447,520","84,787,666,360","-2,209,596,552","60,597,106,986"
동원수산,118044,30720,2022,D,"121,789,602,384","59,216,320,085","5,800,643,290","8,642,567,888"
비케이탑스,273615,30790,2022,D,"97,463,451,863","89,909,718,122","-9,626,618,095","-14,400,245,631"
콤텍시스템,186559,31820,2022,D,"558,409,431,550","358,528,267,719","15,878,066,941","40,811,509,744"
황금에스티,218575,32560,2022,C,"481,912,631,966","108,492,130,789","46,505,927,767","52,203,504,803"
KH 필룩스,193009,33180,2022,D,"1,246,019,564,242","766,469,146,287","-21,353,184,786","-106,872,456,441"
자화전자,146861,33240,2022,D,"505,788,674,039","162,630,931,615","-11,740,371,040","-43,052,838,464"
체시스,125576,33250,2022,D,"75,915,188,601","47,279,163,828","-7,470,398,830","-4,513,274,020"
인천도시가스,145862,34590,2022,C,"423,143,581,786","223,143,901,928","8,050,415,265","14,549,229,564"
백산,122551,35150,2022,D,"338,873,471,894","158,716,154,786","50,295,977,243","54,825,366,823"
YG PLUS,249247,37270,2022,D,"241,371,893,905","81,946,724,778","10,336,906,899","12,382,091,307"
한미반도체,161383,42700,2022,C,"455,432,965,985","65,336,210,199","111,859,422,080","127,844,021,017"
주연테크,269241,44380,2022,D,"53,242,325,293","11,699,001,969","-6,294,304,449","-5,739,911,122"
진양화학,347734,51630,2022,D,"44,569,287,296","9,828,095,608","-1,055,629,006","-1,239,035,438"
세이브존I&C,422895,67830,2022,C,"573,569,548,297","109,458,880,496","9,219,026,026","8,486,085,651"
삼성출판사,423690,68290,2022,C,"211,487,637,576","35,896,218,317","-900,934,263","4,582,058,487"
대웅제약,427483,69620,2022,B+,"1,563,340,613,712","822,117,616,379","95,797,148,532","38,329,656,956"
한세엠케이,357360,69640,2022,C,"224,809,704,278","186,180,876,919","-21,130,809,388","-37,651,623,524"
DSR제강,151298,69730,2022,C,"259,398,156,922","76,302,600,310","26,367,413,746","33,010,683,469"
용평리조트,365989,70960,2022,D,"868,285,864,187","490,578,387,042","1,552,325,492","-12,983,265,323"
유엔젤,416654,72130,2022,D,"61,023,631,583","7,242,894,540","845,798,193","2,140,769,239"
이엔플러스,469799,74610,2022,D,"120,327,643,368","55,540,873,039","-13,174,840,671","-36,257,081,136"
새론오토모티브,305668,75180,2022,D,"256,209,761,789","26,237,446,966","-3,096,423,313","-5,860,618,000"
세진중공업,415628,75580,2022,D,"551,849,173,753","342,503,861,017","24,899,662,472","16,641,864,543"
텔코웨어,361488,78000,2022,D,"132,073,841,013","20,552,807,021","2,855,339,110","4,569,550,673"
일진다이아,508274,81000,2022,D,"599,305,651,807","71,340,431,456","3,272,205,622","1,861,334,390"
이월드,540605,84680,2022,D,"431,705,014,700","185,352,588,241","14,610,430,386","7,308,956,663"
엔케이,172228,85310,2022,D,"185,745,934,911","57,514,392,119","870,341,567","10,508,709,657"
진도,557933,88790,2022,D,"129,200,779,871","25,027,285,482","6,093,797,742","5,123,956,863"
메타랩스,442835,90370,2022,D,"90,016,753,672","11,129,379,056","-2,047,208,320","-13,656,713,478"
세원이앤씨,585219,91090,2022,D,"282,702,159,615","115,300,760,586","1,818,195,585","-92,761,245,972"
디아이씨,112165,92200,2022,D,"648,233,574,145","504,681,102,341","31,286,785,173","15,137,287,825"
기신정기,106614,92440,2022,D,"265,059,186,517","14,831,931,489","9,642,345,481","10,696,712,893"
형지엘리트,441243,93240,2022,D,"109,225,633,024","41,486,677,550","3,940,036,180","8,288,093,361"
진양홀딩스,646732,100250,2022,D,"597,085,261,527","194,455,945,015","5,231,538,199","34,705,704,464"
인바이오젠,652423,101140,2022,D,"141,814,848,411","37,399,819,172","-6,033,395,547","-136,640,099,029"
쌍방울,681142,102280,2022,D,"167,746,018,396","29,093,372,709","642,206,648","-109,641,478,750"
일진전기,683469,103590,2022,D,"839,513,249,151","494,610,873,687","31,490,877,242","27,728,684,638"
미원홀딩스,706715,107590,2022,C,"485,886,407,079","229,582,717,353","22,840,986,830","25,035,660,044"
호전실업,226316,111110,2022,D,"316,098,137,496","180,582,898,935","40,584,324,713","38,800,723,016"
락앤락,561866,115390,2022,B,"708,510,198,267","106,428,102,752","2,304,046,491","-8,213,595,668"
KC코트렐,797364,119650,2022,D,"323,473,720,683","266,719,036,966","3,629,851,717","-19,244,340,300"
조선선재,796994,120030,2022,D,"145,133,296,597","9,248,179,273","9,435,412,968","13,174,731,310"
대성산업,828789,128820,2022,D,"1,824,588,314,611","1,197,506,140,662","48,301,486,163","-7,741,897,895"
미원화학,855163,134380,2022,C,"147,864,035,732","15,155,439,398","18,983,200,277","20,938,722,745"
시디즈,852087,134790,2022,C,"85,063,020,141","21,635,673,445","40,885,780","3,102,893,525"
드림텍,415646,192650,2022,D,"825,357,092,772","323,702,374,400","96,666,082,963","105,543,183,337"
제이에스코퍼레이션,332927,194370,2022,C,"533,768,141,172","278,290,251,740","81,475,323,113","83,593,569,608"
금호에이치티,105606,214330,2022,D,"426,633,825,138","100,833,283,251","9,292,103,935","-17,157,797,244"
토니모리,816544,214420,2022,C,"199,062,053,733","101,679,024,921","-7,258,250,448","-2,946,339,154"
미원에스씨,1234297,268280,2022,C,"475,733,780,981","96,877,962,047","80,853,449,953","84,896,353,218"
제일약품,1236897,271980,2022,D,"456,891,539,429","301,294,319,644","-13,504,334,090","-13,246,645,256"
동아타이어,1262458,282690,2022,D,"474,371,544,392","96,570,089,934","22,378,404,384","31,069,283,692"
에어부산,651901,298690,2022,D,"1,227,883,087,659","1,101,224,121,714","-81,307,511,001","-153,133,369,491"
삼천당제약,128546,250,2022,D,"373,275,926,268","127,634,262,627","12,224,651,499","8,919,524,090"
서부T&D,130383,6730,2022,D,"2,065,713,348,318","1,248,905,018,191","19,185,280,991","30,498,487,923"
네이처셀,117276,7390,2022,D,"94,021,004,319","36,862,832,477","-9,502,488,683","-8,904,827,977"
에스엠코어,137915,7820,2022,C,"109,853,668,071","39,615,250,918","2,009,033,348","2,408,113,145"
SGC이테크건설,141246,16250,2022,B,"973,525,647,536","727,213,982,033","33,204,579,097","70,906,639,426"
KCC건설,105466,21320,2022,D,"1,198,128,493,039","747,474,269,742","-1,091,838,620","13,571,221,968"
유진기업,184667,23410,2022,D,"2,030,421,858,750","1,092,825,611,169","54,719,955,238","-7,891,294,088"
동화기업,173032,25900,2022,D,"1,846,108,233,207","1,074,761,149,038","72,435,427,545","57,432,543,663"
코엔텍,197476,29960,2022,D,"208,244,495,395","37,731,210,189","48,363,480,084","50,229,848,661"
시그네틱스,158219,33170,2022,D,"193,209,798,817","61,897,064,699","8,884,748,083","9,812,066,060"
코웰패션,155948,33290,2022,D,"1,067,555,260,616","571,242,059,846","101,677,130,510","91,631,926,647"
네패스,227333,33640,2022,C,"1,131,933,359,194","739,611,151,367","-6,714,005,791","83,877,723,664"
KG이니시스,264547,35600,2022,D,"1,452,980,135,073","847,320,423,017","106,512,396,728","90,651,570,239"
SFA반도체,301246,36540,2022,D,"674,874,341,737","190,956,704,120","62,881,247,628","71,388,920,625"
영풍정밀,141389,36560,2022,B,"412,207,478,503","71,656,711,563","11,969,856,632","19,506,213,533"
KCI,265041,36670,2022,C,"123,130,036,367","24,943,833,965","21,877,282,357","22,700,882,769"
이오테크닉스,246417,39030,2022,D,"615,867,392,001","76,752,866,702","92,798,680,886","100,770,243,229"
오스코텍,263654,39200,2022,D,"143,735,698,279","21,914,692,257","-28,638,371,344","-27,983,021,370"
나노엔텍,230425,39860,2022,D,"63,276,789,628","5,627,996,929","4,380,965,003","5,508,274,307"
KG모빌리언스,405278,46440,2022,D,"474,188,848,712","157,786,435,557","40,290,909,338","38,350,134,733"
현대바이오,313649,48410,2022,D,"67,326,810,921","9,091,422,389","-26,354,165,991","-16,612,741,978"
리노공업,369657,58470,2022,C,"531,488,129,432","38,304,546,606","136,634,729,982","154,075,514,572"
인선이엔티,375931,60150,2022,D,"550,218,609,958","208,374,441,965","33,230,165,818","28,972,541,204"
다원시스,523307,68240,2022,D,"672,878,033,817","467,395,937,130","-159,266,398,763","-169,981,377,034"
셀트리온제약,541349,68760,2022,D,"599,724,549,123","242,938,002,116","38,169,582,298","30,468,673,930"
차바이오텍,525679,85660,2022,D,"1,607,008,259,342","955,071,931,840","-47,076,070,730","-71,302,408,963"
동국제약,114808,86450,2022,C,"768,330,084,076","237,265,679,685","72,653,921,441","68,632,496,823"
메디톡스,580199,86900,2022,D,"596,288,445,046","162,672,839,659","46,664,445,394","49,526,136,526"
에이스테크,556907,88800,2022,D,"379,521,558,057","311,712,410,525","-20,058,514,812","-31,318,339,188"
상아프론테크,181299,89980,2022,C,"335,959,119,954","150,973,300,609","12,905,637,676","8,851,672,493"
아미코젠,545734,92040,2022,C,"429,651,956,812","259,874,018,775","-4,899,462,026","-50,571,006,364"
제넥신,545929,95700,2022,D,"388,781,107,501","107,873,145,205","-33,679,063,951","-57,131,835,253"
에스앤에스텍,411048,101490,2022,C,"226,750,296,429","36,358,827,310","16,012,815,858","16,541,478,096"
이엔에프테크놀로지,530185,102710,2022,D,"662,279,122,926","270,602,941,282","64,645,433,271","63,819,436,162"
티케이케미칼,693554,104480,2022,D,"1,431,444,770,374","483,514,905,473","480,800,306","311,910,286,090"
원익머트리얼즈,623661,104830,2022,C,"583,018,186,697","137,651,227,352","88,797,905,994","76,694,813,371"
메지온,808022,140410,2022,D,"54,021,841,457","27,781,788,650","-23,331,280,109","-35,909,597,525"
레고켐바이오,842619,141080,2022,C,"252,530,449,549","32,931,523,513","-50,375,099,038","-47,722,617,786"
서진시스템,838005,178320,2022,D,"1,384,813,849,004","845,244,135,390","44,398,388,581","15,179,648,474"
알테오젠,989619,196170,2022,C,"245,490,136,097","100,108,123,094","-29,373,680,278","-9,969,855,067"
메가스터디교육,1074862,215200,2022,B,"904,710,791,851","471,008,859,752","135,389,636,306","134,308,390,458"
RFHIC,1078178,218410,2022,C,"473,338,210,545","165,491,087,870","802,971,835","3,959,367,755"
씨아이에스,1090471,222080,2022,D,"443,995,110,774","303,962,068,566","7,811,543,178","15,682,198,047"
에코마케팅,1029394,230360,2022,C,"309,674,299,000","96,124,869,385","56,589,658,372","56,348,497,276"
메드팩토,1336373,235980,2022,D,"107,687,183,354","75,364,585,732","-37,193,012,232","-35,753,227,225"
셀리버리,1182444,268600,2022,C,"84,704,573,850","74,250,173,411","-66,892,079,696","-75,018,397,988"
엘앤씨바이오,1181515,290650,2022,C,"199,725,162,710","91,903,982,601","9,483,841,990","4,563,326,433"
국보,104519,1140,2022,D,"109,959,854,401","66,871,513,556","-14,020,928,187","-24,473,349,636"
비비안,107677,2070,2022,D,"201,061,180,940","104,480,645,980","5,712,710,660","-14,000,473,825"
흥아해운,167208,3280,2022,C,"317,059,936,570","181,755,200,200","29,679,321,670","19,003,192,145"
진양산업,150439,3780,2022,D,"82,719,954,686","31,490,483,064","5,285,312,534","5,476,287,811"
성안,132868,11300,2022,C,"123,872,501,880","101,656,694,244","-1,517,005,402","-8,290,315,629"
세우글로벌,134176,13000,2022,D,"49,888,720,541","4,030,128,778","1,558,551,419","2,364,372,560"
한국주강,159564,25890,2022,D,"48,045,222,224","18,273,216,705","-517,656,122","1,721,453,110"
이아이디,480950,93230,2022,D,"566,212,896,315","384,426,714,358","-12,839,603,028","-101,105,095,340"
