회사명,corp_code,stock_code,연도,ESG,재무제표,부채총계,영업이익,법인세차감전 순이익
유니온,144252,910,2021,B,"366,165,151,031","182,516,607,328","5,173,428,419","14,458,262,507"
페이퍼코리아,134723,1020,2021,B,"497,167,643,294","451,786,535,547","31,459,196,423","19,092,559,536"
JW중외제약,149947,1060,2021,B,"633,053,136,402","444,513,606,704","31,199,849,285","20,532,660,766"
대한제분,113243,1130,2021,B,"1,321,597,380,773","440,979,863,565","24,960,181,509","129,608,921,353"
금호전기,106395,1210,2021,B,"83,849,543,774","65,486,927,043","-8,559,664,657","-11,701,592,224"
백광산업,122472,1340,2021,B,"359,208,429,757","169,671,638,714","17,929,801,315","15,250,312,639"
BYC,122579,1460,2021,B,"684,434,512,150","202,622,247,604","26,711,346,464","40,190,338,094"
대한제당,113234,1790,2021,B,"1,182,290,229,000","671,091,219,000","42,051,836,000","27,234,051,000"
KISCO홀딩스,159740,1940,2021,B,"1,688,093,089,026","267,377,534,330","200,741,467,324","237,889,169,535"
코오롱,152862,2020,2021,B,"3,966,282,959,333","2,978,410,677,407","332,198,227,180","242,116,320,076"
경농,101433,2100,2021,B,"388,785,779,466","151,976,385,644","16,758,990,471","17,475,799,401"
삼양통상,127042,2170,2021,B,"459,013,786,278","52,591,297,103","36,387,252,619","44,742,353,321"
한국수출포장공업,158112,2200,2021,B,"331,846,866,963","68,488,033,304","20,005,644,083","20,295,645,900"
아세아제지,138729,2310,2021,B,"969,593,253,200","255,172,404,299","93,875,118,756","107,163,065,303"
SH에너지화학,136457,2360,2021,B,"119,629,057,587","27,889,955,545","74,330,329","951,057,250"
화성산업,174527,2460,2021,B,"807,965,790,439","390,984,899,166","28,631,156,224","36,332,643,447"
제일파마홀딩스,148443,2620,2021,B,"892,421,378,291","392,107,688,415","-8,974,887,678","-6,129,201,543"
TCC스틸,117300,2710,2021,B,"366,996,614,848","211,767,465,634","25,597,715,868","39,235,029,904"
국제약품,104722,2720,2021,B,"139,783,046,684","71,195,237,941","-1,675,903,581","-1,110,256,528"
삼영무역,127167,2810,2021,B,"578,816,472,113","114,637,439,582","23,951,912,869","54,621,104,299"
한국쉘석유,158149,2960,2021,B,"165,711,579,705","56,156,826,918","38,045,978,839","39,253,362,522"
혜인,165343,3010,2021,B,"194,738,254,040","92,754,854,849","9,391,730,485","7,945,971,315"
코오롱글로벌,152880,3070,2021,B,"2,575,745,971,605","1,962,370,838,378","186,862,116,639","156,135,144,927"
성보화학,132725,3080,2021,B,"172,156,874,269","36,424,835,178","1,038,402,940","1,794,597,045"
대웅,111810,3090,2021,B,"1,929,216,825,812","776,674,438,964","182,454,302,437","113,211,529,134"
디아이,118275,3160,2021,B,"248,156,661,607","96,098,088,340","16,476,140,212","18,355,906,635"
대원제약,111999,3220,2021,B,"429,579,922,427","211,176,224,708","19,425,905,258","17,135,969,184"
한진중공업홀딩스,163673,3480,2021,B,"1,837,801,000,000","1,489,201,000,000","44,589,000,000","-5,769,000,000"
현대약품,164706,4310,2021,B,"163,857,416,757","77,257,091,879","-1,571,885,028","-4,020,719,384"
세방,133812,4360,2021,B,"1,244,948,679,058","347,791,901,690","29,158,209,219","72,077,145,627"
삼일씨엔에스,109806,4440,2021,B,"351,874,250,938","74,842,756,530","13,578,850,935","655,149,532"
삼화왕관,129235,4450,2021,B,"243,315,827,604","99,670,369,499","8,091,703,884","4,821,796,786"
세방전지,133858,4490,2021,B,"1,684,408,564,314","472,409,464,073","99,704,951,541","118,648,456,804"
깨끗한나라,113492,4540,2021,B,"598,691,300,314","369,204,768,817","13,044,857,715","10,000,056,896"
동일산업,172936,4890,2021,B,"473,764,601,980","71,727,779,886","42,048,806,893","57,274,249,982"
조광페인트,148920,4910,2021,B,"347,025,302,014","172,513,434,410","-8,796,482,623","-31,128,275,843"
코스모신소재,129989,5070,2021,B,"348,482,657,487","143,034,110,908","21,792,842,464","22,398,919,240"
한창,163716,5110,2021,B,"134,278,397,974","97,276,581,394","-4,720,153,512","-30,996,849,418"
국동,168331,5320,2021,B,"168,474,550,907","66,109,970,105","-769,194,716","-4,100,834,059"
모나미,121288,5360,2021,B,"202,507,879,594","97,960,468,698","5,064,131,360","22,100,921,529"
코스모화학,160302,5420,2021,B,"681,344,297,906","378,544,444,235","30,483,818,557","28,498,606,598"
한국공항,156691,5430,2021,B,"383,887,978,055","93,813,700,658","-902,546,870","410,512,797"
삼진제약,128412,5500,2021,B,"332,495,964,826","98,327,946,689","33,911,426,198","34,911,238,836"
삼영전자공업,127200,5680,2021,B,"543,640,907,269","31,882,385,986","15,712,130,457","22,566,106,167"
파미셀,145163,5690,2021,B,"94,332,951,458","30,461,552,643","7,862,970,352","9,450,907,168"
크라운해태홀딩스,153126,5740,2021,B,"1,115,739,131,697","626,381,107,124","39,307,029,722","20,856,601,426"
풍산홀딩스,155531,5810,2021,B,"1,051,956,003,593","155,681,920,444","96,828,238,680","200,831,677,345"
원림,143794,5820,2021,B,"170,283,437,144","34,844,419,311","3,192,709,036","3,142,966,511"
휴니드테크놀러지스,111421,5870,2021,B,"267,340,261,645","134,159,015,866","13,294,091,773","17,496,427,787"
대한해운,113535,5880,2021,B,"3,859,734,558,837","2,341,620,168,689","203,921,089,342","323,860,972,245"
이수화학,145552,5950,2021,B,"1,168,938,576,112","777,122,951,530","82,059,895,812","118,726,288,542"
동원산업,118026,6040,2021,B,"6,685,167,195,507","4,058,408,981,430","508,664,037,310","400,991,374,325"
삼아알미늄,126779,6110,2021,B,"227,237,960,938","105,209,850,404","15,447,143,092","14,978,903,722"
한국전자홀딩스,159254,6200,2021,B,"463,627,852,404","153,728,383,077","38,507,381,292","28,613,110,815"
대구백화점,108977,6370,2021,B,"486,599,801,677","232,567,470,102","-18,071,441,256","-23,385,966,696"
카프로,159810,6380,2021,B,"395,298,176,361","269,292,140,892","3,603,080,373","1,865,287,063"
대한유화,260383,6650,2021,B,"2,478,873,031,267","449,738,749,493","179,414,039,346","198,183,234,594"
영풍제지,141404,6740,2021,B,"209,596,339,151","77,558,898,577","8,098,496,224","7,696,196,880"
벽산,122898,7210,2021,B,"505,440,465,430","215,128,919,293","8,544,877,436","2,885,757,611"
한국특강,124090,7280,2021,B,"458,713,983,250","316,723,246,212","40,011,466,223","33,204,735,721"
샘표,130091,7540,2021,B,"442,738,148,712","129,328,226,708","21,904,156,438","26,029,433,456"
국도화학,104388,7690,2021,B,"1,416,366,191,782","601,421,179,530","204,707,042,943","210,410,743,302"
코리아써키트,152686,7810,2021,B,"1,064,620,686,323","412,634,244,757","85,112,839,470","89,483,974,797"
태평양물산,154329,7980,2021,B,"764,951,831,942","600,094,345,016","1,375,375,954","-14,156,769,066"
사조동아원,137252,8040,2021,B,"448,788,964,545","237,036,708,824","19,110,101,101","4,420,554,839"
서흥,131692,8490,2021,B,"809,954,854,056","380,086,403,113","69,603,625,435","74,848,835,599"
율촌화학,145260,8730,2021,B,"666,716,497,526","320,650,272,517","11,020,409,544","10,531,558,316"
케이씨티시,103042,9070,2021,B,"532,345,388,768","303,256,153,532","29,603,505,899","26,468,774,120"
SIMPAC,138260,9160,2021,B,"903,229,593,071","356,567,304,436","106,401,536,463","115,662,132,171"
신원,136864,9270,2021,B,"503,617,026,076","292,127,409,030","21,639,200,846","16,253,891,316"
광동제약,103592,9290,2021,B,"883,845,298,043","356,600,480,140","44,935,683,503","34,328,684,970"
참엔지니어링,153621,9310,2021,B,"699,101,612,738","613,458,318,110","2,623,050,818","216,011,030"
한올바이오파마,162586,9420,2021,B,"198,477,805,328","34,985,661,619","10,099,118,837","8,702,090,321"
KC그린홀딩스,159971,9440,2021,B,"906,605,618,427","646,639,158,815","27,353,738,310","24,643,733,060"
모토닉,151128,9680,2021,B,"447,982,644,765","29,163,386,445","14,355,454,772","18,658,766,461"
한국내화,160205,10040,2021,B,"357,947,858,446","104,085,579,685","8,589,133,409","7,376,330,584"
고려아연,102858,10130,2021,B,"9,964,048,634,649","2,229,814,171,825","1,096,146,343,693","1,139,080,147,683"
웰바이오텍,141273,10600,2021,B,"136,826,786,107","103,519,878,566","-3,903,266,061","-20,889,220,187"
평화홀딩스,155124,10770,2021,B,"518,123,304,203","417,006,666,018","7,598,932,267","-14,145,321,929"
에넥스,139764,11090,2021,B,"132,906,035,780","66,492,066,022","-12,333,342,296","10,688,183,906"
CJ씨푸드,129013,11150,2021,B,"133,389,814,204","66,278,139,549","4,499,170,288","2,681,834,264"
유니켐,137207,11330,2021,B,"335,857,580,519","207,896,480,969","9,505,608,489","2,687,148,104"
STX,138297,11810,2021,B,"676,149,000,000","553,619,000,000","9,040,000,000","-19,666,000,000"
신성이엔지,136271,11930,2021,B,"476,656,365,404","268,618,296,776","2,386,598,711","-17,537,272,629"
DB,163345,12030,2021,B,"601,998,919,354","164,214,796,554","23,472,667,404","28,053,109,504"
영흥,141477,12160,2021,B,"518,961,056,304","321,035,329,574","6,673,541,769","3,386,916,366"
더존비즈온,172291,12510,2021,B,"900,314,202,568","398,587,975,843","71,173,064,598","71,814,850,465"
모나리자,173102,12690,2021,B,"93,955,501,189","18,723,654,428","3,433,504,342","3,848,063,629"
일성건설,146232,13360,2021,B,"379,287,373,622","269,946,371,059","10,807,385,076","2,918,747,089"
디와이,117179,13570,2021,B,"859,972,554,946","361,846,877,297","46,788,190,051","26,810,779,162"
영보화학,140779,14440,2021,B,"179,898,107,295","24,685,849,929","4,369,192,311","3,737,121,252"
극동유화,105156,14530,2021,B,"321,935,348,473","139,852,066,541","20,485,805,841","16,538,451,513"
사조씨푸드,124780,14710,2021,B,"336,930,664,881","106,936,374,686","14,004,313,349","13,182,544,075"
동원시스템즈,132637,14820,2021,B,"1,492,014,739,252","826,642,450,395","89,997,435,703","65,231,529,527"
대창단조,112679,15230,2021,B,"298,478,418,840","71,311,980,778","29,506,417,898","36,863,983,404"
태경산업,153339,15890,2021,B,"584,726,245,924","199,247,650,821","40,591,835,560","37,357,770,959"
대현,113614,16090,2021,B,"280,081,122,058","59,050,547,416","22,414,773,991","24,094,494,167"
한세예스24홀딩스,161976,16450,2021,B,"2,241,273,059,610","1,291,920,827,286","134,681,974,504","130,409,997,443"
환인제약,166573,16580,2021,B,"353,188,871,835","35,963,186,455","31,275,795,116","33,881,528,304"
대성홀딩스,108940,16710,2021,B,"1,244,012,863,048","647,101,706,869","21,148,138,997","31,886,127,293"
두올,119672,16740,2021,B,"424,141,554,671","226,828,876,123","25,296,758,456","24,262,752,796"
퍼시스,161709,16800,2021,B,"575,484,571,263","77,976,680,373","28,653,226,539","59,740,863,426"
웅진,143651,16880,2021,B,"1,065,994,370,493","845,476,888,061","42,952,922,677","36,691,978,044"
명문제약,121039,17180,2021,B,"223,263,081,737","137,389,372,750","-5,880,803,085","-6,598,119,107"
우신시스템,142883,17370,2021,B,"309,605,708,018","220,358,554,970","-11,486,951,348","-13,090,309,106"
광전자,152729,17900,2021,B,"238,961,555,432","28,253,535,695","6,916,463,299","12,810,383,021"
조일알미늄,149239,18470,2021,B,"347,937,579,509","181,069,784,517","18,279,237,886","16,851,107,957"
신풍제약,137359,19170,2021,B,"398,349,774,820","38,025,374,676","-14,306,402,883","-8,985,644,900"
티에이치엔,118965,19180,2021,B,"339,937,205,990","252,248,094,482","19,836,086,525","23,705,707,320"
키다리스튜디오,140131,20120,2021,B,"290,122,174,756","67,350,906,744","6,921,869,365","4,346,042,796"
일진디스플,198697,20760,2021,B,"117,460,183,728","106,734,301,751","-35,456,269,910","-41,355,217,398"
서원,131197,21050,2021,B,"293,365,978,377","154,493,744,413","15,126,656,228","19,291,200,453"
MH에탄올,121534,23150,2021,B,"451,460,751,811","366,757,413,224","23,335,312,777","11,567,973,971"
한국종합기술,159500,23350,2021,B,"339,419,339,331","197,119,259,846","7,156,139,977","14,601,016,600"
대원화성,112022,24890,2021,B,"135,832,581,638","64,820,560,068","-8,431,253,759","-8,561,150,021"
에스제이엠홀딩스,181943,25530,2021,B,"329,167,359,802","66,104,871,319","7,916,703,256","12,219,179,374"
이구산업,145464,25820,2021,B,"323,941,424,422","201,231,109,378","35,627,429,435","28,590,914,435"
남해화학,107987,25860,2021,B,"719,110,524,869","247,508,235,172","20,481,749,724","24,456,579,339"
세하,133706,27970,2021,B,"195,333,621,254","97,387,326,902","13,286,618,165","11,716,760,708"
케이씨,209780,29460,2021,B,"964,515,631,018","217,210,673,927","65,483,256,978","84,697,875,091"
롯데관광개발,231372,32350,2021,B,"1,302,424,556,614","1,249,736,890,563","-131,250,266,093","-208,390,846,821"
유나이티드,158963,33270,2021,B,"380,032,751,461","79,323,819,798","33,225,316,258","39,483,228,201"
세종공업,134510,33530,2021,B,"1,180,100,054,496","777,174,141,277","-2,733,378,251","-7,027,050,985"
무학,121543,33920,2021,B,"646,644,149,778","148,103,724,720","-890,929,326","-17,966,432,267"
SBS,130772,34120,2021,B,"1,462,149,708,150","740,552,349,472","172,342,279,338","179,533,094,312"
상신브레이크,129642,41650,2021,B,"493,641,121,647","305,186,257,724","12,201,673,255","14,773,620,338"
유니온머티리얼,369833,47400,2021,B,"186,669,511,383","102,788,774,092","-848,992,713","1,576,587,443"
우진플라임,303217,49800,2021,B,"276,360,691,146","194,240,950,584","16,624,863,041","18,846,290,860"
한전KPS,159218,51600,2021,B,"1,426,920,122,047","314,925,081,583","123,989,281,498","135,940,823,505"
다스코,353878,58730,2021,B,"298,527,299,745","173,177,982,800","4,312,963,481","-1,163,969,047"
SNT모티브,398792,64960,2021,B,"1,149,796,359,145","292,219,245,100","91,595,252,246","109,466,634,935"
대호에이엘,428729,69460,2021,B,"145,025,262,064","76,000,081,956","1,819,870,720","-3,485,660,015"
하이스틸,435312,71090,2021,B,"259,714,571,728","121,886,837,916","14,638,314,816","13,944,409,653"
코아스,210856,71950,2021,B,"79,299,245,941","60,259,190,280","-4,666,241,262","-5,274,525,234"
STX중공업,406046,71970,2021,B,"430,406,730,156","276,445,468,016","-8,032,257,079","-2,125,012,290"
유니퀘스트,414601,77500,2021,B,"490,332,217,891","181,823,563,167","24,548,653,862","76,726,041,363"
그린케미칼,454946,83420,2021,B,"211,689,251,240","88,296,552,358","20,850,251,543","21,863,388,653"
대한제강,113225,84010,2021,B,"1,232,437,581,471","512,229,905,753","201,800,787,108","220,221,204,974"
동양고속,540641,84670,2021,B,"168,829,554,468","84,315,063,665","-22,023,394,046","-30,517,796,428"
티비에이치글로벌,409672,84870,2021,B,"117,022,490,325","62,327,748,051","5,337,805,554","-23,097,122,395"
평화산업,573579,90080,2021,B,"220,115,437,716","194,125,631,930","5,916,278,187","471,241,369"
티웨이항공,671376,91810,2021,B,"735,047,689,453","687,706,321,881","-148,326,842,134","-198,361,672,689"
KEC,589127,92220,2021,B,"400,589,167,116","121,440,786,125","26,525,638,383","11,196,236,558"
KPX홀딩스,587466,92230,2021,B,"1,814,858,039,334","445,438,442,973","54,144,022,659","112,681,101,245"
동양피스톤,117726,92780,2021,B,"362,628,219,316","249,350,068,131","10,313,756,467","9,575,493,677"
LF,593032,93050,2021,B,"2,541,137,894,593","1,042,768,391,210","158,865,864,141","199,358,049,804"
AJ네트웍스,365387,95570,2021,B,"1,355,044,449,955","992,534,361,837","48,071,717,838","22,290,237,581"
JW홀딩스,632304,96760,2021,B,"1,065,779,475,044","760,956,330,503","68,728,818,585","32,487,610,886"
비상교육,520887,100220,2021,B,"271,514,539,939","71,577,714,119","7,742,344,856","8,754,641,766"
SNT에너지,648721,100840,2021,B,"332,143,487,939","87,294,231,899","13,280,960,143","16,397,255,936"
해태제과식품,428321,101530,2021,B,"654,856,443,051","395,102,131,054","26,022,114,822","5,779,850,711"
이연제약,145598,102460,2021,B,"477,978,172,163","232,741,035,733","3,739,195,891","5,844,762,014"
한국철강,687711,104700,2021,B,"908,707,497,640","186,519,007,034","103,286,644,200","126,689,772,795"
한세실업,728638,105630,2021,B,"1,216,241,000,843","751,823,859,857","106,694,162,989","98,364,816,581"
우진,173944,105840,2021,B,"229,794,619,014","70,225,425,898","8,369,873,909","-7,743,562,388"
컨버즈,753643,109070,2021,B,"33,044,552,713","23,434,918,940","-1,408,564,353","-989,305,700"
씨에스윈드,670340,112610,2021,B,"1,771,100,878,925","827,324,537,109","101,124,410,465","90,736,398,479"
대성에너지,787376,117580,2021,B,"742,479,534,651","425,136,420,563","16,047,844,903","14,881,220,777"
아이마켓코리아,360142,122900,2021,B,"1,120,159,809,046","703,385,717,080","45,420,682,449","62,225,391,376"
한국화장품,823429,123690,2021,B,"48,508,445,747","26,536,427,499","-3,193,220,979","-4,117,429,017"
에스제이엠,815369,123700,2021,B,"241,265,788,213","55,541,850,784","7,737,908,992","10,312,207,228"
인터지스,151368,129260,2021,B,"388,581,565,794","181,665,919,506","19,994,089,933","20,426,389,546"
화인베스틸,661847,133820,2021,B,"183,238,935,517","103,741,068,850","5,534,587,867","3,493,919,943"
핸즈코퍼레이션,119140,143210,2021,B,"894,964,069,149","632,933,749,646","-50,128,648,018","-70,620,418,267"
덴티움,526599,145720,2021,B,"570,202,433,075","279,104,016,908","69,882,395,499","74,717,705,318"
DSR,110608,155660,2021,B,"302,598,631,429","124,579,417,803","13,454,431,587","15,939,358,449"
더블유게임즈,1010110,192080,2021,B,"1,381,904,218,263","197,077,447,691","190,364,411,040","197,852,881,282"
쿠쿠홀딩스,132354,192400,2021,B,"1,051,892,517,157","184,150,127,215","106,992,031,867","159,677,931,699"
디와이파워,1059605,210540,2021,B,"342,046,278,048","116,073,402,046","42,159,270,501","42,014,909,162"
LS전선아시아,1093007,229640,2021,B,"495,255,400,435","322,872,794,667","28,199,819,675","21,054,739,131"
JW생명과학,225706,234080,2021,B,"219,466,609,317","87,974,591,257","28,416,710,564","18,287,103,238"
샘표식품,1167056,248170,2021,B,"327,531,637,320","112,576,901,190","23,510,478,004","26,146,622,197"
크라운제과,1205329,264900,2021,B,"324,569,691,616","164,015,182,221","15,876,288,553","17,070,230,866"
케이씨텍,1261893,281820,2021,B,"453,025,637,542","67,862,265,059","52,101,772,598","53,695,172,366"
쿠쿠홈시스,1267684,284740,2021,B,"929,301,624,227","276,439,250,562","164,120,375,484","189,978,308,817"
하나제약,248974,293480,2021,B,"303,497,254,437","51,596,170,881","36,010,059,531","35,846,851,633"
HDC현대산업개발,1310269,294870,2021,B,"6,566,377,904,144","3,681,097,259,241","273,435,124,620","294,375,046,274"
자이에스앤디,367844,317400,2021,B,"544,345,862,031","235,999,657,379","50,822,485,579","48,557,352,218"
솔루스첨단소재,1412822,336370,2021,B,"1,011,599,745,576","489,392,306,309","5,004,010,041","3,569,874,260"
포스코엠텍,128111,9520,2021,B,"156,334,135,241","51,769,384,866","16,375,758,805","16,636,802,026"
오리콤,141671,10470,2021,B,"211,147,448,552","114,060,721,876","6,595,067,070","8,549,252,895"
원익홀딩스,216647,30530,2021,B,"1,955,265,962,993","623,762,016,411","90,479,025,181","31,220,229,282"
다우데이타,238782,32190,2021,B,"47,001,465,112,672","42,134,095,985,742","1,315,452,190,595","1,325,223,579,454"
케이엠더블유,226352,32500,2021,B,"366,409,620,638","115,906,840,300","-27,882,426,750","-4,797,230,389"
파라다이스,171265,34230,2021,B,"3,471,796,250,289","1,957,355,763,818","-55,245,896,594","-65,884,916,614"
JYP Ent.,258689,35900,2021,B,"317,418,306,083","66,768,917,247","57,903,761,113","85,912,417,959"
솔브레인홀딩스,247975,36830,2021,B,"1,523,515,820,019","419,074,295,825","54,441,548,055","49,710,175,567"
삼표시멘트,239639,38500,2021,B,"1,412,331,190,231","756,248,687,736","52,671,399,557","21,877,311,653"
에스엠,260930,41510,2021,B,"1,314,942,073,873","526,500,165,835","67,520,136,401","173,136,327,794"
코미팜,187415,41960,2021,B,"115,261,543,395","42,855,825,154","-5,290,699,078","-5,934,355,768"
SBS콘텐츠허브,280688,46140,2021,B,"219,553,306,990","52,266,228,187","11,070,548,397","23,900,569,879"
인터플렉스,369170,51370,2021,B,"356,224,457,260","176,992,311,644","3,197,400,702","608,977,938"
한국정보인증,306454,53300,2021,B,"265,345,149,856","57,812,234,191","11,671,314,207","16,124,227,536"
이니텍,353610,53350,2021,B,"138,900,685,479","18,495,356,392","-271,244,500","2,400,720,629"
신화인터텍,228350,56700,2021,B,"175,295,772,742","74,879,789,523","2,032,386,848","1,713,264,748"
KT서브마린,225742,60370,2021,B,"110,389,639,619","10,736,198,790","-5,132,157,799","-4,114,567,649"
드림어스컴퍼니,364467,60570,2021,B,"254,904,569,179","175,265,354,702","4,848,508,839","-15,844,876,543"
KH바텍,378628,60720,2021,B,"381,851,259,789","165,261,250,770","26,919,687,491","37,047,412,023"
티씨케이,245472,64760,2021,B,"389,705,970,637","50,193,523,554","103,400,361,685","106,324,889,168"
아프리카TV,399694,67160,2021,B,"408,149,760,647","198,723,010,089","88,822,009,755","89,063,339,425"
웹젠,405320,69080,2021,B,"615,264,680,380","109,353,438,828","102,997,236,878","121,032,401,630"
국일제지,104573,78130,2021,B,"141,109,203,304","73,386,346,414","-6,274,654,866","-9,050,108,014"
컴투스,476498,78340,2021,B,"1,858,805,187,817","445,864,299,550","52,622,753,512","145,258,182,734"
대주전자재료,177816,78600,2021,B,"298,387,221,700","166,476,198,434","17,596,082,568","16,538,590,932"
유진테크,531014,84370,2021,B,"382,891,842,028","72,151,255,240","73,911,986,136","84,212,985,420"
헬릭스미스,359395,84990,2021,B,"282,500,918,861","57,368,412,918","-48,518,323,592","-67,715,160,717"
파트론,490151,91700,2021,B,"680,010,871,814","199,476,320,535","78,708,841,559","75,147,273,912"
테스,524421,95610,2021,B,"336,944,738,958","41,999,577,651","62,184,554,759","78,077,523,222"
코오롱생명과학,525642,102940,2021,B,"234,658,306,594","135,248,149,958","3,873,307,419","-4,010,570,969"
위메이드,444329,112040,2021,B,"1,027,300,099,293","383,599,172,258","97,350,931,326","391,820,836,295"
와이지엔터테인먼트,613318,122870,2021,B,"621,483,516,064","138,720,463,804","47,008,181,050","36,361,906,238"
피엔티,612294,137400,2021,B,"576,359,315,158","398,652,931,080","54,408,331,244","70,865,550,581"
휴젤,888347,145020,2021,B,"1,009,737,148,461","180,569,259,363","95,611,343,317","87,442,351,017"
KG ETS,366137,151860,2021,B,"3,067,463,381,624","1,831,557,233,163","306,613,111,206","237,564,264,444"
콜마비앤에이치,1032404,200130,2021,B,"537,888,670,052","151,248,567,774","91,646,804,126","91,928,146,227"
클래시스,1061327,214150,2021,B,"216,379,205,336","52,634,773,984","51,712,720,398","55,624,588,693"
파마리서치,970453,214450,2021,B,"427,646,749,519","99,288,024,088","52,488,896,037","56,033,421,122"
골프존,1067516,215000,2021,B,"483,601,164,477","191,699,130,728","107,671,750,993","103,763,794,939"
인크로스,819073,216050,2021,B,"230,365,261,451","137,355,877,570","21,402,590,113","27,058,271,467"
휴온스,1159853,243070,2021,B,"436,897,635,210","166,262,425,460","45,282,064,716","40,858,842,927"
에코프로비엠,1160363,247540,2021,B,"1,425,857,751,938","829,712,539,065","115,031,248,500","114,425,469,995"
스튜디오드래곤,1168684,253450,2021,B,"884,028,333,744","200,163,847,030","52,576,803,933","52,008,442,421"
펄어비스,1152470,263750,2021,B,"1,356,600,316,511","637,603,461,155","42,982,271,923","77,734,429,750"
이녹스첨단소재,1237540,272290,2021,B,"450,629,009,610","142,027,307,784","96,726,171,159","100,142,589,246"
와이즈버즈,1236532,273060,2021,B,"58,765,643,429","18,239,007,192","1,800,316,749","3,107,376,043"
천보,897752,278280,2021,B,"403,737,992,608","97,682,643,793","50,629,174,230","54,942,888,636"
에이비엘바이오,1256864,298380,2021,B,"65,452,755,704","9,499,816,726","-52,305,340,534","-43,557,942,985"
KR모터스,112378,40,2021,C,"168,436,811,482","118,211,175,186","-2,697,618,022","-11,939,523,264"
경방,101628,50,2021,C,"1,270,805,118,229","518,658,698,167","53,796,815,200","31,144,150,126"
성창기업지주,133335,180,2021,C,"703,740,104,842","164,488,267,623","10,471,849,670","8,191,666,437"
대유플러스,126089,300,2021,C,"594,393,688,298","455,486,600,368","7,907,353,424","-4,998,383,893"
영풍,141307,670,2021,C,"5,521,001,405,617","1,618,710,697,773","-26,784,314,362","200,754,699,686"
LS네트웍스,104698,680,2021,C,"1,309,373,198,056","755,744,194,994","4,309,069,589","80,780,611,491"
이화산업,145686,760,2021,C,"274,828,073,002","41,277,511,301","-4,965,189,508","74,125,387,573"
보해양조,123541,890,2021,C,"153,116,763,663","68,867,729,120","1,053,737,072","289,832,552"
전방,147222,950,2021,C,"383,313,469,255","239,288,170,943","7,360,077,995","3,247,678,278"
한국주철관공업,159573,970,2021,C,"423,089,951,776","76,191,124,416","48,569,477,615","83,241,401,542"
대한방직,112970,1070,2021,C,"232,612,120,328","93,144,325,550","5,406,662,230","2,080,730,078"
만호제강,120872,1080,2021,C,"258,241,792,947","25,179,106,999","1,256,042,111","1,476,711,326"
남광토건,107066,1260,2021,C,"273,978,348,947","186,233,104,756","20,804,647,592","23,894,663,066"
삼성제약,126414,1360,2021,C,"145,456,078,325","18,185,604,636","-18,139,831,261","-40,276,343,542"
SG글로벌,152039,1380,2021,C,"187,021,454,393","64,041,656,329","-565,908,642","-5,294,950,439"
KG케미칼,101220,1390,2021,C,"4,884,892,280,208","3,097,379,164,414","448,184,282,061","360,067,586,544"
태원물산,154055,1420,2021,C,"37,439,040,672","6,106,381,935","-405,845,565","163,218,782"
삼부토건,125974,1470,2021,C,"519,063,458,534","312,924,661,168","-4,353,122,537","-1,783,594,943"
동양,117337,1520,2021,C,"1,007,233,609,953","223,240,278,186","7,617,953,056","37,235,963,720"
디아이동일,118345,1530,2021,C,"993,144,117,431","419,638,627,677","48,592,979,653","61,885,919,502"
조비,148948,1550,2021,C,"103,778,712,983","50,521,009,807","3,077,405,830","2,104,463,702"
제일연마,148461,1560,2021,C,"106,469,253,369","13,575,872,997","6,604,428,633","7,975,679,901"
금양,106119,1570,2021,C,"314,832,084,702","197,424,609,095","12,570,727,010","5,340,312,829"
케이비아이동국실업,114765,1620,2021,C,"568,005,110,934","397,931,073,309","-73,285,371,359","-35,114,769,738"
알루코,117027,1780,2021,C,"780,157,702,713","487,493,321,077","16,666,595,158","5,282,637,582"
삼화콘덴서공업,129350,1820,2021,C,"269,298,659,241","66,356,720,529","33,168,936,415","36,479,519,927"
고려산업,102751,2140,2021,C,"238,594,901,035","131,754,293,786","4,862,496,672","6,317,392,572"
동성제약,116268,2210,2021,C,"104,581,874,040","58,141,479,455","-5,299,049,228","-4,379,340,610"
한일철강,163196,2220,2021,C,"338,779,024,077","161,018,233,894","29,642,526,663","28,560,828,038"
범양건영,122694,2410,2021,C,"191,769,768,929","112,322,390,976","3,024,063,646","1,955,322,092"
세기상사,133618,2420,2021,C,"46,388,872,657","27,800,152,526","-1,552,340,389","-1,944,921,160"
삼익악기,127857,2450,2021,C,"585,304,799,709","331,393,678,443","33,347,125,728","40,675,961,960"
조흥,149345,2600,2021,C,"267,558,823,330","121,819,557,068","19,072,641,425","19,705,156,042"
오리엔트바이오,141626,2630,2021,C,"71,518,505,224","22,973,289,605","-5,194,597,557","-22,489,732,897"
동일제강,118451,2690,2021,C,"180,512,781,409","26,964,608,783","7,872,984,392","9,018,863,471"
신일전자,173698,2700,2021,C,"122,088,680,502","39,482,254,979","9,607,808,334","9,113,455,296"
보락,123107,2760,2021,C,"56,317,969,213","10,774,060,414","1,692,124,112","1,840,857,399"
진흥기업,150828,2780,2021,C,"334,617,161,562","163,663,632,831","43,348,738,057","49,456,184,782"
미원상사,121932,2840,2021,C,"372,413,719,078","76,426,655,424","57,154,754,665","71,268,017,433"
대유에이텍,149804,2880,2021,C,"1,320,996,326,519","1,131,295,315,219","49,558,420,345","16,573,240,792"
유성기업,174004,2920,2021,C,"409,968,041,215","104,854,260,807","7,459,015,090","14,705,907,186"
