,corp_name,esg,fin_state,corp_code,stock_code,year
452,SNT에너지,B,"335,351,656,753",00648721,100840,2020
453,해태제과식품,B,"621,172,370,379",00428321,101530,2020
454,이연제약,B,"317,609,837,018",00145598,102460,2020
455,한국철강,B,"868,775,457,581",00687711,104700,2020
456,한세실업,B,"1,021,055,617,765",00728638,105630,2020
457,우진,B,"240,174,509,124",00173944,105840,2020
458,컨버즈,B,"32,146,507,443",00753643,109070,2020
459,씨에스윈드,B,"880,657,688,570",00670340,112610,2020
460,대성에너지,B,"702,116,962,104",00787376,117580,2020
461,아이마켓코리아,B,"1,110,821,080,034",00360142,122900,2020
462,한국화장품,B,"75,378,061,752",00823429,123690,2020
463,에스제이엠,B,"224,918,994,878",00815369,123700,2020
464,인터지스,B,"385,984,504,452",00151368,129260,2020
465,화인베스틸,B,"177,774,671,321",00661847,133820,2020
466,핸즈코퍼레이션,B,"844,136,126,604",00119140,143210,2020
467,덴티움,B,"510,235,858,597",00526599,145720,2020
468,DSR,B,"252,937,447,385",00110608,155660,2020
469,더블유게임즈,B,"1,023,166,745,928",01010110,192080,2020
470,쿠쿠홀딩스,B,"921,534,394,518",00132354,192400,2020
471,디와이파워,B,"287,809,530,580",01059605,210540,2020
472,LS전선아시아,B,"416,558,419,110",01093007,229640,2020
473,JW생명과학,B,"214,402,015,696",00225706,234080,2020
474,샘표식품,B,"268,629,470,251",01167056,248170,2020
475,크라운제과,B,"327,040,458,032",01205329,264900,2020
476,케이씨텍,B,"407,295,413,417",01261893,281820,2020
477,쿠쿠홈시스,B,"704,890,676,288",01267684,284740,2020
478,하나제약,B,"276,579,303,713",00248974,293480,2020
479,HDC현대산업개발,B,"6,116,097,910,011",01310269,294870,2020
480,자이에스앤디,B,"413,286,395,055",00367844,317400,2020
481,솔루스첨단소재,B,"841,168,486,543",01412822,336370,2020
482,포스코엠텍,B,"130,303,408,273",00128111,009520,2020
483,오리콤,B,"172,323,658,779",00141671,010470,2020
484,원익홀딩스,B,"1,650,665,108,747",00216647,030530,2020
485,다우데이타,B,"38,997,606,367,967",00238782,032190,2020
486,케이엠더블유,B,"391,104,209,515",00226352,032500,2020
487,파라다이스,B,"3,313,512,458,993",00171265,034230,2020
488,JYP Ent.,B,"223,949,702,666",00258689,035900,2020
489,솔브레인홀딩스,B,"1,339,377,713,537",00247975,036830,2020
490,삼표시멘트,B,"1,349,298,506,487",00239639,038500,2020
491,에스엠,B,"1,068,872,535,478",00260930,041510,2020
492,코미팜,B,"121,912,527,790",00187415,041960,2020
493,SBS콘텐츠허브,B,"195,284,638,326",00280688,046140,2020
494,인터플렉스,B,"327,916,556,709",00369170,051370,2020
495,한국정보인증,B,"118,767,768,657",00306454,053300,2020
496,이니텍,B,"256,870,838,502",00353610,053350,2020
497,신화인터텍,B,"176,253,207,787",00228350,056700,2020
498,KT서브마린,B,"116,812,532,468",00225742,060370,2020
499,드림어스컴퍼니,B,"172,443,439,357",00364467,060570,2020
500,KH바텍,B,"294,887,205,322",00378628,060720,2020
501,티씨케이,B,"308,578,502,890",00245472,064760,2020
502,아프리카TV,B,"292,037,611,328",00399694,067160,2020
503,멀티캠퍼스,B,"193,275,586,655",00425351,067280,2020
504,웹젠,B,"542,700,243,820",00405320,069080,2020
505,국일제지,B,"127,319,695,801",00104573,078130,2020
506,컴투스,B,"1,049,132,498,425",00476498,078340,2020
507,대주전자재료,B,"206,009,387,091",00177816,078600,2020
508,유진테크,B,"293,959,661,022",00531014,084370,2020
509,헬릭스미스,B,"478,137,237,730",00359395,084990,2020
510,파트론,B,"605,213,735,919",00490151,091700,2020
511,테스,B,"274,869,980,924",00524421,095610,2020
512,코오롱생명과학,B,"248,337,693,603",00525642,102940,2020
513,위메이드,B,"321,988,256,236",00444329,112040,2020
514,와이지엔터테인먼트,B,"542,817,503,814",00613318,122870,2020
515,피엔티,B,"435,428,127,687",00612294,137400,2020
516,휴젤,B,"956,344,165,833",00888347,145020,2020
517,KG ETS,B,"2,558,371,875,406",00366137,151860,2020
518,콜마비앤에이치,B,"507,956,738,744",01032404,200130,2020
519,클래시스,B,"137,526,116,368",01061327,214150,2020
520,파마리서치,B,"319,831,469,290",00970453,214450,2020
521,골프존,B,"367,293,667,416",01067516,215000,2020
522,인크로스,B,"179,307,690,932",00819073,216050,2020
523,휴온스,B,"416,501,439,509",01159853,243070,2020
524,에코프로비엠,B,"798,986,124,781",01160363,247540,2020
525,스튜디오드래곤,B,"757,299,504,134",01168684,253450,2020
526,펄어비스,B,"897,191,642,084",01152470,263750,2020
527,이녹스첨단소재,B,"318,623,157,887",01237540,272290,2020
528,와이즈버즈,B,"66,629,732,793",01236532,273060,2020
529,천보,B,"260,701,295,701",00897752,278280,2020
530,에이비엘바이오,B,"99,894,442,393",01256864,298380,2020
531,KR모터스,C,"155,873,460,967",00112378,000040,2020
532,경방,C,"1,264,902,051,181",00101628,000050,2020
533,성창기업지주,C,"707,392,786,834",00133335,000180,2020
534,대유플러스,C,"473,118,284,651",00126089,000300,2020
535,영풍,C,"5,000,855,951,482",00141307,000670,2020
536,LS네트웍스,C,"1,228,401,794,045",00104698,000680,2020
537,이화산업,C,"283,394,472,679",00145686,000760,2020
538,보해양조,C,"149,117,625,674",00123541,000890,2020
539,전방,C,"373,432,831,320",00147222,000950,2020
540,한국주철관공업,C,"357,526,156,760",00159573,000970,2020
541,대한방직,C,"213,793,932,924",00112970,001070,2020
542,만호제강,C,"249,750,178,792",00120872,001080,2020
543,남광토건,C,"204,018,820,097",00107066,001260,2020
544,삼성제약,C,"178,725,958,079",00126414,001360,2020
545,SG글로벌,C,"198,865,921,890",00152039,001380,2020
546,KG케미칼,C,"4,323,538,345,059",00101220,001390,2020
547,태원물산,C,"38,295,003,548",00154055,001420,2020
548,삼부토건,C,"459,413,597,646",00125974,001470,2020
549,동양,C,"996,760,196,202",00117337,001520,2020
550,디아이동일,C,"882,559,327,707",00118345,001530,2020
551,조비,C,"87,855,328,252",00148948,001550,2020
552,제일연마,C,"98,714,751,683",00148461,001560,2020
553,금양,C,"219,851,714,051",00106119,001570,2020
554,케이비아이동국실업,C,"566,142,150,316",00114765,001620,2020
555,알루코,C,"701,423,267,928",00117027,001780,2020
556,삼화콘덴서공업,C,"234,968,255,221",00129350,001820,2020
557,고려산업,C,"216,577,001,107",00102751,002140,2020
558,동성제약,C,"125,718,174,655",00116268,002210,2020
559,한일철강,C,"295,057,911,819",00163196,002220,2020
560,범양건영,C,"152,611,698,919",00122694,002410,2020
561,세기상사,C,"40,517,198,620",00133618,002420,2020
562,삼익악기,C,"622,371,933,956",00127857,002450,2020
563,조흥,C,"248,313,868,671",00149345,002600,2020
564,오리엔트바이오,C,"75,938,801,986",00141626,002630,2020
565,동일제강,C,"148,570,301,657",00118451,002690,2020
566,신일전자,C,"110,598,654,315",00173698,002700,2020
567,보락,C,"54,109,128,575",00123107,002760,2020
568,진흥기업,C,"282,917,478,060",00150828,002780,2020
569,미원상사,C,"328,954,822,818",00121932,002840,2020
570,대유에이텍,C,"1,166,526,680,240",00149804,002880,2020
571,유성기업,C,"411,316,942,346",00174004,002920,2020
572,금호건설,C,"1,377,242,594,074",00106313,002990,2020
573,부광약품,C,"400,968,741,555",00123718,003000,2020
574,일성신약,C,"371,224,515,736",00146214,003120,2020
575,한국화장품제조,C,"77,657,827,819",00160621,003350,2020
576,아이에이치큐,C,"146,319,857,109",00154426,003560,2020
577,방림,C,"236,854,131,226",00122348,003610,2020
578,미창석유공업,C,"311,812,975,368",00122056,003650,2020
579,한성기업,C,"195,752,061,699",00161860,003680,2020
580,SG세계물산,C,"267,195,626,007",00133511,004060,2020
581,동방,C,"526,822,000,781",00115287,004140,2020
582,엔피씨,C,"410,578,593,060",00108038,004250,2020
583,남성,C,"233,037,086,341",00172185,004270,2020
584,송원산업,C,"891,142,000,000",00134963,004430,2020
585,조광피혁,C,"343,161,525,386",00148939,004700,2020
586,팜젠사이언스,C,"135,543,934,053",00135050,004720,2020
587,써니전자,C,"65,431,756,615",00138057,004770,2020
588,덕성,C,"105,039,887,131",00114093,004830,2020
589,티웨이홀딩스,C,"766,137,054,522",00109514,004870,2020
590,씨아이테크,C,"75,094,282,849",00127158,004920,2020
591,한신공영,C,"1,734,262,275,066",00162063,004960,2020
592,신라교역,C,"629,072,904,762",00135962,004970,2020
593,휴스틸,C,"604,130,121,809",00156488,005010,2020
594,부산주공,C,"249,781,607,294",00124151,005030,2020
595,신성통상,C,"858,316,042,143",00136341,005390,2020
596,대림비앤코,C,"326,324,587,789",00109754,005750,2020
597,신영와코루,C,"373,426,209,052",00136624,005800,2020
598,동부건설,C,"954,233,550,040",00115612,005960,2020
599,사조오양,C,"318,741,895,792",00141875,006090,2020
600,대원전선,C,"192,012,755,087",00260392,006340,2020
601,인스코비,C,"76,233,775,832",00122825,006490,2020
602,대림통상,C,"159,653,334,167",00109824,006570,2020
603,삼성공조,C,"258,204,690,029",00126201,006660,2020
604,신송홀딩스,C,"167,829,010,357",00136402,006880,2020
605,태경케미컬,C,"140,679,345,211",00109161,006890,2020
606,일신석재,C,"94,043,686,094",00146296,007110,2020
607,미래아이앤지,C,"92,320,794,314",00104786,007120,2020
608,일양약품,C,"439,116,734,913",00146454,007570,2020
609,동방아그로,C,"196,027,049,258",00115384,007590,2020
610,선도전기,C,"175,592,014,332",00131939,007610,2020
611,대동전자,C,"179,047,186,303",00157104,008110,2020
612,이건산업,C,"383,232,664,393",00145446,008250,2020
613,NI스틸,C,"287,376,145,505",00116301,008260,2020
614,남선알미늄,C,"295,152,803,875",00107224,008350,2020
615,문배철강,C,"187,690,631,639",00121570,008420,2020
616,일정실업,C,"41,787,904,698",00146542,008500,2020
617,윌비스,C,"284,787,599,903",00104999,008600,2020
618,아남전자,C,"177,178,532",00138516,008700,2020
619,금비,C,"333,972,461,086",00168401,008870,2020
620,동양철관,C,"153,374,076,509",00117629,008970,2020
621,경인전자,C,"57,835,598,428",00102140,009140,2020
622,대양금속,C,"116,257,053,201",00111111,009190,2020
623,대우부품,C,"91,992,449,685",00111689,009320,2020
624,한창제지,C,"181,081,553,603",00163761,009460,2020
625,삼화전기,C,"137,039,897,477",00129271,009470,2020
626,삼정펄프,C,"232,780,512,956",00128227,009770,2020
627,우진아이엔에스,C,"121,032,450,054",00143262,010400,2020
628,진양폴리우레탄,C,"44,798,057,577",00160375,010640,2020
629,화천기계,C,"146,537,092,789",00166500,010660,2020
630,퍼스텍,C,"180,652,738,240",00148522,010820,2020
631,삼호개발,C,"312,804,375,927",00128980,010960,2020
632,진원생명과학,C,"136,570,535,761",00118521,011000,2020
633,삼화전자공업,C,"55,038,201,508",00129280,011230,2020
634,태림포장,C,"566,786,153,602",00153524,011280,2020
635,부산산업,C,"129,019,980,543",00124027,011390,2020
636,갤럭시아에스엠,C,"28,554,685,149",00129554,011420,2020
637,한농화성,C,"171,371,035,394",00160861,011500,2020
638,한신기계공업,C,"95,212,694,305",00162072,011700,2020
639,아센디오,C,"27,365,808,144",00145437,012170,2020
640,영화금속,C,"197,590,024,645",00141413,012280,2020
641,경인양행,C,"505,102,150,581",00102113,012610,2020
642,대창,C,"620,282,789,660",00112651,012800,2020
643,계룡건설산업,C,"2,070,254,078,107",00102432,013580,2020
644,까뮤이앤씨,C,"166,218,113,728",00129420,013700,2020
645,지엠비코리아,C,"488,507,775,797",00156354,013870,2020
646,지누스,C,"896,807,385,623",00150633,013890,2020
647,한익스프레스,C,"301,687,969,270",00129509,014130,2020
648,대영포장,C,"207,957,143,530",00111458,014160,2020
649,금강공업,C,"779,160,209,350",00105299,014280,2020
650,태경비케이,C,"295,877,497,920",00122481,014580,2020
651,성문전자,C,"40,358,769,981",00132628,014910,2020
652,인디에프,C,"140,652,520,239",00106881,014990,2020
653,이스타코,C,"70,696,187,624",00134565,015020,2020
654,에이엔피,C,"103,907,676,857",00143314,015260,2020
655,큐로,C,"197,708,845,052",00108746,015590,2020
656,일진홀딩스,C,"1,158,500,911,684",00146649,015860,2020
657,신대양제지,C,"809,132,235,371",00135777,016590,2020
658,광명전기,C,"165,884,690,369",00103662,017040,2020
659,수산중공업,C,"236,404,221,426",00135111,017550,2020
660,동원금속,C,"510,951,150,981",00118008,018500,2020
661,아시아나항공,C,"13,851,459,281,326",00138792,020560,2020
662,세원정공,C,"612,803,378,056",00134316,021820,2020
663,삼원강재,C,"257,974,236,468",00191588,023000,2020
664,동남합성,C,"81,304,054,042",00115065,023450,2020
665,인지컨트롤스,C,"511,309,877,206",00103510,023800,2020
666,인팩,C,"319,762,537,294",00180795,023810,2020
667,에쓰씨엔지니어링,C,"68,596,639,829",00121969,023960,2020
668,WISCOM,C,"130,666,514,703",00142865,024070,2020
669,디씨엠,C,"227,933,254,570",00177199,024090,2020
670,덕양산업,C,"513,044,313,543",00114154,024900,2020
671,KPX케미칼,C,"637,003,840,185",00191472,025000,2020
672,한국단자공업,C,"985,178,227,462",00157070,025540,2020
673,미래산업,C,"95,757,333,089",00197759,025560,2020
674,제이준코스메틱,C,"87,885,496,181",00136776,025620,2020
675,부국철강,C,"132,192,727,015",00123781,026940,2020
676,동서,C,"1,525,770,284,059",00144395,026960,2020
677,마니커,C,"192,098,719,908",00204208,027740,2020
678,동아지질,C,"334,840,487,040",00178754,028100,2020
679,신도리코,C,"916,234,313,217",00135795,029530,2020
680,동원수산,C,"98,150,228,206",00118044,030720,2020
681,비케이탑스,C,"69,231,084,851",00273615,030790,2020
682,콤텍시스템,C,"185,294,099,826",00186559,031820,2020
683,황금에스티,C,"452,295,227,735",00218575,032560,2020
684,KH 필룩스,C,"383,138,673,115",00193009,033180,2020
685,자화전자,C,"355,988,092,105",00146861,033240,2020
686,체시스,C,"81,849,677,642",00125576,033250,2020
687,인천도시가스,C,"340,211,568,454",00145862,034590,2020
688,백산,C,"291,097,332,698",00122551,035150,2020
689,YG PLUS,C,"150,978,437,293",00249247,037270,2020
690,한미반도체,C,"326,966,868,038",00161383,042700,2020
691,주연테크,C,"57,589,967,430",00269241,044380,2020
692,진양화학,C,"38,258,641,605",00347734,051630,2020
693,세이브존I&C,C,"559,381,457,129",00422895,067830,2020
694,삼성출판사,C,"292,398,203,181",00423690,068290,2020
695,대웅제약,C,"1,363,043,826,228",00427483,069620,2020
696,한세엠케이,C,"149,681,758,411",00357360,069640,2020
697,DSR제강,C,"206,252,815,744",00151298,069730,2020
698,용평리조트,C,"911,905,132,370",00365989,070960,2020
699,유엔젤,C,"48,567,846,707",00416654,072130,2020
700,이엔플러스,C,"90,581,867,981",00469799,074610,2020
701,새론오토모티브,C,"248,085,257,765",00305668,075180,2020
702,세진중공업,C,"448,124,447,100",00415628,075580,2020
703,텔코웨어,C,"123,096,513,916",00361488,078000,2020
704,일진다이아,C,"247,688,526,423",00508274,081000,2020
705,이월드,C,"447,853,889,847",00540605,084680,2020
706,엔케이,C,"140,196,785,702",00172228,085310,2020
707,진도,C,"128,453,979,432",00557933,088790,2020
708,메타랩스,C,"77,019,665,045",00442835,090370,2020
709,세원이앤씨,C,"324,723,874,777",00585219,091090,2020
710,디아이씨,C,"604,617,279,535",00112165,092200,2020
711,기신정기,C,"251,675,969,698",00106614,092440,2020
712,형지엘리트,C,"114,344,168,293",00441243,093240,2020
713,진양홀딩스,C,"548,008,471,823",00646732,100250,2020
714,인바이오젠,C,"96,881,140,291",00652423,101140,2020
715,쌍방울,C,"350,525,094,865",00681142,102280,2020
716,일진전기,C,"790,379,091,642",00683469,103590,2020
717,미원홀딩스,C,"331,257,262,740",00706715,107590,2020
718,호전실업,C,"272,119,291,261",00226316,111110,2020
719,락앤락,C,"783,185,018,158",00561866,115390,2020
720,KC코트렐,C,"281,917,548,946",00797364,119650,2020
721,조선선재,C,"125,961,385,802",00796994,120030,2020
722,대성산업,C,"1,101,676,163,724",00828789,128820,2020
723,미원화학,C,"125,335,557,267",00855163,134380,2020
724,시디즈,C,-,00852087,134790,2020
725,드림텍,C,"604,275,054,497",00415646,192650,2020
726,제이에스코퍼레이션,C,"504,395,888,494",00332927,194370,2020
727,금호에이치티,C,"344,298,588,585",00105606,214330,2020
728,토니모리,C,"194,228,001,004",00816544,214420,2020
729,미원에스씨,C,"327,103,636,590",01234297,268280,2020
730,제일약품,C,"409,663,297,406",01236897,271980,2020
731,동아타이어,C,"395,823,339,051",01262458,282690,2020
732,에어부산,C,"1,034,490,515,119",00651901,298690,2020
733,삼천당제약,C,"317,078,865,822",00128546,000250,2020
734,서부T&D,C,"1,978,940,581,579",00130383,006730,2020
735,네이처셀,C,"85,749,949,699",00117276,007390,2020
736,에스엠코어,C,"92,894,961,096",00137915,007820,2020
737,SGC이테크건설,C,"663,630,036,116",00141246,016250,2020
738,KCC건설,C,"977,535,499,042",00105466,021320,2020
739,유진기업,C,"4,708,657,424,261",00184667,023410,2020
740,동화기업,C,"1,586,439,706,471",00173032,025900,2020
741,코엔텍,C,"191,437,177,238",00197476,029960,2020
742,시그네틱스,C,"166,745,909,058",00158219,033170,2020
743,코웰패션,C,"433,388,726,463",00155948,033290,2020
744,네패스,C,"801,694,287,852",00227333,033640,2020
745,KG이니시스,C,"1,400,502,734,602",00264547,035600,2020
746,SFA반도체,C,"586,544,872,750",00301246,036540,2020
747,영풍정밀,C,"326,744,254,891",00141389,036560,2020
748,KCI,C,"84,521,834,888",00265041,036670,2020
749,이오테크닉스,C,"481,155,772,953",00246417,039030,2020
750,오스코텍,C,"76,387,767,596",00263654,039200,2020
751,나노엔텍,C,"52,815,450,218",00230425,039860,2020
752,KG모빌리언스,C,"470,246,151,851",00405278,046440,2020
753,현대바이오,C,"93,740,989,045",00313649,048410,2020
754,리노공업,C,"361,533,314,540",00369657,058470,2020
755,인선이엔티,C,"486,281,449,840",00375931,060150,2020
756,다원시스,C,"611,544,095,634",00523307,068240,2020
757,셀트리온제약,C,"548,074,597,598",00541349,068760,2020
758,차바이오텍,C,"1,313,710,050,751",00525679,085660,2020
759,동국제약,C,"663,165,455,661",00114808,086450,2020
760,메디톡스,C,"467,764,378,987",00580199,086900,2020
761,에이스테크,C,"352,970,037,999",00556907,088800,2020
762,상아프론테크,C,"283,345,311,095",00181299,089980,2020
763,아미코젠,C,"283,367,945,100",00545734,092040,2020
764,제넥신,C,"596,907,820,763",00545929,095700,2020
765,에스앤에스텍,C,"185,990,770,110",00411048,101490,2020
766,이엔에프테크놀로지,C,"463,470,436,782",00530185,102710,2020
767,티케이케미칼,C,"678,929,481,218",00693554,104480,2020
768,원익머트리얼즈,C,"400,109,186,457",00623661,104830,2020
769,메지온,C,"75,625,433,817",00808022,140410,2020
770,레고켐바이오,C,"135,912,348,063",00842619,141080,2020
771,서진시스템,C,"692,052,471,094",00838005,178320,2020
772,알테오젠,C,"159,206,928,125",00989619,196170,2020
773,메가스터디교육,D,"554,023,182,914",01074862,215200,2020
774,RFHIC,D,"312,304,514,870",01078178,218410,2020
775,씨아이에스,D,"233,885,479,276",01090471,222080,2020
776,에코마케팅,D,"195,020,171,116",01029394,230360,2020
777,메드팩토,D,"58,496,133,331",01336373,235980,2020
778,셀리버리,D,"60,516,057,926",01182444,268600,2020
779,엘앤씨바이오,D,"80,575,589,282",01181515,290650,2020
780,국보,D,"90,823,630,562",00104519,001140,2020
781,비비안,D,"189,039,183,775",00107677,002070,2020
782,흥아해운,D,"286,775,957,768",00167208,003280,2020
783,진양산업,D,"70,722,583,811",00150439,003780,2020
784,성안,D,"244,986,458,105",00132868,011300,2020
785,세우글로벌,D,"47,098,886,356",00134176,013000,2020
786,한국주강,D,"46,460,626,063",00159564,025890,2020
787,이아이디,D,"225,852,507,228",00480950,093230,2020
788,아시아나IDT,D,"204,901,871,485",00458234,267850,2020
789,리더스 기술투자,D,"81,800,078,267",00110750,019570,2020
790,아난티,D,"1,143,676,045,142",00161781,025980,2020
791,상상인,D,"3,605,932,131,664",00306162,038540,2020
792,씨젠,D,"1,094,574,623,631",00788773,096530,2020
793,덕산네오룩스,D,"220,912,869,319",01061558,213420,2020
794,BNK금융지주,A+,114156870956930.0,00858364,138930,2020
795,DB금융투자,B,9959594272689.0,00115694,016610,2020
796,DB손해보험,A,,00159102,005830,2020
797,DGB금융지주,A+,79983329301119.0,00878915,139130,2020
798,JB금융지주,A+,53375463000000.0,00980122,175330,2020
799,NH투자증권,A,,00120182,005940,2020
800,SK증권,B+,5359425406065.0,00131850,001510,2020
801,교보증권,B,10111145261601.0,00113359,030610,2020
802,기업은행,B+,,00149646,024110,2020
803,나우IB,D,87297815996.0,00651017,293580,2020
804,농우바이오,B,293000000000,00176835,054050,2020
805,대신증권,A,135611000000,00110893,003540,2020
806,동양생명,B+,36253033067957.0,00117267,082640,2020
807,로보스타,C,13480000000,00536523,090360,2020
808,롯데손해보험,A,,00113562,000400,2020
809,메리츠금융지주,B+,69564425579402.0,00860332,138040,2020
810,메리츠증권,B+,43846991201741.0,00163682,008560,2020
811,메이슨캐피탈,D,43720344158.0,00136101,021880,2020
812,미래에셋생명,B+,40629025208512.0,00112332,085620,2020
813,미래에셋증권,B+,130946929910073.0,00111722,006800,2020
814,부국증권,C,1608864797228.0,00123772,001270,2020
815,삼성생명,A,,00126256,032830,2020
816,삼성증권,A,63869722093855.0,00104856,016360,2020
817,삼성카드,A,23398860283167.0,00126292,029780,2020
818,삼성화재해상보험,A,8685690000,00139214,000810,2020
819,상상인증권,C,513283837014.0,00112059,001290,2020
820,신영증권,B,9820753720331.0,00136721,001720,2020
821,신한지주,A+,605234104000000.0,00382199,055550,2020
822,아주IB투자,B,406567871156.0,00156895,027360,2020
823,우리금융지주,A,,01350869,316140,2020
824,우리기술투자,C,4817000000,00231664,041190,2020
825,우리종금,B,5656800000,00104102,010050,2020
826,유안타증권,C,14948245614000.0,00117601,003470,2020
827,유진증권,C,10076939661818.0,00131054,001200,2020
828,유화증권,C,,00145190,003460,2020
829,이베스트투자증권,B,7774428932346.0,00330424,078020,2020
830,제주은행,A,,00148832,006220,2020
831,코리아에셋투자증권,C,,00304915,190650,2020
832,코리안리,B+,12519947404019.0,00113191,003690,2020
833,큐캐피탈,D,,00267942,016600,2020
834,키움증권,B,37590936293661.0,00296290,039490,2020
835,하나금융지주,A,460947046000000.0,00547583,086790,2020
836,한국금융지주,B+,70437687756876.0,00432102,071050,2020
837,한국자산신탁,C,1207644739506.0,00404701,123890,2020
838,한국캐피탈,C,3468300000,00149594,023760,2020
839,한국토지신탁,C,1718100000,00233653,034830,2020
840,한양증권,C,,00162416,001750,2020
841,한화생명,A,148774784034210.0,00113058,088350,2020
842,한화손해보험,A,19518332852459.0,00135917,000370,2020
843,한화투자증권,B+,11859021179396.0,00148610,003530,2020
844,현대차증권,A,9167904.0,00137997,001500,2020
845,현대해상,A,5222760000,00164973,001450,2020
846,흥국화재,B+,1396610000,00103176,000540,2020
847,기아,A+,"66,849,997,000,000",00106641,000270,2021
848,S-Oil,A+,"18,693,235,000,000",00138279,010950,2021
849,풀무원,A+,"1,969,372,521,092",00155355,017810,2021
850,케이티,A+,"37,159,341,000,000",00190321,030200,2021
851,SK,A+,"165,368,363,000,000",00181712,034730,2021
852,NAVER,A+,"33,691,006,757,040",00266961,035420,2021
853,포스코인터내셔널,A+,"10,770,734,147,000",00124504,047050,2021
854,SK이노베이션,A+,"49,544,942,070,000",00631518,096770,2021
855,CJ대한통운,A,"8,993,928,516,384",00113410,000120,2021
856,두산,A,"25,945,825,422,089",00117212,000150,2021
857,DL,A,"8,180,715,293,855",00109693,000210,2021
858,일동홀딩스,A,"920,762,518,312",00146083,000230,2021
859,한국앤컴퍼니,A,"4,081,229,754,648",00160047,000240,2021
860,노루홀딩스,A,"1,055,537,182,156",00113508,000320,2021
861,동아쏘시오홀딩스,A,"1,691,388,335,986",00116824,000640,2021
862,SK하이닉스,A,"96,346,525,000,000",00164779,000660,2021
863,현대건설,A,"19,637,264,000,000",00164478,000720,2021
864,한화,A,"203,463,699,000,000",00160588,000880,2021
865,DB하이텍,A,"1,549,937,895,854",00160843,000990,2021
866,CJ,A,"41,955,995,804,000",00148540,001040,2021
867,LX인터내셔널,A,"6,746,889,021,744",00120076,001120,2021
868,대한전선,A,"1,420,870,615,000",00113207,001440,2021
869,대상,A,"2,870,530,105,668",00121941,001680,2021
870,SK네트웍스,A,"9,410,916,000,000",00131780,001740,2021
871,오리온홀딩스,A,"4,961,788,340,261",00117577,001800,2021
872,한진,A,"3,877,620,716,229",00163512,002320,2021
873,한독,A,"841,561,831,887",00161046,002390,2021
874,아모레퍼시픽그룹,A,"8,038,142,932,125",00154462,002790,2021
875,TYM,A,"707,428,247,565",00117230,002900,2021
876,삼양식품,A,"753,080,320,659",00126955,003230,2021
877,쌍용씨앤이,A,"3,564,764,921,137",00138224,003410,2021
878,대한항공,A,"26,671,903,184,202",00113526,003490,2021
879,LG,A,"25,669,796,000,000",00120021,003550,2021
880,롯데정밀화학,A,"2,723,453,687,435",00157681,004000,2021
881,현대제철,A,"37,042,298,365,641",00145880,004020,2021
882,한솔홀딩스,A,"653,696,785,000",00171636,004150,2021
883,신세계,A,"13,644,510,517,083",00136378,004170,2021
884,현대비앤지스틸,A,"768,751,882,611",00125743,004560,2021
885,한솔테크닉스,A,"788,670,352,792",00157399,004710,2021
886,효성,A,"5,255,421,959,967",00117188,004800,2021
887,롯데지주,A,"19,921,883,103,681",00120562,004990,2021
888,빙그레,A,"760,245,280,571",00124726,005180,2021
889,롯데칠성음료,A,"3,596,830,123,178",00120571,005300,2021
890,현대자동차,A,"233,946,415,000,000",00164742,005380,2021
891,SK디스커버리,A,"6,881,873,214,685",00131832,006120,2021
892,LS,A,"12,625,931,000,000",00105952,006260,2021
893,GS건설,A,"15,183,727,264,768",00120030,006360,2021
894,삼성SDI,A,"25,833,192,996,936",00126362,006400,2021
895,GS리테일,A,"9,455,972,982,478",00140177,007070,2021
896,오뚜기,A,"2,605,839,008,802",00141529,007310,2021
897,대덕,A,"1,723,958,191,276",00109189,008060,2021
898,호텔신라,A,"2,656,449,911,686",00165680,008770,2021
899,한미사이언스,A,"949,894,435,974",00161426,008930,2021
900,삼성전기,A,"9,941,374,038,447",00126371,009150,2021
901,무림페이퍼,A,"2,284,417,094,845",00136086,009200,2021
902,한샘,A,"1,246,352,553,431",00161693,009240,2021
903,무림P&P,A,"1,483,591,838,656",00119007,009580,2021
904,한화솔루션,A,"20,007,572,194,182",00162461,009830,2021
905,영원무역홀딩스,A,"4,325,576,166,733",00140964,009970,2021
906,OCI,A,"5,704,061,113,000",00148896,010060,2021
907,엘에스일렉트릭,A,"2,796,731,557,614",00105855,010120,2021
908,한솔피엔에스,A,"109,710,673,301",00103626,010420,2021
909,현대미포조선,A,"3,878,320,283,000",00164609,010620,2021
910,LG이노텍,A,"7,741,352,841,297",00105961,011070,2021
911,롯데케미칼,A,"22,855,160,814,019",00165413,011170,2021
912,HMM,A,"17,876,100,000,000",00164645,011200,2021
913,현대위아,A,"7,749,507,000,000",00106623,011210,2021
914,현대코퍼레이션,A,"1,707,383,175,608",00164812,011760,2021
915,SKC,A,"6,180,132,503,610",00139889,011790,2021
916,현대모비스,A,"51,482,537,000,000",00164788,012330,2021
917,한화에어로스페이스,A,"11,045,830,630,560",00126566,012450,2021
918,에스원,A,"1,972,972,502,257",00158501,012750,2021
919,한솔케미칼,A,"1,197,174,769,029",00140955,014680,2021
920,SK텔레콤,A,"30,911,277,000,000",00159023,017670,2021
921,현대엘리베이터,A,"2,987,393,730,479",00164724,017800,2021
922,애경산업,A,"431,492,645,030",00139454,018250,2021
923,삼성에스디에스,A,"10,517,432,175,247",00126186,018260,2021
924,SK가스,A,"5,121,535,471,833",00144164,018670,2021
925,한섬,A,"1,557,084,757,896",00188089,020000,2021
926,코웨이,A,"3,800,627,982,540",00170558,021240,2021
