corp_name,esg,fin_state,corp_code,stock_code
선진,B+,"1,248,892,387,095",00855093,136490
코오롱플라스틱,B+,"369,094,511,038",00241005,138490
한국타이어앤테크놀로지,B+,"11,694,296,588,021",00937324,161390
한국콜마,B+,"2,606,037,352,397",00939331,161890
동일고무벨트,B+,"313,829,241,625",00939687,163560
엔에이치엔,B+,"3,027,171,506,519",00983271,181710
아세아시멘트,B+,"2,037,322,290,483",00990165,183190
경보제약,B+,"236,979,153,344",00101664,214390
잇츠한불,B+,"494,667,177,708",00911955,226320
현대코퍼레이션홀딩스,B+,"250,984,790,560",01108099,227840
두산밥캣,B+,"8,580,899,465,000",01032486,241560
화승엔터프라이즈,B+,"1,330,258,310,544",01128613,241590
넷마블,B+,"10,663,783,073,696",00904672,251270
진에어,B+,"601,593,801,532",00653024,272450
삼양패키징,B+,"612,487,000,000",01060814,272550
한일시멘트,B+,"2,370,327,907,448",01319808,300720
세아제강,B+,"1,228,191,226,404",01325979,306200
두산퓨얼셀,B+,"698,854,940,551",01412725,336260
동진쎄미켐,B+,"1,186,189,143,728",00118804,005290
NICE평가정보,B+,"434,270,029,814",00158325,030190
주성엔지니어링,B+,"711,899,410,354",00252135,036930
지니뮤직,B+,"307,060,996,340",00223762,043610
서울반도체,B+,"1,513,054,662,536",00130763,046890
안랩,B+,"338,208,336,825",00298270,053800
에스에프에이,B+,"1,904,444,384,241",00358271,056190
엘앤에프,B+,"1,532,199,428,137",00398701,066970
아이티엠반도체,B+,"606,834,144,987",00579980,084850
에코프로,B+,"3,400,444,973,404",00536541,086520
나스미디어,B+,"490,393,910,229",00486097,089600
비에이치,B+,"793,400,422,424",00447609,090460
셀트리온헬스케어,B+,"3,914,694,233,589",00554024,091990
고영,B+,"368,329,267,167",00579999,098460
LX세미콘,B+,"1,172,530,981,920",00525934,108320
하림,B+,"842,602,796,180",00857727,136480
케어젠,B+,"226,759,967,922",00549891,214370
원익IPS,B+,"1,167,585,591,415",01135941,240810
매일유업,B+,"981,699,184,474",01234507,267980
동화약품,B,"447,804,486,939",00119195,000020
유유제약,B,"192,985,287,597",00144818,000220
대원강업,B,"983,029,517,334",00111847,000430
조선내화,B,"1,349,335,977,271",00148984,000480
삼일제약,B,"226,404,983,052",00128032,000520
CS홀딩스,B,"353,716,995,747",00149026,000590
천일고속,B,"62,706,049,934",00151395,000650
화천기공,B,"425,436,857,316",00166519,000850
강남제비스코,B,"904,010,952,337",00100939,000860
유니온,B,"366,165,151,031",00144252,000910
페이퍼코리아,B,"497,167,643,294",00134723,001020
JW중외제약,B,"633,053,136,402",00149947,001060
대한제분,B,"1,321,597,380,773",00113243,001130
금호전기,B,"83,849,543,774",00106395,001210
백광산업,B,"359,208,429,757",00122472,001340
BYC,B,"684,434,512,150",00122579,001460
대한제당,B,"1,182,290,229,000",00113234,001790
KISCO홀딩스,B,"1,688,093,089,026",00159740,001940
코오롱,B,"3,966,282,959,333",00152862,002020
경농,B,"388,785,779,466",00101433,002100
삼양통상,B,"459,013,786,278",00127042,002170
한국수출포장공업,B,"331,846,866,963",00158112,002200
아세아제지,B,"969,593,253,200",00138729,002310
SH에너지화학,B,"119,629,057,587",00136457,002360
화성산업,B,"807,965,790,439",00174527,002460
제일파마홀딩스,B,"892,421,378,291",00148443,002620
TCC스틸,B,"366,996,614,848",00117300,002710
국제약품,B,"139,783,046,684",00104722,002720
삼영무역,B,"578,816,472,113",00127167,002810
한국쉘석유,B,"165,711,579,705",00158149,002960
혜인,B,"194,738,254,040",00165343,003010
코오롱글로벌,B,"2,575,745,971,605",00152880,003070
성보화학,B,"172,156,874,269",00132725,003080
대웅,B,"1,929,216,825,812",00111810,003090
디아이,B,"248,156,661,607",00118275,003160
대원제약,B,"429,579,922,427",00111999,003220
한진중공업홀딩스,B,"1,837,801,000,000",00163673,003480
신흥,B,"138,612,212,480",00173795,004080
현대약품,B,"163,857,416,757",00164706,004310
세방,B,"1,244,948,679,058",00133812,004360
삼일씨엔에스,B,"351,874,250,938",00109806,004440
삼화왕관,B,"243,315,827,604",00129235,004450
세방전지,B,"1,684,408,564,314",00133858,004490
깨끗한나라,B,"598,691,300,314",00113492,004540
동일산업,B,"473,764,601,980",00172936,004890
조광페인트,B,"347,025,302,014",00148920,004910
코스모신소재,B,"348,482,657,487",00129989,005070
한창,B,"134,278,397,974",00163716,005110
국동,B,"168,474,550,907",00168331,005320
모나미,B,"202,507,879,594",00121288,005360
코스모화학,B,"681,344,297,906",00160302,005420
한국공항,B,"383,887,978,055",00156691,005430
삼진제약,B,"332,495,964,826",00128412,005500
삼영전자공업,B,"543,640,907,269",00127200,005680
파미셀,B,"94,332,951,458",00145163,005690
크라운해태홀딩스,B,"1,115,739,131,697",00153126,005740
풍산홀딩스,B,"1,051,956,003,593",00155531,005810
원림,B,"170,283,437,144",00143794,005820
휴니드테크놀러지스,B,"267,340,261,645",00111421,005870
대한해운,B,"3,859,734,558,837",00113535,005880
이수화학,B,"1,168,938,576,112",00145552,005950
동원산업,B,"6,685,167,195,507",00118026,006040
삼아알미늄,B,"227,237,960,938",00126779,006110
한국전자홀딩스,B,"463,627,852,404",00159254,006200
대구백화점,B,"486,599,801,677",00108977,006370
카프로,B,"395,298,176,361",00159810,006380
대한유화,B,"2,478,873,031,267",00260383,006650
영풍제지,B,"209,596,339,151",00141404,006740
벽산,B,"505,440,465,430",00122898,007210
한국특강,B,"458,713,983,250",00124090,007280
샘표,B,"442,738,148,712",00130091,007540
국도화학,B,"1,416,366,191,782",00104388,007690
코리아써키트,B,"1,064,620,686,323",00152686,007810
태평양물산,B,"764,951,831,942",00154329,007980
사조동아원,B,"448,788,964,545",00137252,008040
서흥,B,"809,954,854,056",00131692,008490
율촌화학,B,"666,716,497,526",00145260,008730
케이씨티시,B,"532,345,388,768",00103042,009070
SIMPAC,B,"903,229,593,071",00138260,009160
신원,B,"503,617,026,076",00136864,009270
광동제약,B,"883,845,298,043",00103592,009290
참엔지니어링,B,"699,101,612,738",00153621,009310
한올바이오파마,B,"198,477,805,328",00162586,009420
KC그린홀딩스,B,"906,605,618,427",00159971,009440
모토닉,B,"447,982,644,765",00151128,009680
한국내화,B,"357,947,858,446",00160205,010040
고려아연,B,"9,964,048,634,649",00102858,010130
웰바이오텍,B,"136,826,786,107",00141273,010600
평화홀딩스,B,"518,123,304,203",00155124,010770
에넥스,B,"132,906,035,780",00139764,011090
CJ씨푸드,B,"133,389,814,204",00129013,011150
유니켐,B,"335,857,580,519",00137207,011330
STX,B,"676,149,000,000",00138297,011810
신성이엔지,B,"476,656,365,404",00136271,011930
DB,B,"601,998,919,354",00163345,012030
영흥,B,"518,961,056,304",00141477,012160
더존비즈온,B,"900,314,202,568",00172291,012510
모나리자,B,"93,955,501,189",00173102,012690
일성건설,B,"379,287,373,622",00146232,013360
디와이,B,"859,972,554,946",00117179,013570
영보화학,B,"179,898,107,295",00140779,014440
극동유화,B,"321,935,348,473",00105156,014530
사조씨푸드,B,"336,930,664,881",00124780,014710
동원시스템즈,B,"1,492,014,739,252",00132637,014820
대창단조,B,"298,478,418,840",00112679,015230
태경산업,B,"584,726,245,924",00153339,015890
대현,B,"280,081,122,058",00113614,016090
한세예스24홀딩스,B,"2,241,273,059,610",00161976,016450
환인제약,B,"353,188,871,835",00166573,016580
대성홀딩스,B,"1,244,012,863,048",00108940,016710
두올,B,"424,141,554,671",00119672,016740
퍼시스,B,"575,484,571,263",00161709,016800
웅진,B,"1,065,994,370,493",00143651,016880
명문제약,B,"223,263,081,737",00121039,017180
우신시스템,B,"309,605,708,018",00142883,017370
광전자,B,"238,961,555,432",00152729,017900
조일알미늄,B,"347,937,579,509",00149239,018470
신풍제약,B,"398,349,774,820",00137359,019170
티에이치엔,B,"339,937,205,990",00118965,019180
키다리스튜디오,B,"290,122,174,756",00140131,020120
일진디스플,B,"117,460,183,728",00198697,020760
서원,B,"293,365,978,377",00131197,021050
MH에탄올,B,"451,460,751,811",00121534,023150
한국종합기술,B,"339,419,339,331",00159500,023350
대원화성,B,"135,832,581,638",00112022,024890
에스제이엠홀딩스,B,"329,167,359,802",00181943,025530
이구산업,B,"323,941,424,422",00145464,025820
남해화학,B,"719,110,524,869",00107987,025860
세하,B,"195,333,621,254",00133706,027970
케이씨,B,"964,515,631,018",00209780,029460
롯데관광개발,B,"1,302,424,556,614",00231372,032350
유나이티드,B,"380,032,751,461",00158963,033270
세종공업,B,"1,180,100,054,496",00134510,033530
무학,B,"646,644,149,778",00121543,033920
SBS,B,"1,462,149,708,150",00130772,034120
상신브레이크,B,"493,641,121,647",00129642,041650
유니온머티리얼,B,"186,669,511,383",00369833,047400
우진플라임,B,"276,360,691,146",00303217,049800
한전KPS,B,"1,426,920,122,047",00159218,051600
다스코,B,"298,527,299,745",00353878,058730
SNT모티브,B,"1,149,796,359,145",00398792,064960
대호에이엘,B,"145,025,262,064",00428729,069460
하이스틸,B,"259,714,571,728",00435312,071090
코아스,B,"79,299,245,941",00210856,071950
STX중공업,B,"430,406,730,156",00406046,071970
유니퀘스트,B,"490,332,217,891",00414601,077500
그린케미칼,B,"211,689,251,240",00454946,083420
대한제강,B,"1,232,437,581,471",00113225,084010
동양고속,B,"168,829,554,468",00540641,084670
티비에이치글로벌,B,"117,022,490,325",00409672,084870
평화산업,B,"220,115,437,716",00573579,090080
티웨이항공,B,"735,047,689,453",00671376,091810
KEC,B,"400,589,167,116",00589127,092220
KPX홀딩스,B,"1,814,858,039,334",00587466,092230
동양피스톤,B,"362,628,219,316",00117726,092780
LF,B,"2,541,137,894,593",00593032,093050
AJ네트웍스,B,"1,355,044,449,955",00365387,095570
JW홀딩스,B,"1,065,779,475,044",00632304,096760
비상교육,B,"271,514,539,939",00520887,100220
SNT에너지,B,"332,143,487,939",00648721,100840
해태제과식품,B,"654,856,443,051",00428321,101530
이연제약,B,"477,978,172,163",00145598,102460
한국철강,B,"908,707,497,640",00687711,104700
한세실업,B,"1,216,241,000,843",00728638,105630
우진,B,"229,794,619,014",00173944,105840
컨버즈,B,"33,044,552,713",00753643,109070
씨에스윈드,B,"1,771,100,878,925",00670340,112610
대성에너지,B,"742,479,534,651",00787376,117580
아이마켓코리아,B,"1,120,159,809,046",00360142,122900
한국화장품,B,"48,508,445,747",00823429,123690
에스제이엠,B,"241,265,788,213",00815369,123700
인터지스,B,"388,581,565,794",00151368,129260
화인베스틸,B,"183,238,935,517",00661847,133820
핸즈코퍼레이션,B,"894,964,069,149",00119140,143210
덴티움,B,"570,202,433,075",00526599,145720
DSR,B,"302,598,631,429",00110608,155660
더블유게임즈,B,"1,381,904,218,263",01010110,192080
쿠쿠홀딩스,B,"1,051,892,517,157",00132354,192400
디와이파워,B,"342,046,278,048",01059605,210540
LS전선아시아,B,"495,255,400,435",01093007,229640
JW생명과학,B,"219,466,609,317",00225706,234080
샘표식품,B,"327,531,637,320",01167056,248170
크라운제과,B,"324,569,691,616",01205329,264900
케이씨텍,B,"453,025,637,542",01261893,281820
쿠쿠홈시스,B,"929,301,624,227",01267684,284740
하나제약,B,"303,497,254,437",00248974,293480
HDC현대산업개발,B,"6,566,377,904,144",01310269,294870
자이에스앤디,B,"544,345,862,031",00367844,317400
솔루스첨단소재,B,"1,011,599,745,576",01412822,336370
포스코엠텍,B,"156,334,135,241",00128111,009520
오리콤,B,"211,147,448,552",00141671,010470
원익홀딩스,B,"1,955,265,962,993",00216647,030530
다우데이타,B,"47,001,465,112,672",00238782,032190
케이엠더블유,B,"366,409,620,638",00226352,032500
파라다이스,B,"3,471,796,250,289",00171265,034230
JYP Ent.,B,"317,418,306,083",00258689,035900
솔브레인홀딩스,B,"1,523,515,820,019",00247975,036830
삼표시멘트,B,"1,412,331,190,231",00239639,038500
에스엠,B,"1,314,942,073,873",00260930,041510
코미팜,B,"115,261,543,395",00187415,041960
SBS콘텐츠허브,B,"219,553,306,990",00280688,046140
인터플렉스,B,"356,224,457,260",00369170,051370
한국정보인증,B,"265,345,149,856",00306454,053300
이니텍,B,"138,900,685,479",00353610,053350
신화인터텍,B,"175,295,772,742",00228350,056700
KT서브마린,B,"110,389,639,619",00225742,060370
드림어스컴퍼니,B,"254,904,569,179",00364467,060570
KH바텍,B,"381,851,259,789",00378628,060720
티씨케이,B,"389,705,970,637",00245472,064760
아프리카TV,B,"408,149,760,647",00399694,067160
멀티캠퍼스,B,"256,982,926,231",00425351,067280
웹젠,B,"615,264,680,380",00405320,069080
국일제지,B,"141,109,203,304",00104573,078130
컴투스,B,"1,858,805,187,817",00476498,078340
대주전자재료,B,"298,387,221,700",00177816,078600
유진테크,B,"382,891,842,028",00531014,084370
헬릭스미스,B,"282,500,918,861",00359395,084990
파트론,B,"680,010,871,814",00490151,091700
테스,B,"336,944,738,958",00524421,095610
코오롱생명과학,B,"234,658,306,594",00525642,102940
위메이드,B,"1,027,300,099,293",00444329,112040
와이지엔터테인먼트,B,"621,483,516,064",00613318,122870
피엔티,B,"576,359,315,158",00612294,137400
휴젤,B,"1,009,737,148,461",00888347,145020
KG ETS,B,"3,067,463,381,624",00366137,151860
콜마비앤에이치,B,"537,888,670,052",01032404,200130
클래시스,B,"216,379,205,336",01061327,214150
파마리서치,B,"427,646,749,519",00970453,214450
골프존,B,"483,601,164,477",01067516,215000
인크로스,B,"230,365,261,451",00819073,216050
휴온스,B,"436,897,635,210",01159853,243070
에코프로비엠,B,"1,425,857,751,938",01160363,247540
스튜디오드래곤,B,"884,028,333,744",01168684,253450
펄어비스,B,"1,356,600,316,511",01152470,263750
이녹스첨단소재,B,"450,629,009,610",01237540,272290
와이즈버즈,B,"58,765,643,429",01236532,273060
천보,B,"403,737,992,608",00897752,278280
에이비엘바이오,B,"65,452,755,704",01256864,298380
KR모터스,C,"168,436,811,482",00112378,000040
경방,C,"1,270,805,118,229",00101628,000050
성창기업지주,C,"703,740,104,842",00133335,000180
대유플러스,C,"594,393,688,298",00126089,000300
영풍,C,"5,521,001,405,617",00141307,000670
LS네트웍스,C,"1,309,373,198,056",00104698,000680
이화산업,C,"274,828,073,002",00145686,000760
보해양조,C,"153,116,763,663",00123541,000890
전방,C,"383,313,469,255",00147222,000950
한국주철관공업,C,"423,089,951,776",00159573,000970
대한방직,C,"232,612,120,328",00112970,001070
만호제강,C,"258,241,792,947",00120872,001080
남광토건,C,"273,978,348,947",00107066,001260
삼성제약,C,"145,456,078,325",00126414,001360
SG글로벌,C,"187,021,454,393",00152039,001380
KG케미칼,C,"4,884,892,280,208",00101220,001390
태원물산,C,"37,439,040,672",00154055,001420
삼부토건,C,"519,063,458,534",00125974,001470
동양,C,"1,007,233,609,953",00117337,001520
디아이동일,C,"993,144,117,431",00118345,001530
조비,C,"103,778,712,983",00148948,001550
제일연마,C,"106,469,253,369",00148461,001560
금양,C,"314,832,084,702",00106119,001570
케이비아이동국실업,C,"568,005,110,934",00114765,001620
알루코,C,"780,157,702,713",00117027,001780
삼화콘덴서공업,C,"269,298,659,241",00129350,001820
고려산업,C,"238,594,901,035",00102751,002140
동성제약,C,"104,581,874,040",00116268,002210
한일철강,C,"338,779,024,077",00163196,002220
범양건영,C,"191,769,768,929",00122694,002410
세기상사,C,"46,388,872,657",00133618,002420
삼익악기,C,"585,304,799,709",00127857,002450
조흥,C,"267,558,823,330",00149345,002600
오리엔트바이오,C,"71,518,505,224",00141626,002630
동일제강,C,"180,512,781,409",00118451,002690
신일전자,C,"122,088,680,502",00173698,002700
보락,C,"56,317,969,213",00123107,002760
진흥기업,C,"334,617,161,562",00150828,002780
미원상사,C,"372,413,719,078",00121932,002840
대유에이텍,C,"1,320,996,326,519",00149804,002880
유성기업,C,"409,968,041,215",00174004,002920
금호건설,C,"1,735,985,668,782",00106313,002990
부광약품,C,"397,416,583,050",00123718,003000
일성신약,C,"371,382,501,205",00146214,003120
한국화장품제조,C,"76,545,671,097",00160621,003350
아이에이치큐,C,"238,568,445,822",00154426,003560
방림,C,"257,080,320,409",00122348,003610
미창석유공업,C,"347,596,979,803",00122056,003650
한성기업,C,"199,923,899,803",00161860,003680
SG세계물산,C,"308,412,903,410",00133511,004060
동방,C,"531,255,658,011",00115287,004140
엔피씨,C,"499,980,382,786",00108038,004250
남성,C,"288,756,909,702",00172185,004270
송원산업,C,"1,115,649,000,000",00134963,004430
조광피혁,C,"440,910,559,774",00148939,004700
팜젠사이언스,C,"220,323,823,004",00135050,004720
써니전자,C,"77,185,258,102",00138057,004770
덕성,C,"125,291,791,888",00114093,004830
티웨이홀딩스,C,"805,278,645,714",00109514,004870
씨아이테크,C,"79,538,624,907",00127158,004920
한신공영,C,"2,119,949,126,309",00162063,004960
신라교역,C,"680,457,027,435",00135962,004970
휴스틸,C,"951,920,862,198",00156488,005010
부산주공,C,"239,665,282,239",00124151,005030
신성통상,C,"898,483,605,934",00136341,005390
대림비앤코,C,"326,583,009,080",00109754,005750
신영와코루,C,"388,668,603,657",00136624,005800
동부건설,C,"1,262,000,761,148",00115612,005960
사조오양,C,"315,948,482,729",00141875,006090
대원전선,C,"240,573,775,497",00260392,006340
인스코비,C,"109,349,945,278",00122825,006490
대림통상,C,"165,802,431,487",00109824,006570
삼성공조,C,"257,514,151,759",00126201,006660
신송홀딩스,C,"248,190,231,392",00136402,006880
태경케미컬,C,"160,745,889,274",00109161,006890
일신석재,C,"91,890,079,585",00146296,007110
미래아이앤지,C,"99,668,333,058",00104786,007120
일양약품,C,"494,271,352,816",00146454,007570
동방아그로,C,"204,466,925,957",00115384,007590
선도전기,C,"167,947,855,455",00131939,007610
대동전자,C,"205,008,393,025",00157104,008110
이건산업,C,"419,293,457,489",00145446,008250
NI스틸,C,"341,056,807,158",00116301,008260
남선알미늄,C,"355,238,354,994",00107224,008350
문배철강,C,"209,839,262,364",00121570,008420
일정실업,C,"35,297,876,172",00146542,008500
윌비스,C,"288,026,485,577",00104999,008600
아남전자,C,"229,403,319",00138516,008700
금비,C,"337,872,961,433",00168401,008870
동양철관,C,"185,998,127,837",00117629,008970
경인전자,C,"65,884,752,780",00102140,009140
대양금속,C,"157,542,366,949",00111111,009190
대우부품,C,"94,393,900,185",00111689,009320
한창제지,C,"248,597,574,228",00163761,009460
삼화전기,C,"158,640,155,782",00129271,009470
삼정펄프,C,"239,413,228,555",00128227,009770
우진아이엔에스,C,"114,656,381,311",00143262,010400
진양폴리우레탄,C,"48,090,926,524",00160375,010640
화천기계,C,"155,922,671,832",00166500,010660
퍼스텍,C,"185,612,511,300",00148522,010820
삼호개발,C,"296,852,077,748",00128980,010960
진원생명과학,C,"250,856,561,235",00118521,011000
삼화전자공업,C,"66,900,329,255",00129280,011230
태림포장,C,"600,863,714,442",00153524,011280
부산산업,C,"133,795,623,819",00124027,011390
갤럭시아에스엠,C,"40,900,713,401",00129554,011420
한농화성,C,"216,969,690,984",00160861,011500
한신기계공업,C,"101,149,022,157",00162072,011700
아센디오,C,"68,072,817,657",00145437,012170
영화금속,C,"211,560,372,817",00141413,012280
경인양행,C,"579,492,465,098",00102113,012610
대창,C,"810,738,132,401",00112651,012800
계룡건설산업,C,"2,327,054,067,482",00102432,013580
까뮤이앤씨,C,"195,058,432,986",00129420,013700
지엠비코리아,C,"522,463,824,958",00156354,013870
지누스,C,"1,018,636,238,631",00150633,013890
한익스프레스,C,"374,774,839,505",00129509,014130
대영포장,C,"246,069,403,698",00111458,014160
금강공업,C,"868,658,748,310",00105299,014280
태경비케이,C,"332,382,423,528",00122481,014580
성문전자,C,"54,386,004,301",00132628,014910
인디에프,C,"129,046,719,316",00106881,014990
이스타코,C,"82,087,856,901",00134565,015020
에이엔피,C,"82,030,110,765",00143314,015260
큐로,C,"165,866,104,199",00108746,015590
일진홀딩스,C,"1,611,593,519,855",00146649,015860
신대양제지,C,"845,951,511,735",00135777,016590
광명전기,C,"169,926,626,919",00103662,017040
수산중공업,C,"236,089,651,990",00135111,017550
동원금속,C,"468,914,312,188",00118008,018500
아시아나항공,C,"13,082,664,860,149",00138792,020560
세원정공,C,"622,152,013,878",00134316,021820
삼원강재,C,"270,679,643,944",00191588,023000
동남합성,C,"90,602,982,225",00115065,023450
인지컨트롤스,C,"543,367,174,652",00103510,023800
인팩,C,"353,962,028,307",00180795,023810
에쓰씨엔지니어링,C,"116,426,812,581",00121969,023960
WISCOM,C,"135,283,853,674",00142865,024070
디씨엠,C,"286,895,605,966",00177199,024090
덕양산업,C,"523,564,265,414",00114154,024900
KPX케미칼,C,"777,143,203,509",00191472,025000
한국단자공업,C,"1,125,163,279,036",00157070,025540
미래산업,C,"118,651,368,670",00197759,025560
제이준코스메틱,C,"79,881,575,028",00136776,025620
부국철강,C,"150,684,042,688",00123781,026940
동서,C,"1,582,577,880,310",00144395,026960
마니커,C,"196,467,020,974",00204208,027740
동아지질,C,"350,828,019,009",00178754,028100
신도리코,C,"1,022,601,242,833",00135795,029530
동원수산,C,"100,942,001,219",00118044,030720
비케이탑스,C,"108,096,533,885",00273615,030790
콤텍시스템,C,"349,140,170,006",00186559,031820
황금에스티,C,"431,568,369,719",00218575,032560
KH 필룩스,C,"539,371,447,061",00193009,033180
자화전자,C,"437,943,843,130",00146861,033240
체시스,C,"81,159,742,752",00125576,033250
인천도시가스,C,"360,580,638,051",00145862,034590
백산,C,"330,162,573,232",00122551,035150
YG PLUS,C,"223,117,829,736",00249247,037270
한미반도체,C,"429,285,683,427",00161383,042700
주연테크,C,"59,714,398,945",00269241,044380
진양화학,C,"33,655,064,082",00347734,051630
세이브존I&C,C,"564,254,721,215",00422895,067830
삼성출판사,C,"338,722,412,834",00423690,068290
대웅제약,C,"1,410,687,451,789",00427483,069620
한세엠케이,C,"129,057,654,156",00357360,069640
DSR제강,C,"241,710,739,393",00151298,069730
용평리조트,C,"841,499,592,207",00365989,070960
유엔젤,C,"61,716,673,610",00416654,072130
이엔플러스,C,"102,809,878,473",00469799,074610
새론오토모티브,C,"268,378,497,917",00305668,075180
세진중공업,C,"570,404,297,293",00415628,075580
텔코웨어,C,"122,175,454,114",00361488,078000
일진다이아,C,"641,762,242,168",00508274,081000
이월드,C,"433,174,725,941",00540605,084680
엔케이,C,"130,726,528,202",00172228,085310
진도,C,"136,444,645,101",00557933,088790
메타랩스,C,"85,034,044,701",00442835,090370
세원이앤씨,C,"292,675,905,485",00585219,091090
디아이씨,C,"628,866,348,030",00112165,092200
기신정기,C,"259,583,134,119",00106614,092440
형지엘리트,C,"130,445,154,012",00441243,093240
진양홀딩스,C,"566,089,269,272",00646732,100250
인바이오젠,C,"274,474,964,053",00652423,101140
쌍방울,C,"395,643,689,622",00681142,102280
일진전기,C,"837,942,610,833",00683469,103590
미원홀딩스,C,"426,808,405,295",00706715,107590
호전실업,C,"302,687,738,324",00226316,111110
락앤락,C,"829,724,564,810",00561866,115390
KC코트렐,C,"385,076,959,540",00797364,119650
조선선재,C,"139,548,941,139",00796994,120030
대성산업,C,"1,727,522,535,003",00828789,128820
미원화학,C,"133,843,309,910",00855163,134380
시디즈,C,"84,805,500,508",00852087,134790
드림텍,C,"732,979,091,172",00415646,192650
제이에스코퍼레이션,C,"552,280,907,650",00332927,194370
금호에이치티,C,"458,795,624,447",00105606,214330
토니모리,C,"202,095,812,764",00816544,214420
미원에스씨,C,"438,128,597,593",01234297,268280
제일약품,C,"426,486,418,148",01236897,271980
동아타이어,C,"420,630,889,248",01262458,282690
에어부산,C,"1,009,737,367,111",00651901,298690
삼천당제약,C,"343,947,668,188",00128546,000250
서부T&D,C,"2,058,277,699,331",00130383,006730
네이처셀,C,"69,649,961,572",00117276,007390
에스엠코어,C,"92,845,267,334",00137915,007820
SGC이테크건설,C,"591,722,026,513",00141246,016250
KCC건설,C,"1,089,774,227,600",00105466,021320
유진기업,C,"2,276,820,452,893",00184667,023410
동화기업,C,"1,770,876,761,887",00173032,025900
코엔텍,C,"194,149,554,498",00197476,029960
시그네틱스,C,"182,316,018,530",00158219,033170
코웰패션,C,"1,030,960,336,921",00155948,033290
네패스,C,"1,104,860,554,018",00227333,033640
KG이니시스,C,"1,430,089,154,289",00264547,035600
SFA반도체,C,"649,395,336,516",00301246,036540
영풍정밀,C,"378,311,424,461",00141389,036560
KCI,C,"97,368,839,500",00265041,036670
이오테크닉스,C,"566,044,583,459",00246417,039030
오스코텍,C,"48,967,314,569",00263654,039200
나노엔텍,C,"62,455,233,679",00230425,039860
KG모빌리언스,C,"491,220,860,107",00405278,046440
현대바이오,C,"80,528,215,833",00313649,048410
리노공업,C,"466,371,034,236",00369657,058470
인선이엔티,C,"493,337,475,178",00375931,060150
다원시스,C,"676,576,225,278",00523307,068240
셀트리온제약,C,"637,884,365,420",00541349,068760
차바이오텍,C,"1,535,125,058,543",00525679,085660
동국제약,C,"750,075,941,177",00114808,086450
메디톡스,C,"577,698,379,790",00580199,086900
에이스테크,C,"382,668,693,008",00556907,088800
상아프론테크,C,"319,566,575,046",00181299,089980
아미코젠,C,"411,224,497,266",00545734,092040
제넥신,C,"636,864,822,639",00545929,095700
에스앤에스텍,C,"197,438,760,724",00411048,101490
이엔에프테크놀로지,C,"582,802,440,834",00530185,102710
티케이케미칼,C,"1,148,739,179,644",00693554,104480
원익머트리얼즈,C,"462,931,343,585",00623661,104830
메지온,C,"83,934,573,674",00808022,140410
레고켐바이오,C,"293,233,456,820",00842619,141080
서진시스템,C,"1,050,009,449,283",00838005,178320
알테오젠,C,"258,318,546,360",00989619,196170
메가스터디교육,D,"724,298,001,534",01074862,215200
RFHIC,D,"446,949,568,964",01078178,218410
씨아이에스,D,"319,224,578,938",01090471,222080
에코마케팅,D,"274,724,499,695",01029394,230360
메드팩토,D,"133,345,766,644",01336373,235980
셀리버리,D,"129,841,256,664",01182444,268600
엘앤씨바이오,D,"107,400,889,841",01181515,290650
국보,D,"102,314,951,997",00104519,001140
비비안,D,"198,167,472,453",00107677,002070
흥아해운,D,"247,298,683,108",00167208,003280
진양산업,D,"77,871,277,995",00150439,003780
성안,D,"141,555,556,954",00132868,011300
세우글로벌,D,"48,681,237,902",00134176,013000
한국주강,D,"50,194,779,569",00159564,025890
이아이디,D,"519,321,206,547",00480950,093230
아시아나IDT,D,"222,135,981,071",00458234,267850
리더스 기술투자,D,"91,104,450,384",00110750,019570
아난티,D,"1,385,135,410,423",00161781,025980
상상인,D,"5,745,403,479,122",00306162,038540
씨젠,D,"1,489,718,580,570",00788773,096530
덕산네오룩스,D,"336,665,713,371",01061558,213420
BNK금융지주,A+,128287034114030.0,00858364,138930
DB금융투자,B,9583673039437.0,00115694,016610
DB손해보험,A,,00159102,005830
DGB금융지주,A+,85905990881914.0,00878915,139130
JB금융지주,A+,56395637000000.0,00980122,175330
NH투자증권,A,,00120182,005940
SK증권,B+,6371402200705.0,00131850,001510
교보증권,B,11483824493952.0,00113359,030610
기업은행,B+,,00149646,024110
나우IB,D,124079563210.0,00651017,293580
농우바이오,B,278100000000,00176835,054050
대신증권,A,151388000000,00110893,003540
동양생명,B+,37103344689802.0,00117267,082640
로보스타,C,12220000000,00536523,090360
롯데손해보험,A,,00113562,000400
메리츠금융지주,B+,82030936760089.0,00860332,138040
메리츠증권,B+,54108239112787.0,00163682,008560
메이슨캐피탈,D,67513345476.0,00136101,021880
미래에셋생명,B+,41997269886566.0,00112332,085620
미래에셋증권,B+,108641793313959.0,00111722,006800
부국증권,C,1647423235887.0,00123772,001270
삼성생명,A,,00126256,032830
삼성증권,A,65707486999598.0,00104856,016360
삼성카드,A,27144187002023.0,00126292,029780
삼성화재해상보험,A,9338480000,00139214,000810
상상인증권,C,582480466287.0,00112059,001290
신영증권,B,11085013453233.0,00136721,001720
신한지주,A+,648152185000000.0,00382199,055550
아주IB투자,B,400195291373.0,00156895,027360
우리금융지주,A,,01350869,316140
우리기술투자,C,9230000000,00231664,041190
우리종금,B,5140800000,00104102,010050
