corp_name,esg,fin_state,corp_code,stock_code
남광토건,C,"204,018,820,097",00107066,001260
삼성제약,C,"178,725,958,079",00126414,001360
SG글로벌,C,"198,865,921,890",00152039,001380
KG케미칼,C,"4,323,538,345,059",00101220,001390
태원물산,C,"38,295,003,548",00154055,001420
삼부토건,C,"459,413,597,646",00125974,001470
동양,C,"996,760,196,202",00117337,001520
디아이동일,C,"882,559,327,707",00118345,001530
조비,C,"87,855,328,252",00148948,001550
제일연마,C,"98,714,751,683",00148461,001560
금양,C,"219,851,714,051",00106119,001570
케이비아이동국실업,C,"566,142,150,316",00114765,001620
알루코,C,"701,423,267,928",00117027,001780
삼화콘덴서공업,C,"234,968,255,221",00129350,001820
고려산업,C,"216,577,001,107",00102751,002140
동성제약,C,"125,718,174,655",00116268,002210
한일철강,C,"295,057,911,819",00163196,002220
범양건영,C,"152,611,698,919",00122694,002410
세기상사,C,"40,517,198,620",00133618,002420
삼익악기,C,"622,371,933,956",00127857,002450
조흥,C,"248,313,868,671",00149345,002600
오리엔트바이오,C,"75,938,801,986",00141626,002630
동일제강,C,"148,570,301,657",00118451,002690
신일전자,C,"110,598,654,315",00173698,002700
보락,C,"54,109,128,575",00123107,002760
진흥기업,C,"282,917,478,060",00150828,002780
미원상사,C,"328,954,822,818",00121932,002840
대유에이텍,C,"1,166,526,680,240",00149804,002880
유성기업,C,"411,316,942,346",00174004,002920
금호건설,C,"1,377,242,594,074",00106313,002990
부광약품,C,"400,968,741,555",00123718,003000
일성신약,C,"371,224,515,736",00146214,003120
한국화장품제조,C,"77,657,827,819",00160621,003350
아이에이치큐,C,"146,319,857,109",00154426,003560
방림,C,"236,854,131,226",00122348,003610
미창석유공업,C,"311,812,975,368",00122056,003650
한성기업,C,"195,752,061,699",00161860,003680
SG세계물산,C,"267,195,626,007",00133511,004060
동방,C,"526,822,000,781",00115287,004140
엔피씨,C,"410,578,593,060",00108038,004250
남성,C,"233,037,086,341",00172185,004270
송원산업,C,"891,142,000,000",00134963,004430
조광피혁,C,"343,161,525,386",00148939,004700
팜젠사이언스,C,"135,543,934,053",00135050,004720
써니전자,C,"65,431,756,615",00138057,004770
덕성,C,"105,039,887,131",00114093,004830
티웨이홀딩스,C,"766,137,054,522",00109514,004870
씨아이테크,C,"75,094,282,849",00127158,004920
한신공영,C,"1,734,262,275,066",00162063,004960
신라교역,C,"629,072,904,762",00135962,004970
휴스틸,C,"604,130,121,809",00156488,005010
부산주공,C,"249,781,607,294",00124151,005030
신성통상,C,"858,316,042,143",00136341,005390
대림비앤코,C,"326,324,587,789",00109754,005750
신영와코루,C,"373,426,209,052",00136624,005800
동부건설,C,"954,233,550,040",00115612,005960
사조오양,C,"318,741,895,792",00141875,006090
대원전선,C,"192,012,755,087",00260392,006340
인스코비,C,"76,233,775,832",00122825,006490
대림통상,C,"159,653,334,167",00109824,006570
삼성공조,C,"258,204,690,029",00126201,006660
신송홀딩스,C,"167,829,010,357",00136402,006880
태경케미컬,C,"140,679,345,211",00109161,006890
일신석재,C,"94,043,686,094",00146296,007110
미래아이앤지,C,"92,320,794,314",00104786,007120
일양약품,C,"439,116,734,913",00146454,007570
동방아그로,C,"196,027,049,258",00115384,007590
선도전기,C,"175,592,014,332",00131939,007610
대동전자,C,"179,047,186,303",00157104,008110
이건산업,C,"383,232,664,393",00145446,008250
NI스틸,C,"287,376,145,505",00116301,008260
남선알미늄,C,"295,152,803,875",00107224,008350
문배철강,C,"187,690,631,639",00121570,008420
일정실업,C,"41,787,904,698",00146542,008500
윌비스,C,"284,787,599,903",00104999,008600
아남전자,C,"177,178,532",00138516,008700
금비,C,"333,972,461,086",00168401,008870
동양철관,C,"153,374,076,509",00117629,008970
경인전자,C,"57,835,598,428",00102140,009140
대양금속,C,"116,257,053,201",00111111,009190
대우부품,C,"91,992,449,685",00111689,009320
한창제지,C,"181,081,553,603",00163761,009460
삼화전기,C,"137,039,897,477",00129271,009470
삼정펄프,C,"232,780,512,956",00128227,009770
우진아이엔에스,C,"121,032,450,054",00143262,010400
진양폴리우레탄,C,"44,798,057,577",00160375,010640
화천기계,C,"146,537,092,789",00166500,010660
퍼스텍,C,"180,652,738,240",00148522,010820
삼호개발,C,"312,804,375,927",00128980,010960
진원생명과학,C,"136,570,535,761",00118521,011000
삼화전자공업,C,"55,038,201,508",00129280,011230
태림포장,C,"566,786,153,602",00153524,011280
부산산업,C,"129,019,980,543",00124027,011390
갤럭시아에스엠,C,"28,554,685,149",00129554,011420
한농화성,C,"171,371,035,394",00160861,011500
한신기계공업,C,"95,212,694,305",00162072,011700
아센디오,C,"27,365,808,144",00145437,012170
영화금속,C,"197,590,024,645",00141413,012280
경인양행,C,"505,102,150,581",00102113,012610
대창,C,"620,282,789,660",00112651,012800
계룡건설산업,C,"2,070,254,078,107",00102432,013580
까뮤이앤씨,C,"166,218,113,728",00129420,013700
지엠비코리아,C,"488,507,775,797",00156354,013870
지누스,C,"896,807,385,623",00150633,013890
한익스프레스,C,"301,687,969,270",00129509,014130
대영포장,C,"207,957,143,530",00111458,014160
금강공업,C,"779,160,209,350",00105299,014280
태경비케이,C,"295,877,497,920",00122481,014580
성문전자,C,"40,358,769,981",00132628,014910
인디에프,C,"140,652,520,239",00106881,014990
이스타코,C,"70,696,187,624",00134565,015020
에이엔피,C,"103,907,676,857",00143314,015260
큐로,C,"197,708,845,052",00108746,015590
일진홀딩스,C,"1,158,500,911,684",00146649,015860
신대양제지,C,"809,132,235,371",00135777,016590
광명전기,C,"165,884,690,369",00103662,017040
수산중공업,C,"236,404,221,426",00135111,017550
동원금속,C,"510,951,150,981",00118008,018500
아시아나항공,C,"13,851,459,281,326",00138792,020560
세원정공,C,"612,803,378,056",00134316,021820
삼원강재,C,"257,974,236,468",00191588,023000
동남합성,C,"81,304,054,042",00115065,023450
인지컨트롤스,C,"511,309,877,206",00103510,023800
인팩,C,"319,762,537,294",00180795,023810
에쓰씨엔지니어링,C,"68,596,639,829",00121969,023960
WISCOM,C,"130,666,514,703",00142865,024070
디씨엠,C,"227,933,254,570",00177199,024090
덕양산업,C,"513,044,313,543",00114154,024900
KPX케미칼,C,"637,003,840,185",00191472,025000
한국단자공업,C,"985,178,227,462",00157070,025540
미래산업,C,"95,757,333,089",00197759,025560
제이준코스메틱,C,"87,885,496,181",00136776,025620
부국철강,C,"132,192,727,015",00123781,026940
동서,C,"1,525,770,284,059",00144395,026960
마니커,C,"192,098,719,908",00204208,027740
동아지질,C,"334,840,487,040",00178754,028100
신도리코,C,"916,234,313,217",00135795,029530
동원수산,C,"98,150,228,206",00118044,030720
비케이탑스,C,"69,231,084,851",00273615,030790
콤텍시스템,C,"185,294,099,826",00186559,031820
황금에스티,C,"452,295,227,735",00218575,032560
KH 필룩스,C,"383,138,673,115",00193009,033180
자화전자,C,"355,988,092,105",00146861,033240
체시스,C,"81,849,677,642",00125576,033250
인천도시가스,C,"340,211,568,454",00145862,034590
백산,C,"291,097,332,698",00122551,035150
YG PLUS,C,"150,978,437,293",00249247,037270
한미반도체,C,"326,966,868,038",00161383,042700
주연테크,C,"57,589,967,430",00269241,044380
진양화학,C,"38,258,641,605",00347734,051630
세이브존I&C,C,"559,381,457,129",00422895,067830
삼성출판사,C,"292,398,203,181",00423690,068290
대웅제약,C,"1,363,043,826,228",00427483,069620
한세엠케이,C,"149,681,758,411",00357360,069640
DSR제강,C,"206,252,815,744",00151298,069730
용평리조트,C,"911,905,132,370",00365989,070960
유엔젤,C,"48,567,846,707",00416654,072130
이엔플러스,C,"90,581,867,981",00469799,074610
새론오토모티브,C,"248,085,257,765",00305668,075180
세진중공업,C,"448,124,447,100",00415628,075580
텔코웨어,C,"123,096,513,916",00361488,078000
일진다이아,C,"247,688,526,423",00508274,081000
이월드,C,"447,853,889,847",00540605,084680
엔케이,C,"140,196,785,702",00172228,085310
진도,C,"128,453,979,432",00557933,088790
메타랩스,C,"77,019,665,045",00442835,090370
세원이앤씨,C,"324,723,874,777",00585219,091090
디아이씨,C,"604,617,279,535",00112165,092200
기신정기,C,"251,675,969,698",00106614,092440
형지엘리트,C,"114,344,168,293",00441243,093240
진양홀딩스,C,"548,008,471,823",00646732,100250
인바이오젠,C,"96,881,140,291",00652423,101140
쌍방울,C,"350,525,094,865",00681142,102280
일진전기,C,"790,379,091,642",00683469,103590
미원홀딩스,C,"331,257,262,740",00706715,107590
호전실업,C,"272,119,291,261",00226316,111110
락앤락,C,"783,185,018,158",00561866,115390
KC코트렐,C,"281,917,548,946",00797364,119650
조선선재,C,"125,961,385,802",00796994,120030
대성산업,C,"1,101,676,163,724",00828789,128820
미원화학,C,"125,335,557,267",00855163,134380
시디즈,C,-,00852087,134790
드림텍,C,"604,275,054,497",00415646,192650
제이에스코퍼레이션,C,"504,395,888,494",00332927,194370
금호에이치티,C,"344,298,588,585",00105606,214330
토니모리,C,"194,228,001,004",00816544,214420
미원에스씨,C,"327,103,636,590",01234297,268280
제일약품,C,"409,663,297,406",01236897,271980
동아타이어,C,"395,823,339,051",01262458,282690
에어부산,C,"1,034,490,515,119",00651901,298690
삼천당제약,C,"317,078,865,822",00128546,000250
서부T&D,C,"1,978,940,581,579",00130383,006730
네이처셀,C,"85,749,949,699",00117276,007390
에스엠코어,C,"92,894,961,096",00137915,007820
SGC이테크건설,C,"663,630,036,116",00141246,016250
KCC건설,C,"977,535,499,042",00105466,021320
유진기업,C,"4,708,657,424,261",00184667,023410
동화기업,C,"1,586,439,706,471",00173032,025900
코엔텍,C,"191,437,177,238",00197476,029960
시그네틱스,C,"166,745,909,058",00158219,033170
코웰패션,C,"433,388,726,463",00155948,033290
네패스,C,"801,694,287,852",00227333,033640
KG이니시스,C,"1,400,502,734,602",00264547,035600
SFA반도체,C,"586,544,872,750",00301246,036540
영풍정밀,C,"326,744,254,891",00141389,036560
KCI,C,"84,521,834,888",00265041,036670
이오테크닉스,C,"481,155,772,953",00246417,039030
오스코텍,C,"76,387,767,596",00263654,039200
나노엔텍,C,"52,815,450,218",00230425,039860
KG모빌리언스,C,"470,246,151,851",00405278,046440
현대바이오,C,"93,740,989,045",00313649,048410
리노공업,C,"361,533,314,540",00369657,058470
인선이엔티,C,"486,281,449,840",00375931,060150
다원시스,C,"611,544,095,634",00523307,068240
셀트리온제약,C,"548,074,597,598",00541349,068760
차바이오텍,C,"1,313,710,050,751",00525679,085660
동국제약,C,"663,165,455,661",00114808,086450
메디톡스,C,"467,764,378,987",00580199,086900
에이스테크,C,"352,970,037,999",00556907,088800
상아프론테크,C,"283,345,311,095",00181299,089980
아미코젠,C,"283,367,945,100",00545734,092040
제넥신,C,"596,907,820,763",00545929,095700
에스앤에스텍,C,"185,990,770,110",00411048,101490
이엔에프테크놀로지,C,"463,470,436,782",00530185,102710
티케이케미칼,C,"678,929,481,218",00693554,104480
원익머트리얼즈,C,"400,109,186,457",00623661,104830
메지온,C,"75,625,433,817",00808022,140410
레고켐바이오,C,"135,912,348,063",00842619,141080
서진시스템,C,"692,052,471,094",00838005,178320
알테오젠,C,"159,206,928,125",00989619,196170
메가스터디교육,D,"554,023,182,914",01074862,215200
RFHIC,D,"312,304,514,870",01078178,218410
씨아이에스,D,"233,885,479,276",01090471,222080
에코마케팅,D,"195,020,171,116",01029394,230360
메드팩토,D,"58,496,133,331",01336373,235980
셀리버리,D,"60,516,057,926",01182444,268600
엘앤씨바이오,D,"80,575,589,282",01181515,290650
국보,D,"90,823,630,562",00104519,001140
비비안,D,"189,039,183,775",00107677,002070
흥아해운,D,"286,775,957,768",00167208,003280
진양산업,D,"70,722,583,811",00150439,003780
성안,D,"244,986,458,105",00132868,011300
세우글로벌,D,"47,098,886,356",00134176,013000
한국주강,D,"46,460,626,063",00159564,025890
이아이디,D,"225,852,507,228",00480950,093230
아시아나IDT,D,"204,901,871,485",00458234,267850
리더스 기술투자,D,"81,800,078,267",00110750,019570
아난티,D,"1,143,676,045,142",00161781,025980
상상인,D,"3,605,932,131,664",00306162,038540
씨젠,D,"1,094,574,623,631",00788773,096530
덕산네오룩스,D,"220,912,869,319",01061558,213420
BNK금융지주,A+,114156870956930.0,00858364,138930
DB금융투자,B,9959594272689.0,00115694,016610
DB손해보험,A,,00159102,005830
DGB금융지주,A+,79983329301119.0,00878915,139130
JB금융지주,A+,53375463000000.0,00980122,175330
NH투자증권,A,,00120182,005940
SK증권,B+,5359425406065.0,00131850,001510
교보증권,B,10111145261601.0,00113359,030610
기업은행,B+,,00149646,024110
나우IB,D,87297815996.0,00651017,293580
농우바이오,B,293000000000,00176835,054050
대신증권,A,135611000000,00110893,003540
동양생명,B+,36253033067957.0,00117267,082640
로보스타,C,13480000000,00536523,090360
롯데손해보험,A,,00113562,000400
메리츠금융지주,B+,69564425579402.0,00860332,138040
메리츠증권,B+,43846991201741.0,00163682,008560
메이슨캐피탈,D,43720344158.0,00136101,021880
미래에셋생명,B+,40629025208512.0,00112332,085620
미래에셋증권,B+,130946929910073.0,00111722,006800
부국증권,C,1608864797228.0,00123772,001270
삼성생명,A,,00126256,032830
삼성증권,A,63869722093855.0,00104856,016360
삼성카드,A,23398860283167.0,00126292,029780
삼성화재해상보험,A,8685690000,00139214,000810
상상인증권,C,513283837014.0,00112059,001290
신영증권,B,9820753720331.0,00136721,001720
신한지주,A+,605234104000000.0,00382199,055550
아주IB투자,B,406567871156.0,00156895,027360
우리금융지주,A,,01350869,316140
우리기술투자,C,4817000000,00231664,041190
우리종금,B,5656800000,00104102,010050
유안타증권,C,14948245614000.0,00117601,003470
유진증권,C,10076939661818.0,00131054,001200
유화증권,C,,00145190,003460
이베스트투자증권,B,7774428932346.0,00330424,078020
제주은행,A,,00148832,006220
코리아에셋투자증권,C,,00304915,190650
코리안리,B+,12519947404019.0,00113191,003690
큐캐피탈,D,,00267942,016600
키움증권,B,37590936293661.0,00296290,039490
하나금융지주,A,460947046000000.0,00547583,086790
한국금융지주,B+,70437687756876.0,00432102,071050
한국자산신탁,C,1207644739506.0,00404701,123890
한국캐피탈,C,3468300000,00149594,023760
한국토지신탁,C,1718100000,00233653,034830
한양증권,C,,00162416,001750
한화생명,A,148774784034210.0,00113058,088350
한화손해보험,A,19518332852459.0,00135917,000370
한화투자증권,B+,11859021179396.0,00148610,003530
현대차증권,A,9167904.0,00137997,001500
현대해상,A,5222760000,00164973,001450
흥국화재,B+,1396610000,00103176,000540
기아,A+,"66,849,997,000,000",00106641,000270
S-Oil,A+,"18,693,235,000,000",00138279,010950
풀무원,A+,"1,969,372,521,092",00155355,017810
케이티,A+,"37,159,341,000,000",00190321,030200
SK,A+,"165,368,363,000,000",00181712,034730
NAVER,A+,"33,691,006,757,040",00266961,035420
포스코인터내셔널,A+,"10,770,734,147,000",00124504,047050
SK이노베이션,A+,"49,544,942,070,000",00631518,096770
CJ대한통운,A,"8,993,928,516,384",00113410,000120
두산,A,"25,945,825,422,089",00117212,000150
DL,A,"8,180,715,293,855",00109693,000210
일동홀딩스,A,"920,762,518,312",00146083,000230
한국앤컴퍼니,A,"4,081,229,754,648",00160047,000240
노루홀딩스,A,"1,055,537,182,156",00113508,000320
동아쏘시오홀딩스,A,"1,691,388,335,986",00116824,000640
SK하이닉스,A,"96,346,525,000,000",00164779,000660
현대건설,A,"19,637,264,000,000",00164478,000720
한화,A,"203,463,699,000,000",00160588,000880
DB하이텍,A,"1,549,937,895,854",00160843,000990
CJ,A,"41,955,995,804,000",00148540,001040
LX인터내셔널,A,"6,746,889,021,744",00120076,001120
대한전선,A,"1,420,870,615,000",00113207,001440
대상,A,"2,870,530,105,668",00121941,001680
SK네트웍스,A,"9,410,916,000,000",00131780,001740
오리온홀딩스,A,"4,961,788,340,261",00117577,001800
한진,A,"3,877,620,716,229",00163512,002320
한독,A,"841,561,831,887",00161046,002390
아모레퍼시픽그룹,A,"8,038,142,932,125",00154462,002790
TYM,A,"707,428,247,565",00117230,002900
삼양식품,A,"753,080,320,659",00126955,003230
쌍용씨앤이,A,"3,564,764,921,137",00138224,003410
대한항공,A,"26,671,903,184,202",00113526,003490
LG,A,"25,669,796,000,000",00120021,003550
롯데정밀화학,A,"2,723,453,687,435",00157681,004000
현대제철,A,"37,042,298,365,641",00145880,004020
한솔홀딩스,A,"653,696,785,000",00171636,004150
신세계,A,"13,644,510,517,083",00136378,004170
현대비앤지스틸,A,"768,751,882,611",00125743,004560
한솔테크닉스,A,"788,670,352,792",00157399,004710
효성,A,"5,255,421,959,967",00117188,004800
롯데지주,A,"19,921,883,103,681",00120562,004990
빙그레,A,"760,245,280,571",00124726,005180
롯데칠성음료,A,"3,596,830,123,178",00120571,005300
현대자동차,A,"233,946,415,000,000",00164742,005380
SK디스커버리,A,"6,881,873,214,685",00131832,006120
LS,A,"12,625,931,000,000",00105952,006260
GS건설,A,"15,183,727,264,768",00120030,006360
삼성SDI,A,"25,833,192,996,936",00126362,006400
GS리테일,A,"9,455,972,982,478",00140177,007070
오뚜기,A,"2,605,839,008,802",00141529,007310
대덕,A,"1,723,958,191,276",00109189,008060
호텔신라,A,"2,656,449,911,686",00165680,008770
한미사이언스,A,"949,894,435,974",00161426,008930
삼성전기,A,"9,941,374,038,447",00126371,009150
무림페이퍼,A,"2,284,417,094,845",00136086,009200
한샘,A,"1,246,352,553,431",00161693,009240
무림P&P,A,"1,483,591,838,656",00119007,009580
한화솔루션,A,"20,007,572,194,182",00162461,009830
영원무역홀딩스,A,"4,325,576,166,733",00140964,009970
OCI,A,"5,704,061,113,000",00148896,010060
엘에스일렉트릭,A,"2,796,731,557,614",00105855,010120
한솔피엔에스,A,"109,710,673,301",00103626,010420
현대미포조선,A,"3,878,320,283,000",00164609,010620
LG이노텍,A,"7,741,352,841,297",00105961,011070
롯데케미칼,A,"22,855,160,814,019",00165413,011170
HMM,A,"17,876,100,000,000",00164645,011200
현대위아,A,"7,749,507,000,000",00106623,011210
현대코퍼레이션,A,"1,707,383,175,608",00164812,011760
SKC,A,"6,180,132,503,610",00139889,011790
현대모비스,A,"51,482,537,000,000",00164788,012330
한화에어로스페이스,A,"11,045,830,630,560",00126566,012450
에스원,A,"1,972,972,502,257",00158501,012750
한솔케미칼,A,"1,197,174,769,029",00140955,014680
SK텔레콤,A,"30,911,277,000,000",00159023,017670
현대엘리베이터,A,"2,987,393,730,479",00164724,017800
애경산업,A,"431,492,645,030",00139454,018250
삼성에스디에스,A,"10,517,432,175,247",00126186,018260
SK가스,A,"5,121,535,471,833",00144164,018670
한섬,A,"1,557,084,757,896",00188089,020000
코웨이,A,"3,800,627,982,540",00170558,021240
롯데쇼핑,A,"33,426,533,819,002",00120526,023530
한솔홈데코,A,"314,661,261,530",00203582,025750
BGF,A,"1,981,622,039,251",00219097,027410
삼성엔지니어링,A,"6,058,722,396,874",00126308,028050
삼성물산,A,"55,245,423,114,466",00149655,028260
신세계인터내셔날,A,"1,159,127,578,385",00234412,031430
신세계푸드,A,"879,467,973,979",00274933,031440
LG유플러스,A,"19,370,515,000,000",00231363,032640
케이티앤지,A,"11,637,271,194,200",00244455,033780
강원랜드,A,"3,827,273,463,677",00255619,035250
카카오,A,"22,779,558,711,233",00258801,035720
엔씨소프트,A,"4,581,889,369,472",00261443,036570
팜스코,A,"1,107,610,571,454",00260408,036580
광주신세계,A,"852,280,199,476",00220561,037710
KSS해운,A,"1,446,228,922,766",00160232,044450
대우건설,A,"10,457,976,990,591",00124540,047040
한국항공우주,A,"5,855,223,992,714",00309503,047810
LG생활건강,A,"7,555,239,417,717",00356370,051900
케이티스카이라이프,A,"1,275,644,844,175",00349097,053210
한미글로벌,A,"285,254,341,255",00413523,053690
현대홈쇼핑,A,"2,600,338,275,866",00412597,057050
KTcs,A,"416,750,372,360",00372882,058850
KTis,A,"369,360,805,550",00372873,058860
현대로템,A,"4,107,182,672,000",00302926,064350
LG전자,A,"53,481,478,000,000",00401731,066570
SK렌터카,A,"2,860,204,475,518",00201450,068400
현대백화점,A,"8,969,196,456,000",00428251,069960
지역난방공사,A,"6,517,362,464,357",00159698,071320
롯데하이마트,A,"2,943,544,893,057",00158307,071840
GS,A,"31,191,287,000,000",00500254,078930
CJ CGV,A,"3,785,492,375,609",00303873,079160
현대리바트,A,"863,648,498,521",00300548,079430
LIG넥스원,A,"2,576,847,035,470",00503668,079550
휴비스,A,"843,415,197,265",00362238,079980
휠라홀딩스,A,"4,288,856,815,414",00195229,081660
HSD엔진,A,"795,624,726,289",00361008,082740
대상홀딩스,A,"3,626,092,434,065",00539274,084690
현대글로비스,A,"12,170,928,242,765",00360595,086280
노루페인트,A,"670,646,933,870",00583442,090350
아모레퍼시픽,A,"6,116,713,932,912",00583424,090430
CJ제일제당,A,"26,855,804,277,000",00635134,097950
LX하우시스,A,"2,547,391,000,000",00759513,108670
코오롱인더,A,"5,601,285,265,899",00795135,120110
한미약품,A,"1,936,728,687,294",00828497,128940
이마트,A,"31,242,082,400,946",00872984,139480
삼양사,A,"2,802,047,000,000",00896285,145990
동아에스티,A,"1,115,985,527,253",00956930,170900
한진칼,A,"3,754,742,183,026",00983040,180640
종근당,A,"1,046,700,072,179",00992871,185750
코스맥스,A,"1,411,928,775,762",01009789,192820
해성디에스,A,"474,947,833,310",01032413,195870
서연이화,A,"1,790,525,413,469",01036446,200880
삼성바이오로직스,A,"7,970,010,786,863",00877059,207940
SK디앤디,A,"1,983,430,768,039",00508344,210980
한솔제지,A,"1,887,832,972,302",01060744,213500
이노션,A,"2,201,583,495,389",00565154,214320
일동제약,A,"708,970,362,605",01168383,249420
경동도시가스,A,"904,491,765,792",01208885,267290
오리온,A,"3,120,428,660,902",01238169,271560
한화시스템,A,"3,894,302,649,982",00339391,272210
BGF리테일,A,"2,596,378,756,682",01263022,282330
SK케미칼,A,"3,955,632,394,256",01267170,285130
롯데정보통신,A,"750,130,637,554",01262032,286940
효성화학,A,"3,044,049,458,130",01316236,298000
효성티앤씨,A,"4,526,469,189,093",01316227,298020
효성중공업,A,"4,022,701,434,672",01316245,298040
효성첨단소재,A,"2,908,681,837,826",01316254,298050
현대오토에버,A,"2,346,122,844,458",00362441,307950
하림지주,A,"11,618,242,216,061",00148364,003380
CJ ENM,A,"7,940,624,818,521",00265324,035760
케이티알파,A,"391,552,507,240",00260958,036030
현대에버다임,A,"247,254,689,081",00228536,041440
CJ프레시웨이,A,"1,216,483,927,069",00127954,051500
현대바이오랜드,A,"172,744,144,498",00347062,052260
에스티팜,A,"498,565,213,550",00871833,237690
삼양홀딩스,B+,"4,460,589,000,000",00126937,000070
하이트진로,B+,"3,631,051,439,683",00150244,000080
유한양행,B+,"2,463,811,804,950",00145109,000100
하이트진로홀딩스,B+,"4,236,298,193,122",00148993,000140
삼화페인트공업,B+,"612,097,736,166",00129387,000390
대동,B+,"1,260,639,075,992",00109286,000490
가온전선,B+,"658,966,428,816",00104768,000500
유수홀딩스,B+,"501,707,092,204",00163691,000700
동국제강,B+,"6,334,110,919,060",00114792,001230
GS글로벌,B+,"1,442,681,820,909",00138190,001250
종근당홀딩스,B+,"1,367,635,164,913",00149354,001630
DL건설,B+,"1,669,601,207,042",00128971,001880
아세아,B+,"3,115,270,385,402",00138701,002030
도화엔지니어링,B+,"500,216,803,197",00114552,002150
고려제강,B+,"2,474,272,367,565",00103006,002240
넥센타이어,B+,"3,823,413,438,265",00173874,002350
케이씨씨,B+,"12,878,863,208,936",00105271,002380
SUN&L,B+,"566,176,956,589",00132211,002820
세아제강지주,B+,"2,898,999,027,652",00124197,003030
일신방직,B+,"1,044,004,955,919",00146269,003200
태광산업,B+,"4,922,461,632,309",00153393,003240
한일홀딩스,B+,"3,263,832,353,401",00162993,003300
영진약품,B+,"194,095,213,047",00141149,003520
대한화섬,B+,"907,819,641,961",00113544,003830
남양유업,B+,"937,403,118,931",00107598,003920
사조대림,B+,"1,135,725,586,377",00109718,003960
한국석유공업,B+,"342,126,722,607",00157991,004090
농심,B+,"2,899,907,793,800",00108241,004370
삼익THK,B+,"378,200,330,373",00127802,004380
서울식품공업,B+,"72,278,883,781",00130879,004410
삼천리,B+,"4,245,308,851,227",00128555,004690
DRB동일,B+,"831,956,562,409",00118266,004840
성신양회,B+,"1,121,595,052,711",00132804,004980
SGC에너지,B+,"2,591,549,830,557",00125150,005090
녹십자홀딩스,B+,"3,496,833,926,967",00108135,005250
SPC삼립,B+,"1,222,983,111,086",00125530,005610
넥센,B+,"4,572,292,481,109",00167192,005720
에스엘,B+,"2,567,493,133,526",00125521,005850
삼성전자,B+,"426,621,158,000,000",00126380,005930
화승인더스트리,B+,"1,637,051,105,314",00166227,006060
녹십자,B+,"2,462,144,732,200",00129679,006280
한일현대시멘트,B+,"596,793,705,254",00164672,006390
AK홀딩스,B+,"4,548,736,656,905",00125080,006840
사조산업,B+,"1,113,856,493,438",00124799,007160
이수페타시스,B+,"449,678,765,264",00107613,007660
F&F 홀딩스,B+,"3,171,939,343,121",00126487,007700
서연,B+,"2,137,879,391,257",00163114,007860
한솔로지스틱스,B+,"266,627,757,518",00140946,009180
태영건설,B+,"3,734,783,195,004",00153861,009410
경동나비엔,B+,"933,884,528,777",00101488,009450
삼성중공업,B+,"12,138,595,961,258",00126478,010140
화신,B+,"870,753,098,147",00166315,010690
아이에스동서,B+,"3,509,755,191,942",00115977,010780
금호석유화학,B+,"8,115,674,806,919",00106368,011780
계양전기,B+,"285,053,130,217",00102618,012200
경동인베스트,B+,"577,693,061,246",00143527,012320
HDC,B+,"10,651,491,647,775",00164636,012630
화승코퍼레이션,B+,"1,183,992,948,160",00166272,013520
유니드,B+,"1,347,710,902,764",00159786,014830
예스코홀딩스,B+,"1,423,002,538,000",00105101,015360
한국전력공사,B+,"211,123,727,000,000",00159193,015760
서울도시가스,B+,"1,662,601,876,033",00130684,017390
E1,B+,"3,999,326,311,289",00165583,017940
한국카본,B+,"498,355,905,299",00159795,017960
한온시스템,B+,"8,233,732,861,760",00161125,018880
세아특수강,B+,"651,146,310,250",00133991,019440
대교,B+,"813,566,532,780",00108913,019680
다우기술,B+,"46,322,445,969,793",00176914,023590
한국콜마홀딩스,B+,"1,209,726,177,916",00203290,024720
팬오션,B+,"6,488,779,000,000",00122737,028670
제일기획,B+,"2,542,111,414,363",00148276,030000
LG디스플레이,B+,"38,154,515,000,000",00105873,034220
신세계건설,B+,"828,998,344,092",00217947,034300
NICE,B+,"3,083,783,180,088",00158316,034310
신세계I&C,B+,"354,134,942,144",00219486,035510
한국가스공사,B+,"43,669,902,324,183",00261285,036460
SNT홀딩스,B+,"2,372,324,440,132",00225159,036530
LG헬로비전,B+,"1,488,116,032,317",00222532,037560
하나투어,B+,"430,595,584,721",00269940,039130
코스맥스비티아이,B+,"954,664,614,459",00219574,044820
동원F&B,B+,"1,935,684,196,136",00340917,049770
LG화학,B+,"51,135,302,000,000",00356361,051910
한전기술,B+,"705,509,290,986",00159209,052690
테이팩스,B+,"180,813,732,067",00256955,055490
세아홀딩스,B+,"5,537,774,298,653",00377610,058650
종근당바이오,B+,"298,540,307,882",00390055,063160
셀트리온,B+,"5,674,122,532,472",00413046,068270
농심홀딩스,B+,"1,328,637,732,004",00459871,072710
금호타이어,B+,"4,342,205,985,504",00481454,073240
STX엔진,B+,"837,480,000,000",00480455,077970
에이블씨엔씨,B+,"193,817,470,072",00400857,078520
HDC현대EP,B+,"582,888,461,623",00357935,089470
제주항공,B+,"1,266,756,061,417",00555874,089590
후성,B+,"616,334,424,036",00595191,093370
효성 ITX,B+,"241,404,764,480",00414850,094280
웅진씽크빅,B+,"771,639,508,251",00628189,095720
동성케미컬,B+,"818,795,752,582",00679314,102260
풍산,B+,"3,148,260,459,261",00684714,103140
영원무역,B+,"3,547,620,437,780",00776820,111770
GKL,B+,"531,306,108,295",00557508,114090
한전산업,B+,"163,320,479,666",00194947,130660
