,tag,제 56 기,제 55 기,제 54 기
0,자산,,,
1,비유동자산,478975,495555,480898
2,"유형자산 (주5,6,25,26)",426212,439452,439322
3,"사용권자산 (주5,7)",19757,20800,0
5,"무형자산 (주5,9,10,25)",7757,14630,17826
7,기타비유동자산,245,95,1515
8,"기타금융자산 (주12,24,31)",9889,7937,11129
9,이연법인세자산 (주28),5720,3792,2830
10,유동자산,412167,398769,391646
11,"재고자산 (주13,25)",192057,196996,201368
13,당기법인세자산,446,1516,610
14,기타유동자산 (주15),9172,7556,4387
15,"기타금융자산 (주12,24)",4017,1403,6006
16,"현금및현금성자산 (주16,24)",72784,63132,63306
17,자산총계,891142,894324,872544
27,부채,,,
28,비유동부채,134523,166309,85630
30,퇴직급여부채 (주20),13865,30252,16037
31,기타장기종업원급여부채 (주21),7431,5688,5111
32,"비유동리스부채 (주7,24)",16143,17214,0
33,"기타금융부채 (주22,24)",940,2485,3361
34,기타비유동부채,446,458,41
35,"이연법인세부채 (주2,28)",36051,37118,43900
36,유동부채,293122,293374,376656
39,"유동리스부채 (주7,24)",2429,2309,0
40,"기타금융부채 (주22,24)",2521,2385,1978
41,기타유동부채 (주19),3064,2439,1883
42,당기법인세부채,11554,16131,4336
43,부채총계,427645,459683,462286
44,자본과부채총계,891142,894324,872544
