,tag,제 46 기,제 45 기,제 44 기
0,자산,,,
1,유동자산,408943541670,370213538925,411992966646
2,현금및현금성자산,77655892814,71253602917,78002226315
4,기타금융자산,2887507124,2343924707,4513476894
5,기타유동자산,8333650235,7496352263,13048734588
6,재고자산,143912799590,117405872766,134223005694
7,당기법인세자산,2133009655,2187200916,2084818596
8,비유동자산,413716933746,438189521881,416233188679
10,기타금융자산,14588970553,11029306194,21952098651
12,유형자산,356664447807,389216953787,372202034327
13,사용권자산,225421206,427561795,0
14,무형자산,2884810344,3455079494,3539050251
15,기타비유동자산,12263742059,10571643687,5133051747
16,이연법인세자산,12043652433,10459358513,7863691377
17,자산총계,822660475416,808403060806,828226155325
18,부채,,,
19,유동부채,448156611698,383081095724,466801160687
24,유동성리스부채,162667797,233932721,0
25,기타금융부채,4888524992,3807028770,2578373768
26,기타유동부채,35932358029,23282187261,13873162154
27,판매보증충당부채,2049766541,2061063355,1812535908
28,당기법인세부채,183918791,2430167720,134589407
29,비유동부채,118843180658,125595206716,68243726602
32,비유동성리스부채,65477669,198695043,0
33,판매보증충당부채,1324476504,1252848045,1172670636
34,순확정급여부채,10123919644,9967906492,10490683133
35,이연법인세부채,3525774614,2992660333,7840852842
36,부채총계,566999792356,508676302440,535044887289
46,부채와자본총계,822660475416,808403060806,828226155325
