,tag,제 29 기,제 28 기,제 27 기
0,자산,,,
1,유동자산,116655684969,109147682896,119643445050
2,현금및현금성자산,17881611476,3770182351,4476202333
14,당기법인세자산,6815341,2019100,31017910
15,재고자산,42208411934,53613151294,63507792929
16,비유동자산,150966248370,158643462605,168071138846
21,장기보증금자산,172607139,177928861,304342353
23,유형자산,147597817206,156711627505,164990601839
24,영업권 이외의 무형자산,746010421,553706909,702662420
25,기타비유동금융자산,387989500,387989500,382386100
26,비유동 기타포괄손익-공정가치 측정 금융자산,387989500,387989500,382386100
27,이연법인세자산,1709811140,0,1131643895
28,자산총계,267621933339,267791145501,287714583896
29,부채,,,
30,유동부채,165869969416,165082294438,101788556793
41,유동성리스부채,503646980,676866455,0
42,당기법인세부채,89785132,5112834,9370113
43,비유동부채,40975356295,50076675567,119195684613
49,리스부채,466311634,413990491,0
50,비유동충당부채,2142352519,1935337127,36326146
51,그 밖의 기타장기충당부채,2142352519,1935337127,36326146
52,퇴직급여부채,9266963323,9114444346,8060911335
54,사외적립자산의공정가치,"(6,172,987,550)","(5,587,398,793)","(5,480,255,591)"
55,부채총계,206845325711,215158970005,220984241406
63,기타포괄손익-공정가치 측정 금융자산 평가이익 적립금,0,0,24715158
72,자본과부채총계,267621933339,267791145501,287714583896
