,tag,제 37 기,제 36 기,제 35 기
0,자산,,,
1,유동자산,138689650350,85858733501,100570079707
2,현금및현금성자산,26148500356,9149778264,9511240572
4,재고자산,47547068871,45340732337,56942505845
5,당기손익공정가치측정금융자산,314629108,,1003120244
6,상각후원가측정금융자산,3632353701,,
7,파생상품금융자산,,315665400,82061429
8,기타유동자산,3883063493,1452090600,1685960381
9,매각예정자산,29550000000,,
10,매각예정처분자산집단,1069563538,,
12,기타유동금융자산,,,3000000
13,비유동자산,97714571076,97300614784,104367037854
15,유형자산,64876525791,66645277727,68612853755
17,무형자산,20460257522,8345952490,9151855148
18,비유동 당기손익-공정가치 의무 측정 금융자산,14666100,16492000,15284550
19,비유동 기타포괄손익-공정가치 측정 금융자산,28651200,27558278,44468425
20,비유동 상각후원가 측정 금융자산,482000000,,
21,비유동파생상품자산,,1321661760,
22,기타비유동금융자산,121943749,177737882,185699687
23,기타비유동자산,168897357,,
24,이연법인세자산,3378394193,,2155571608
26,자산총계,236404221426,183159348285,204937117561
27,부채,,,
28,유동부채,117520142634,54236754644,49141744879
32,유동성금융리스부채,303938152,128525083,
33,파생상품금융부채,51805845,121103613,198180944
34,유동충당부채,2271491746,1847826931,2868840179
36,기타유동부채,6923858788,1784941651,2819883173
37,매각예정처분부채집단,142048642,,
38,비유동부채,15237046095,28566445402,56807835393
40,비유동금융리스부채,737877361,17069890,
41,비유동파생상품금융부채,,1686942400,97105889
42,퇴직급여부채,4747308081,2995933951,4120011438
43,비유동종업원급여충당부채,602937824,239819813,
44,기타비유동금융부채,180323070,164000000,166000000
45,장기종업원급여부채,187163421,104464840,350451856
46,이연법인세부채,8751262475,2050778064,4774266210
47,부채총계,132757188729,82803200046,105949580272
58,자본과부채총계,236404221426,183159348285,204937117561
