,tag,제 10 기,제 9 기,제 8 기
0,자산,,,
1,유동자산,922685,807490,652082
2,현금및현금성자산,104607,96459,67555
4,기타포괄손익-공정가치측정금융자산,0,0,150
5,기타유동금융자산,281807,188916,36718
6,재고자산,289299,272470,294604
7,당기법인세자산,312,4647,167
8,기타유동자산,12044,13042,8405
9,매각예정자산,4027,0,0
10,비유동자산,1653793,1580670,1521785
11,유형자산,1120872,1094822,1015534
13,기타무형자산,42253,45730,50856
16,당기손익-공정가치측정금융자산,9803,4957,5374
17,기타포괄손익-공정가치측정금융자산,240316,198703,209736
18,기타비유동금융자산,11,11,11
19,이연법인세자산,695,271,233
20,기타비유동자산,974,1113,3097
22,자산총계,2576478,2388160,2173867
23,부채,,,
24,유동부채,465708,400105,473819
29,기타유동금융부채,12191,11060,298
30,당기법인세부채,18405,5139,11579
31,기타유동부채,61159,57243,54683
32,비유동부채,757787,693585,434087
36,기타비유동금융부채,7058,11191,0
37,순확정급여부채,7789,9344,16440
38,이연법인세부채,71432,67737,63437
39,기타비유동부채,6455,4770,3556
40,부채총계,1223495,1093690,907906
50,부채와자본 총계,2576478,2388160,2173867
