,tag,제 48 기,제 47 기,제 46 기
0,자산,,,
1,유동자산,353237848511,289195401733,310736335301
2,현금및현금성자산,123731013982,127867536781,112467532568
4,유동성장기금융자산,180000000,180000000,180000000
6,재고자산,131733390800,88166502332,110042964556
7,기타유동금융자산,13880414218,6959164086,10117889482
8,유동 상각후원가 측정 금융자산,34385000,19205000,731445000
9,기타금융자산,671972271,311870000,460849467
10,기타유동자산,13174056947,6628089086,8925595015
11,당기법인세자산,1864501820,8219680,0
12,매각예정 또는 소유주에 대한 분배예정으로 분류된 비유동자산이나 처분자산집단,0,6847292370,0
13,비유동자산,384039843807,389950447931,371014483985
15,기타비유동금융자산,45363421605,14094533285,3530030285
16,비유동 기타포괄손익-공정가치 측정 금융자산,2020882000,2020882000,1718625000
17,공정가치-공정가치측정금융자산,42083249605,10948556285,1699075285
18,비유동 상각후원가 측정 금융자산,1259290000,1125095000,112330000
19,"종속기업, 조인트벤처와 관계기업에 대한 투자자산",5251547928,5330834247,5252134842
20,유형자산,227992661413,263608239048,257622515171
22,영업권 이외의 무형자산,2761252685,2066347781,2455804734
23,기타금융자산,1049352710,1285960110,1015297295
24,기타비유동자산,1744208119,2613232616,10782552
25,자산총계,737277692318,679145849664,681750819286
26,부채,,,
27,유동부채,249080266323,219489571478,228518803921
33,유동리스부채,795221792,637681909,0
34,비지배지분부채,429187775,429313334,0
35,당기법인세부채,733154490,3549000699,2318770156
36,유동충당부채,2987268961,604650546,1197879255
37,기타유동금융부채,50558334,403418334,563688879
38,기타유동부채,38970467511,37032361649,53169990975
39,비유동부채,24211260753,18460792999,18199146484
43,비유동리스부채,1660782677,1313360345,0
44,비유동충당부채,0,2388226600,0
45,기타금융부채,4087957680,3657787680,4303768719
46,퇴직급여부채,3242383,6689032,3144771
47,이연법인세부채,18387072160,10953667202,13570880785
48,부채총계,273291527076,237950364477,246717950405
57,자본과부채총계,737277692318,679145849664,681750819286
