,tag,제 19 기,제 18 기,제 17 기
0,자산,,,
1,유동자산,193413611632,225797248359,227563738544
2,현금및현금성자산,44068122801,27196309698,23211456110
5,재고자산,36372234129,36331528748,31398343554
6,당기법인세자산,1378737077,987941706,
7,기타금융자산,1198079807,1200162527,5312461578
8,기타자산,1548627600,1569248241,1848186108
9,비유동자산,109160849264,79683935471,51495697564
11,당기손익-공정가치측정금융자산,3170886951,2843603995,2417168961
12,유형자산,35810839690,37283939884,33117594485
13,사용권자산,12485101015,12859241668,
14,무형자산,12820451303,9430568292,4533324612
15,이연법인세자산,11303356827,12063638221,9960610565
16,기타금융자산,4893251469,5016694411,1466998941
17,기타자산,168533290,186249000,
18,자산총계,302574460896,305481183830,279059436108
19,부채,,,
20,유동부채,31177645637,38413934857,40471875427
22,당기법인세부채,28285156,5349831589,11789418032
23,충당부채,1044467413,1036682743,1344137425
24,기타부채,9312100128,7982951061,1732597993
25,비유동부채,25338712517,23398721404,12720921476
28,이연법인세부채,11295985,5139388,
30,기타부채,6921395461,7297211455,
31,부채총계,56516358154,61812656261,53192796903
40,부채와자본총계,302574460896,305481183830,279059436108
