,tag,제 48 기,제 47 기,제 46 기
0,자산,,,
1,유동자산,,,
2,현금및현금성자산,6998778,7791181,4183128
4,재고자산,47675242,17275892,24961024
5,당기법인세자산,27116,10693,9444
6,기타유동금융자산,9779437,8788250,8899025
7,비유동자산,,,
9,유형자산,32187824,36516884,37203856
11,영업권 이외의 무형자산,1822423,1859033,1493197
12,이연법인세자산,78053,0,0
13,기타비유동금융자산,501486,335307,863812
14,자산총계,177178532,126550886,124761818
15,부채,,,
16,유동부채,,,
19,유동성금융리스부채,436080,1315224,862436
20,유동성장기부채,633171,2475968,0
21,당기법인세부채,260205,48804,0
22,유동충당부채,123968,104871,98676
23,비유동부채,,,
25,비유동금융리스부채,1457612,1902778,1378903
26,퇴직급여부채,673131,734802,838240
27,부채총계,122773378,76708629,75062939
36,자본과부채총계,177178532,126550886,124761818
