,tag,제 12 기,제 11 기,제 10 기
0,자산,,,
1,유동자산,1072702,1022430,1080876
2,현금및현금성자산,321384,139134,134480
5,재고자산,247005,291161,298354
6,환불자산,830,976,0
7,당기법인세자산,5744,3017,4793
8,기타유동자산,12633,23625,23013
9,매각예정자산,23137,2134,2030
10,비유동자산,1312670,1543149,1428838
12,기타비유동금융자산,1956,3337,6892
13,공동 및 관계기업투자자산,235,1128,31834
14,유형자산,1139666,1339828,1277509
15,무형자산,37982,70415,43163
16,사용권자산,40881,58084,0
17,이연법인세자산,72857,41609,29809
18,기타비유동자산,611,952,12297
19,순확정급여자산,0,0,286
20,자산총계,2385372,2565579,2509714
21,부채,,,
22,유동부채,971548,974505,736764
26,리스부채,14040,23540,0
27,충당부채,16961,17403,13495
28,환불부채,1128,1256,0
29,당기법인세부채,16055,13665,2002
30,기타유동부채,34180,32391,25680
31,비유동부채,576609,675096,856203
34,기타비유동금융부채,0,8311,6918
35,리스부채,17247,24150,0
36,충당부채,136,476,0
37,순확정급여부채,11232,2605,106
38,이연법인세부채,14245,11880,10725
39,부채총계,1548157,1649601,1592967
49,자본과부채총계,2385372,2565579,2509714
