,tag,제 18 기,제 17 기,제 16 기
0,자산,,,
1,유동자산,1154988857051,1073728850011,1317250558164
2,현금및현금성자산,155745273082,109547867108,271834340316
4,당기손익-공정가치 금융자산,5743897928,10026178082,
7,재고자산,406544087484,420766510250,458636318506
9,기타유동자산,62463536276,52210835642,58537753128
10,매각예정비유동자산,15408642025,12993701429,28513775482
11,비유동자산,2675804435150,2842740991924,2875630592057
13,당기손익-공정가치 금융자산,1955939707,,
14,당기손익-기타금융자산,,1000,1000
16,유형자산,2297453287405,2468048942949,2579912362353
17,사용권자산,92683028131,75721971720,
18,무형자산,4217670591,4532066344,5540182744
21,이연법인세자산,218221709201,215721056240,206789531252
22,기타자산,779114927,1373301506,53348216990
23,자산총계,3846201934226,3929463543364,4221394925703
24,부채,,,
25,유동부채,950430622320,937674497773,1220908628488
29,장기종업원급여부채,3147007585,,
31,판매보증충당부채,10117297522,10693537398,7549794671
32,리스부채,18146177144,20066661253,30561455668
33,당기법인세부채,924694549,5406740932,222856348
34,기타유동부채,31578312723,22462381989,
35,비유동부채,1728176651891,1699154878418,1658752889085
37,확정급여부채,179049027611,158249690698,135342226010
38,장기종업원급여부채,59930376644,55325692069,37902085393
40,판매보증충당부채,9531604084,10785513629,15260231795
41,리스부채,46816769776,27595912033,
42,소송충당부채,149244193057,87043110319,122799223219
43,복구충당부채,518784940,494882134,
44,기타비유동부채,233736198,599764017,2719546399
45,부채총계,2678607274211,2636829376191,2879661517573
55,자본과부채총계,3846201934226,3929463543364,4221394925703
