,tag,제 19 기,제 18 기,제 17 기
0,자산,,,
1,유동자산,1985912656,1365316449,1258796495
2,현금및현금성자산,34612907,53662801,241013325
4,당기손익-공정가치 금융자산,998746920,334059272,75245995
5,기타금융자산,0,21015,89195
9,재고자산,233666421,183678037,114582401
11,기타유동자산,91937384,19185536,27551946
12,비유동자산,6721119892,6257777848,5729765594
15,당기손익-공정가치 금융자산,14292258,37400553,45458075
16,기타포괄손익-공정가치 금융자산,49479156,54909680,81128029
17,기타금융자산,22650,22650,44055
19,유형자산,5299924887,5059341425,4893681778
20,무형자산,81243195,40851224,42330079
22,사용권자산,521784515,400844804,0
24,기타비유동자산,304,0,0
25,자산총계,8707032548,7623094297,6988562089
26,부채,,,
27,유동부채,2276222232,1443427263,1293202919
35,당기법인세부채,19307864,42256153,92050052
36,유동리스부채,49941620,39185058,0
38,기타유동부채,114741981,105865953,105098730
39,비유동부채,1398518761,1200380611,866266741
43,순확정급여부채,21857848,1588257,2535874
44,충당부채,6525970,5582711,4306444
45,비유동리스부채,512136522,371969179,0
46,이연법인세부채,280632035,301931094,316020156
47,기타비유동부채,4311105,3971873,1703636
48,기타금융부채,3877093,0,0
49,부채총계,3674740993,2643807874,2159469660
59,자본과부채총계,8707032548,7623094297,6988562089
