,tag,제 7 기,제 6 기,제 5 기
0,자산,,,
1,유동자산,622616678043,618284149917,595770003667
2,현금및현금성자산,102513996071,76558220552,35173046889
4,단기금융자산,12872362802,20878475984,26815878480
5,재고자산,193315147531,208921488681,209397803520
6,당기법인세자산,9276731,497262,3310
7,기타유동자산,16260886794,12246709727,17258216331
8,비유동자산,566426219911,586070043059,465771152591
9,장기금융자산,25017297537,18696838840,17416366975
10,"종속기업, 조인트벤처와 관계기업에 대한 투자자산",5041641096,1429986235,1037139722
11,유형자산,437112070372,431809273143,332554138316
12,무형자산,56812713862,102896694883,95957070434
14,이연법인세자산,26142245773,22198170791,9565876138
15,기타비유동자산,7828302044,9039079167,9240561006
16,자산총계,1189042897954,1204354192976,1061541156258
17,부채,,,
18,유동부채,718087653423,716394132114,650447545935
20,단기금융부채,531157235645,480671383000,435046749275
21,당기법인세부채,9178778904,33296588448,10945657761
22,기타유동부채,34862578996,22775474426,23157389635
23,비유동부채,199055129202,171487482106,169247340070
24,장기금융부채,160481840077,141600322479,145388921996
25,퇴직급여부채,38573289125,29887159627,23858418074
26,부채총계,917142782625,887881614220,819694886005
36,부채및자본총계,1189042897954,1204354192976,1061541156258
