,tag,제 66 기,제 65 기,제 64 기
0,자산,,,
1,유동자산,223598484765,211073362860,203354328117
2,현금및현금성자산,63183887469,49372665262,40318938728
3,기타유동금융자산,1560000000,1500000000,2400000000
5,당기손익-공정가치 측정 지정 금융자산,183899705,0,0
6,기타유동자산,56001753023,37373813810,21234827486
7,재고자산,28249436538,35178307235,51295240980
8,매각예정비유동자산,0,6160555800,0
9,당기법인세자산,540598906,0,0
10,비유동자산,342543665551,348614966848,366918733123
11,기타포괄손익-공정가치 측정 금융자산,21704176398,21877731368,36730807932
12,당기손익-공정가치 측정 지정 금융자산,2027995564,2118883575,1505618312
13,기타비유동금융자산,2527863951,1657824764,1970715812
16,유형자산,253636887471,266234774501,279485824921
17,사용권자산,7097638550,5924086214,0
18,무형자산,23772434084,28478743623,22805578091
19,이연법인세자산,12784961442,0,0
20,자산총계,566142150316,559688329708,570273061240
21,부채,,,
22,유동부채,333335623637,338648055564,340614931921
25,리스부채,1874719854,1979841287,0
27,기타유동금융부채,22075853345,21301206262,23336332330
28,기타유동부채,31005820930,27897478221,30328951974
29,당기법인세부채,3957493126,6487718331,2941070084
30,비유동부채,63034642478,44664129164,50316496893
32,리스부채,2299605908,2512976745,0
35,기타비유동금융부채,851503047,396743097,140000000
36,확정급여부채,14669591659,15322529974,11931784770
37,이연법인세부채,6998978143,273966829,7210542341
38,부채총계,396370266115,383312184728,390931428814
48,자본과부채총계,566142150316,559688329708,570273061240
