,tag,제 59 기,제 58 기,제 57 기
0,자산,,,
1,유동자산,4002518982269,3574701574491,3750035907303.0
2,현금및현금성자산,1314565984342,816253031774,1503951368387.0
7,유동성상각후원가측정금융자산,210235000,19985000,34870000.0
8,유동성파생상품자산,,7502122900,1065372558.0
9,재고자산,551195375265,712925078163,918205873053.0
10,당기법인세자산,1062430352,2667909024,219502920.0
11,기타유동자산,133719808277,204306757540,164827430650.0
12,기타금융자산,46749292384,47283926331,
13,매각예정자산,549056655238,1696637924,12036885468.0
14,비유동자산,21187542092009,23439417360629,22092465025434.0
17,공정가치측정금융자산,468269959034,155848675195,169933434552.0
18,상각후원가측정금융자산,77490000,282105000,290715000.0
20,파생상품자산,,30217323255,12956467974.0
22,유형자산,18482139652726,21310439947171,20098498545324.0
24,무형자산,268145147138,294861887592,300762381132.0
25,기타금융자산,134146920853,158377247782,210892080358.0
26,이연법인세자산,876590661542,939689724207,788344726884.0
27,기타비유동자산,373571641447,25979688702,72986572068.0
28,자산총계,25190061074278,27014118935120,25842500932737.0
29,부채,,,
30,유동부채,7987774772740,8777297332478,7556788983856.0
33,유동성장기부채,2559589705753,2985372333099,2423308841421.0
34,유동성리스부채,1387671388300,1521201056812,1165558448441.0
35,유동성파생상품부채,22641904745,,5282931194.0
36,유동성충당부채,54864936314,51846602217,37148051253.0
39,당기법인세부채,93946500741,2735298866,2325915711.0
40,기타유동부채,723220407498,1822753831234,1817273013671.0
41,매각예정부채,54485699688,,
42,비유동부채,13890562187220,15456028910007,15123113113759.0
46,자산유동화차입금,1484933098013,1110780000042,1204382378727.0
47,리스부채,5189531594034,6793646961403,6321046862576.0
48,순확정급여부채,1605300674247,1607716518596,1493987291105.0
49,충당부채,217843484085,205920178182,193944721128.0
51,파생상품부채,114826393691,32068620576,49898817268.0
52,이연법인세부채,22813090427,34545423341,35256811407.0
53,기타비유동부채,173245164688,154894609676,142116026313.0
54,부채총계,21878336959960,24233326242485,22679902097615.0
65,부채및자본총계,25190061074278,27014118935120,25842500932737.0
