,tag,제 14 기,제 13 기,제 12 기
0,자산,,,
1,유동자산,281568714382,215563114561.0,154415444716.0
2,현금및현금성자산,21759319933,26242207456.0,24970471529.0
4,기타금융자산,250470826,510646395.0,669821500.0
5,기타유동자산,16405727205,11813499784.0,5901581637.0
7,재고자산,158111297636,115683467344.0,71175970237.0
8,비유동자산,410483756712,347477630999.0,283369366584.0
10,당기손익-공정가치금융자산,42294000,41224750.0,41236500.0
11,기타금융자산,315078748,7100000.0,7000000.0
12,유형자산,365907771438,300400432117.0,259859945788.0
13,무형자산,4477169738,904669974.0,16014724112.0
14,사용권자산,30905631800,36192327301.0,
15,기타비유동자산,1504661066,2137457769.0,1544362754.0
16,이연법인세자산,1791767166,2509500426.0,4412381394.0
17,종속기업투자자산,227301184,315516561.0,
18,자산총계,692052471094,563040745560.0,437784811300.0
19,부채,,,
20,유동부채,260754141595,213771544316.0,189797128574.0
22,단기차입부채,116763126856,128110758245.0,73595688322.0
23,당기법인세부채,535114996,4114597589.0,3987105161.0
24,유동성장기부채,48815721287,9863689769.0,11008133368.0
25,기타유동부채,12179269830,6245755198.0,4598427379.0
26,금융보증부채,1809037,10893686.0,
27,비유동부채,189394349901,82376329751.0,26321473844.0
28,장기차입부채,169988565875,78683494621.0,21156283068.0
29,순확정급여부채,4508999899,3559980541.0,2302378696.0
30,이연법인세부채,,,2537055734.0
31,기타비유동부채,150454143,132854589.0,325756346.0
32,파생상품부채,14746329984,,
33,부채총계,450148491496,296147874067.0,216118602418.0
43,자본과부채총계,692052471094,563040745560.0,437784811300.0
